81108.0	5918.0	12739.0	39278	7284	286261	123	55366
43715.0	3430.0	6540.0	696634	9310	257822	1976	5834
23032.0	2290.0	85545.0	316457	84664	155473	54609	154352
40230.0	41030.0	14820.0	571400	127030	404828	11080	15889
98797.0	3679.0	6255.0	1337888	285976	1248	40	52301
57260.0	38149.0	10792.0	1338366	10935	11195	1113	7620
39217.0	10625.0	49866.0	1343053	7284	93603	4899	93603
38817.0	11093.0	49954.0	1343059	7284	93603	4899	93603
3815.0	4038.0	7431.0	1313906	27519	562	6273	60
9785.0	38661.0	49806.0	1346380	161874	1344	25666	1344
76844.0	4018.0	7540.0	1339487	184471	562	6273	60
3473.0	1354.0	11227.0	19476	819	259589	81	169298
13378.0	69963.0	4134.0	476584	546090	81580	56	9884
19805.0	11092.0	55502.0	1338868	5222	64788	2735	5222
90829.0	7781.0	12333.0	1336565	562	27519	2007	154703
11949.0	89585.0	11083.0	1127188	38424	11195	1113	38424
12449.0	4290.0	100765.0	1334963	142566	7284	1296	257537
2262.0	50019.0	59227.0	57676	5834	63081	1976	12970
96988.0	5744.0	2054.0	1342055	10935	215849	2974	128032
38149.0	10792.0	5396.0	1338366	11195	11138	762	10935
6732.0	89157.0	13758.0	126057	25191	487163	16312	106260
80302.0	11258.0	9784.0	214959	12968	60383	1149	55366
3430.0	6540.0	6403.0	696634	257822	19766	583	17422
36982.0	40075.0	27245.0	157399	5222	280373	8402	143740
13674.0	61862.0	10863.0	266900	2964	5324	8922	2964
19458.0	82009.0	23655.0	1337869	8595	60	56	390
46559.0	9908.0	16403.0	1347950	4084	154703	7056	83869
14240.0	89766.0	8479.0	1340323	36563	9132	11478	201462
28094.0	77401.0	20544.0	1159692	67610	20073	15435	28017
12200.0	4151.0	105478.0	35692	11138	60	635	437757
44022.0	42372.0	28791.0	26225	5834	16476	583	21657
14284.0	89012.0	5390.0	450313	60	202290	8386	169304
5383.0	88511.0	8689.0	419924	7620	5222	2052	1053081
31527.0	57190.0	8464.0	1347076	5222	429263	87548	605523
1354.0	11227.0	10793.0	19476	259589	819	16929	198580
32625.0	23429.0	71249.0	1336618	154352	707303	6	8595
69963.0	4134.0	13305.0	476584	81580	562	988	562
16625.0	69663.0	25304.0	832716	60	562	7055	390
16579.0	9799.0	101995.0	1335677	25208	360780	124	9822
18972.0	92897.0	18391.0	42394	28304	60	2007	1243
96895.0	13286.0	19731.0	1335968	9822	21948	762	280373
58817.0	21233.0	2233.0	264632	305188	41538	1149	58494
87927.0	12931.0	19231.0	1342536	28773	66868	522	7489
6751.0	94321.0	16855.0	812414	471	783	762	31710
61862.0	10863.0	13676.0	266900	5324	89221	296	5324
11092.0	55502.0	20998.0	1338868	64788	27355	522	13909
80233.0	33571.0	5766.0	84591	172171	27339	1149	195256
51928.0	41118.0	37951.0	1338126	69922	10936	75290	5776
12044.0	78423.0	48461.0	1336042	48997	782	583	2421
4290.0	100765.0	23275.0	1334963	7284	12968	25753	9822
42372.0	28791.0	15236.0	26225	16476	5834	2165	16476
99120.0	34179.0	3528.0	70841	7620	19300	60201	7620
12930.0	85498.0	41985.0	1334961	142566	2297	728	10102
47011.0	70182.0	8666.0	1346078	9897	18567	4702	17487
13130.0	7399.0	6032.0	35062	1243	17624	39	1243
6011.0	1444.0	17922.0	1363012	9822	7324	2071	9822
49260.0	20787.0	9723.0	239900	605065	5222	1119	4084
87473.0	8121.0	36764.0	1344116	52522	397420	1010	88161
123047.0	3769.0	8094.0	442516	593113	9822	10667	153843
7763.0	125707.0	1214.0	200120	55364	14389	1976	10936
40186.0	45161.0	33957.0	1347015	50722	48997	16050	782
42225.0	37607.0	44124.0	1343783	7284	34538	1296	110163
78423.0	48461.0	6416.0	1336042	782	5834	242	122183
55502.0	20998.0	9898.0	1338868	27355	5222	1390	27355
18495.0	14531.0	87416.0	101238	7620	11195	2948	122374
6040.0	35401.0	52330.0	1348867	280373	2964	125	2964
7078.0	13367.0	123816.0	235590	7620	58078	48	7620
6766.0	52785.0	32837.0	1350448	61002	112006	30600	4700
45161.0	33957.0	2632.0	1347015	48997	160509	78	10936
70525.0	15115.0	33254.0	410563	60	16436	6	23558
22514.0	3632.0	19841.0	962390	60	562	39	60
89324.0	43562.0	5294.0	1340122	815	405290	1149	274167
14019.0	12777.0	26128.0	1356886	229285	389	357	60
8912.0	125903.0	6629.0	1341633	49881	12041	4988	9373
7283.0	40710.0	54458.0	1348386	47981	11195	1190	248990
11416.0	95884.0	37055.0	1341775	142566	3104	14256	31710
41466.0	68926.0	17866.0	663659	29488	2297	90398	13909
57190.0	8464.0	24216.0	1347076	429263	875488	60552	92475
10792.0	5396.0	30605.0	1338366	11138	7620	1093	11195
10460.0	81563.0	50381.0	1338986	8595	11195	229	15889
4327.0	7730.0	37148.0	1355205	9794	34584	4581	65052
4393.0	1911.0	47486.0	665796	7284	10936	493	6375
23266.0	4309.0	11352.0	1361043	5222	9822	133	834
10625.0	49866.0	36705.0	1343053	93603	48997	9360	7284
12194.0	29432.0	53767.0	1349203	7284	11195	728	16091
59147.0	26181.0	59111.0	738386	227343	67929	125	12558
35401.0	52330.0	4755.0	1348867	2964	1251	296	280373
7399.0	6032.0	9938.0	35062	17624	390	124	794480
48388.0	40838.0	48851.0	1344642	1633	153609	6288	153609
39428.0	49773.0	54403.0	1339654	62792	2964	8082	4700
13567.0	30464.0	55666.0	650035	9310	29488	1390	9310
40710.0	54458.0	3560.0	1348386	11195	11901	24899	11901
12080.0	80842.0	49582.0	1345244	41535	14389	4153	13271
96163.0	46920.0	2912.0	510362	41162	646310	76	42713
51162.0	4488.0	35385.0	29537	299879	154352	1762	28192
1444.0	17922.0	10807.0	1363012	7324	20719	982	7284
7671.0	33646.0	56049.0	477946	9822	57509	3509	74610
4392.0	47729.0	94452.0	217737	190958	18567	4702	10091
72014.0	10516.0	9964.0	1350902	537311	138863	229	7284
34179.0	3528.0	12864.0	70841	19300	602014	762	4432
5396.0	30605.0	3671.0	1338366	7620	10935	1119	9822
62937.0	72298.0	17567.0	263396	204926	477368	1149	80481
6391.0	59778.0	87157.0	21251	78593	17202	634	7324
14153.0	32442.0	7154.0	36343	87003	58589	16293	73923
80116.0	966.0	11482.0	1350537	11492	782	13279	11492
8093.0	95506.0	48402.0	1218082	69327	884	87129	199825
91110.0	12027.0	37564.0	1342673	18425	5222	749	652392
53964.0	32370.0	14692.0	1349753	23361	110036	2336	23321
38835.0	11798.0	90302.0	419979	2540	64	4671	192307
12534.0	91101.0	37039.0	299851	5222	4700	36377	10935
14579.0	35333.0	5450.0	181185	7620	4202	25790	8343
4488.0	35385.0	1887.0	29537	154352	17624	2819	303382
14315.0	37357.0	92671.0	989083	60	155473	56	60
59471.0	75522.0	13892.0	1337541	50547	23264	2948	16091
4985.0	5919.0	5143.0	1366048	195256	11492	964	9373
22515.0	36923.0	3772.0	11788	1246	5325	1522	25916
22931.0	49948.0	53085.0	1347547	7620	9822	1978	3043
5716.0	38018.0	52532.0	68841	7620	5222	22011	5222
2499.0	81640.0	60524.0	1341116	7479	90472	80547	65860
10280.0	11422.0	89150.0	302894	4202	2297	4671	15282
74079.0	49862.0	9529.0	1010864	7284	12964	11016	540911
102401.0	36361.0	11122.0	52153	59956	25700	5194	201139
96692.0	663.0	10565.0	509039	102132	346889	2355	13909
4151.0	43895.0	9346.0	31400	197575	991	522	7620
69865.0	19051.0	45272.0	437969	25506	9373	15131	10067
9835.0	10104.0	2340.0	1366017	25610	11138	6	28017
88133.0	20621.0	36631.0	1341009	7620	5222	52633	1006477
48452.0	42691.0	676.0	647839	32679	25955	4271	48529
123070.0	6688.0	7499.0	1345561	11138	13909	728	13909
27462.0	16215.0	13479.0	627443	32163	32679	931	29488
7124.0	31925.0	60091.0	1349281	165572	16091	8648	9822
8579.0	43693.0	10574.0	879859	38424	13909	25057	13909
38632.0	9121.0	1985.0	1046391	166300	318	2830	124179
30948.0	5227.0	56222.0	1352381	9822	21927	3326	101823
12598.0	21498.0	23493.0	469597	5222	4432	296	215953
10516.0	9964.0	4426.0	1350902	138863	2297	728	10936
1911.0	47486.0	7106.0	665796	10936	4933	637	122800
58405.0	6247.0	52356.0	1348555	12041	828	1204	10021
13298.0	77717.0	59493.0	785706	27519	6352	2751	60
35385.0	1887.0	3152.0	29537	17624	28192	30338	562
3632.0	19841.0	9328.0	962390	562	390	6	206367
8627.0	32137.0	65250.0	60990	11195	7284	1614	69303
12833.0	48617.0	7389.0	198393	151083	90472	5127	106222
89157.0	13758.0	39106.0	126057	487163	163120	10626	19787
2823.0	127105.0	24997.0	1336158	519954	131513	982	7620
9908.0	16403.0	37065.0	1347950	154703	70560	8386	124942
99842.0	44601.0	13832.0	1335790	4084	50722	2591	643792
15199.0	94967.0	46242.0	1336137	64	36371	16972	5342
17922.0	10807.0	6347.0	1363012	20719	9822	728	23558
113135.0	6999.0	21348.0	76328	51712	450816	748	7620
13367.0	123816.0	12743.0	235590	58078	480	762	11138
11227.0	10793.0	34166.0	19476	819	169298	19858	104657
64804.0	26726.0	5586.0	1350865	5222	221333	6	5222
86971.0	46082.0	10734.0	1055929	7515	654533	1742	6951
91101.0	37039.0	5417.0	299851	4700	363775	1093	149661
19237.0	46742.0	97563.0	3815	16093	32679	19673	198137
34128.0	31172.0	33011.0	4109	5222	184471	22133	184471
91005.0	4712.0	58267.0	94596	437	833	1008	49881
20787.0	9723.0	17943.0	239900	5222	11195	408	17702
5744.0	2054.0	42696.0	1342055	215849	29744	12803	67402
84603.0	1798.0	30600.0	1348604	16476	66465	1647	9822
7636.0	73632.0	67176.0	98879	280373	2964	78	7282
42439.0	5273.0	104616.0	20861	29488	23245	2323	50547
5193.0	68186.0	40029.0	1348380	47981	97395	357	19702
39934.0	14389.0	96538.0	294808	7717	7284	1119	598
32475.0	7959.0	53288.0	940470	2297	774138	207	3335
65082.0	96687.0	2613.0	1335237	9373	765393	331	788
1887.0	3152.0	3244.0	29537	28192	303382	56	388
12202.0	85574.0	49224.0	988438	60	741987	3813	19844
37607.0	44124.0	15449.0	1343783	34538	12964	11016	55937
5063.0	87511.0	64521.0	392691	37306	77335	2551	12952
2960.0	106721.0	49451.0	1157840	60	20073	15470	562
65667.0	11656.0	18508.0	848662	32679	3104	1588	13909
2290.0	85545.0	48442.0	316457	155473	546090	15435	562
39506.0	9630.0	105371.0	1343861	3090	11195	728	782
10455.0	123385.0	19582.0	1340817	28061	719816	443	11195
34524.0	10540.0	14530.0	1357854	384870	29488	1664	60
26181.0	59111.0	10651.0	738386	67929	1259	1255	90472
6532.0	9218.0	7248.0	174440	9751	64389	762	76650
9165.0	42062.0	13988.0	1353761	69300	1251	6372	33150
125266.0	2362.0	15858.0	1346352	2964	11492	1976	59956
15561.0	73598.0	68392.0	161757	373337	2964	1978	3957
132678.0	12368.0	8388.0	1339791	5222	12004	931	15889
4712.0	58267.0	2385.0	94596	833	10086	4988	23344
105452.0	14418.0	10528.0	1348042	18084	11195	443	21948
151502.0	5239.0	3067.0	103988	161595	422197	11777	108067
56078.0	77997.0	19070.0	1345334	16436	1102482	1643	5222
16403.0	37065.0	4090.0	1347950	70560	83869	12494	390
36406.0	4001.0	24370.0	79641	5324	962434	982	7620
16238.0	68581.0	63004.0	248695	7491	7620	522	7491
10807.0	6347.0	3917.0	1363012	9822	7284	2355	46717
64425.0	31794.0	22412.0	68842	479982	49820	3301	7284
68926.0	17866.0	14186.0	663659	2297	903985	1390	2297
45885.0	51435.0	7443.0	11849	203263	29487	42219	108067
51293.0	97128.0	3695.0	1343346	29488	50547	11777	108067
15384.0	91897.0	8642.0	1348338	2297	90450	1539	23245
8101.0	47426.0	3169.0	150808	7620	5222	762	76650
6688.0	7499.0	7043.0	1345561	13909	7284	1390	7284
10540.0	14530.0	1664.0	1357854	29488	16642	6	562
46920.0	2912.0	11316.0	510362	646310	760	4271	36114
9420.0	13820.0	36894.0	1357849	384870	154693	2948	50547
31925.0	60091.0	7364.0	1349281	16091	86481	982	21539
7130.0	39316.0	60132.0	962023	165572	16091	8648	21539
38018.0	52532.0	8971.0	68841	5222	220117	522	7620
40948.0	113430.0	11003.0	1335446	28017	319767	12019	562
11256.0	144081.0	7042.0	25541	5222	875492	522	7620
122980.0	14225.0	11149.0	1107647	130576	4202	2194	7491
82936.0	23265.0	9034.0	10459	590129	46717	6	39814
90320.0	56285.0	5201.0	91142	233046	3043	331	19766
53581.0	5599.0	6424.0	29694	653	647	5667	151936
58703.0	40190.0	5510.0	159253	12268	55364	669	12971
10462.0	37566.0	62614.0	1349272	16091	11195	982	64
21052.0	9399.0	23298.0	1361214	7491	9822	983	782
9061.0	85950.0	55789.0	68428	32838	192564	982	53217
8773.0	74156.0	59972.0	1335352	67914	52602	2208	10935
13202.0	45287.0	58876.0	1348278	38424	11138	15697	31744
58539.0	6227.0	1584.0	578500	810	7620	6	562
8859.0	102473.0	2109.0	1348810	3104	7284	634	330014
11679.0	52956.0	57140.0	1348480	32679	7284	13279	16463
139579.0	5791.0	15706.0	1335525	5222	4202	1588	280373
92040.0	16043.0	50844.0	1342072	263014	25212	21053	25224
7590.0	56833.0	958.0	210022	7284	380145	78	169366
5563.0	34599.0	64253.0	458224	9822	34538	10626	12968
8328.0	90049.0	65896.0	375334	751776	593	67	476554
73632.0	67176.0	4618.0	98879	2964	788	728	9373
112550.0	40979.0	13753.0	16016	7491	420	15980	309193
35747.0	66033.0	5385.0	81995	41768	261190	26566	2421
35770.0	35323.0	32200.0	218529	149196	9822	728	94305
12740.0	87084.0	14202.0	1348667	5222	1011459	443	5222
151637.0	9169.0	5219.0	1337750	20719	257822	71874	19766
5893.0	131045.0	24096.0	129228	203978	52318	2751	16476
80143.0	14595.0	16688.0	557800	68481	2964	1119	8449
12718.0	130989.0	17236.0	1337722	15889	60	1200	15889
89469.0	5126.0	5401.0	1351962	67574	162780	14966	133555
89766.0	8479.0	43673.0	1340323	9132	114783	20146	114783
86936.0	3484.0	14983.0	1001991	31311	6345	242	51070
96687.0	2613.0	4918.0	1335237	765393	3317	78	20719
5152.0	51219.0	11966.0	970346	312605	833	1008	833
4001.0	24370.0	3262.0	79641	962434	9822	762	10451
4309.0	11352.0	15964.0	1361043	9822	1339	83	4933
77717.0	59493.0	8712.0	785706	6352	27519	6	267100
91875.0	60042.0	7972.0	956040	28193	7516	5105	9373
2436.0	7779.0	9258.0	1368247	6345	257822	1202	121766
91561.0	19280.0	49434.0	296499	23139	836	306	21928
12459.0	25872.0	75694.0	217826	5222	1011459	3279	3104
28791.0	15236.0	27119.0	26225	5834	21657	1647	23001
8434.0	34135.0	74660.0	91671	2964	34157	7461	151530
12371.0	87790.0	15068.0	1349376	46717	7284	78	5776
81293.0	24123.0	41340.0	283858	7284	3317	2550	788
153873.0	8726.0	1510.0	1337964	565442	3073	1296	873940
12803.0	17179.0	135533.0	500452	51712	64	522	33596
9746.0	138742.0	15864.0	1337012	10106	437527	308	873940
6011.0	4752.0	11727.0	1087878	5222	7620	98	1016
54819.0	86247.0	16397.0	1342054	10091	55937	732	9373
79377.0	8834.0	57777.0	184510	306029	197575	15782	34750
16471.0	14071.0	106468.0	85107	5222	11195	5171	95787
76886.0	47766.0	1442.0	1348288	60286	580092	47655	164051
30605.0	3671.0	14324.0	1338366	10935	11195	982	23245
89012.0	5390.0	43191.0	450313	202290	83869	16930	3570
9095.0	53372.0	9247.0	540254	23558	13909	2355	280373
3528.0	12864.0	14729.0	70841	602014	7620	443	7491
10793.0	34166.0	8223.0	19476	169298	198580	10465	10935
32929.0	5196.0	106102.0	1336922	155473	60	762	54322
19841.0	9328.0	10038.0	962390	390	60	20636	763543
9132.0	7918.0	150563.0	66621	305934	7489	1609	7284
75522.0	13892.0	13090.0	1337541	23264	29488	1609	11138
14574.0	79213.0	60240.0	1345307	16436	60	8619	388
4081.0	21409.0	140718.0	1335778	9862	8732	11148	593642
147876.0	4831.0	7035.0	1148130	194928	2909	583	7284
43686.0	64619.0	2930.0	528735	32163	50722	3445	110033
32137.0	65250.0	10055.0	60990	7284	16145	6930	51070
128451.0	12112.0	17478.0	1342124	84847	11195	1113	39814
3769.0	8094.0	24300.0	442516	9822	106671	15384	25206
43002.0	8138.0	18095.0	616242	9640	369728	1255	7324
19638.0	45202.0	3586.0	1360519	150528	3043	134	158751
50174.0	39634.0	23475.0	189624	23361	60883	2336	55840
116106.0	45027.0	5017.0	38000	58948	86410	18395	10936
49773.0	54403.0	17634.0	1339654	2964	80822	470	15889
7226.0	6069.0	22811.0	1365544	32679	29488	26474	50547
1154.0	3595.0	11268.0	1369985	2421	203511	15604	22416
107052.0	53803.0	7260.0	1336960	10085	12968	242	5324
42603.0	11505.0	62402.0	1348646	7620	4202	6	39814
3979.0	153573.0	4859.0	1338184	60	25208	6	4432
646.0	4520.0	6259.0	1371918	10935	215849	14966	363775
14424.0	40884.0	106901.0	642783	782	16098	2429	17722
123435.0	14383.0	12279.0	796164	198976	4432	6	7284
97128.0	3695.0	6699.0	1343346	50547	117778	10806	347582
93366.0	60378.0	13447.0	1335967	9822	788	195	20719
149003.0	16633.0	5980.0	1336046	48997	20719	5227	80851
89464.0	6229.0	9987.0	914431	7284	278849	748	7284
80772.0	47046.0	12656.0	1347910	20968	331295	13385	274829
46871.0	6356.0	10089.0	363382	303642	252604	96434	5222
152521.0	7281.0	6787.0	7509	28838	11492	48716	34034
28555.0	67237.0	9376.0	1351681	10935	13074	28883	1032
145514.0	4006.0	16285.0	151212	13110	50722	1093	12971
140125.0	19363.0	5416.0	23387	11892	5222	982	389438
8038.0	128670.0	22056.0	46685	9825	490838	760	114781
41200.0	18186.0	6798.0	1358228	60	184471	56	297446
33957.0	2632.0	22789.0	1347015	160509	782	1093	9373
37357.0	92671.0	16107.0	989083	155473	562	6	11138
4520.0	14139.0	7155.0	13708	19756	23558	1119	318043
130208.0	24025.0	6861.0	1340974	192122	4084	728	4084
43895.0	9346.0	15265.0	31400	991	5222	762	4432
3484.0	14983.0	5298.0	1001991	6345	2421	5107	203978
1879.0	29129.0	7001.0	423803	9822	106671	15040	106671
5170.0	5507.0	156698.0	419027	20678	28193	9398	265483
778.0	10370.0	154269.0	1337227	11492	540290	5072	80851
67407.0	36492.0	12021.0	162233	55839	180315	296	3104
101527.0	49516.0	15729.0	1337829	185139	182636	964	182636
24123.0	41340.0	4655.0	283858	3317	25506	78	606991
11186.0	48979.0	108403.0	27494	2428	12968	982	11492
64517.0	3539.0	12572.0	769791	90472	437	3370	27155
39316.0	60132.0	7595.0	962023	16091	86481	2153	9822
1030.0	5823.0	24743.0	1366397	11492	132792	1296	11492
53974.0	35096.0	74429.0	303430	29190	64	11957	551
56557.0	9511.0	5178.0	1355647	194663	51826	412	293984
106109.0	1491.0	12766.0	310502	2297	33373	3710	6293
32442.0	7154.0	18328.0	36343	58589	162935	7392	12413
75856.0	9873.0	25063.0	225020	11138	7620	522	23558
16215.0	13479.0	15745.0	627443	32679	9310	2948	9310
146466.0	15746.0	6313.0	1339331	1089083	11138	229	62528
17418.0	125578.0	34872.0	10387	542061	7491	3216	18082
16557.0	87574.0	69331.0	1336332	32679	2964	1772	32679
125903.0	6629.0	24027.0	1341633	12041	49881	937	9822
43220.0	2438.0	15281.0	1361646	31274	21990	522	12004
11851.0	72826.0	76516.0	1341548	5222	267100	4249	1036711
98451.0	6981.0	4618.0	1352750	6345	34157	6278	774138
119858.0	5221.0	18861.0	1347697	27007	1028	762	9310
122167.0	16034.0	16543.0	1345286	44715	16503	2801	675
51435.0	7443.0	9751.0	11849	29487	422197	10806	23245
97368.0	7384.0	3361.0	1352585	7491	12004	6	154352
16020.0	66566.0	70956.0	1345524	11195	60	38	390
52956.0	57140.0	8286.0	1348480	7284	132792	1646	10936
12819.0	25131.0	121920.0	1342211	127410	7620	982	12968
82947.0	44957.0	14898.0	17119	7092	794	709	794
141871.0	4470.0	15530.0	101764	220359	180994	420	11138
111364.0	39485.0	19729.0	738205	7620	793	762	9310
17972.0	21163.0	122084.0	1080591	204885	5222	982	192289
85165.0	65738.0	14210.0	235150	437	1023	1008	3065
58267.0	2385.0	10784.0	94596	10086	49881	2334	7324
8153.0	146589.0	14947.0	970487	28838	10936	308	10936
69173.0	2072.0	6919.0	1358086	55693	161135	913	6383
47486.0	7106.0	16350.0	665796	4933	6375	12280	49244
91289.0	29919.0	19431.0	1347966	1243	390	988	1243
9905.0	19584.0	7887.0	53627	15889	3104	28037	160079
28900.0	15262.0	62804.0	20688	2297	27519	5531	390
60091.0	7364.0	9773.0	1349281	86481	9822	2153	9822
3591.0	138640.0	20130.0	73271	7516	407	18294	286884
133785.0	9810.0	18903.0	698012	591599	2297	4671	31710
16640.0	87696.0	55509.0	1342951	7491	4133	17589	9310
53372.0	9247.0	6247.0	540254	13909	23558	28037	23558
104675.0	39715.0	10101.0	1345878	60	154703	2007	675
8726.0	1510.0	7112.0	1337964	3073	12968	87394	17202
12269.0	5076.0	8650.0	1368008	11492	77037	4899	34538
11710.0	101388.0	10108.0	444202	2297	7284	11477	32242
19731.0	113662.0	9193.0	765671	84899	280373	1390	2297
66225.0	3117.0	2477.0	43376	121758	10326	12085	10326
19584.0	7887.0	786.0	53627	3104	280373	16007	135499
81857.0	59553.0	10596.0	1346362	20073	3570	6	5222
64619.0	2930.0	6570.0	528735	50722	34452	11003	547156
48979.0	108403.0	3079.0	27494	12968	9828	1149	12971
87084.0	14202.0	9311.0	1348667	1011459	4432	522	157893
40979.0	13753.0	9735.0	16016	420	159802	30919	55366
8173.0	80377.0	62052.0	1047874	155473	932	27266	100836
2419.0	14012.0	7412.0	1369405	10936	7324	6230	37306
7410.0	6408.0	128766.0	95634	70567	319767	39	60
2473.0	11843.0	9516.0	1369404	10936	7324	6230	37306
9121.0	1985.0	18351.0	1046391	318	28304	12417	24868
85574.0	49224.0	14170.0	988438	741987	38137	1984	60
12263.0	5685.0	8211.0	1368927	12031	5242	4986	64415
19701.0	30535.0	19216.0	1361608	9822	33147	50481	20715
8474.0	148069.0	15856.0	1337127	13909	7284	3093	169366
140551.0	4073.0	23411.0	244648	114788	242752	78	17202
663.0	10565.0	19729.0	509039	346889	23558	1390	11932
20686.0	80385.0	62414.0	1342887	27519	932	223	100836
153472.0	7107.0	13491.0	1335500	31710	39814	1200	60
108403.0	3079.0	907.0	27494	9828	11492	1297	10065
106922.0	1592.0	16068.0	899924	2297	33373	3710	834980
80870.0	6807.0	26193.0	1350604	9310	84899	6	9310
31794.0	22412.0	12547.0	68842	49820	33014	728	2297
42787.0	60924.0	8606.0	161470	30371	11934	522	598911
173626.0	1642.0	2611.0	45271	58494	663522	1149	77037
17086.0	1878.0	9260.0	1368139	15889	60	2520	562
44124.0	15449.0	14836.0	1343783	12964	110163	5593	78593
5221.0	9501.0	13125.0	1368709	17487	11492	634	122945
8464.0	16495.0	7622.0	1331545	11492	5851	1603	11492
161828.0	14740.0	13154.0	293510	47021	17487	634	122945
60972.0	3802.0	8086.0	1359590	20073	61080	93	705316
47795.0	10469.0	111992.0	1339991	148653	9310	13886	7491
6655.0	72891.0	70330.0	51515	121766	34452	77413	47021
91897.0	8642.0	12923.0	1348338	90450	15396	2324	347582
7667.0	2176.0	109158.0	871704	16476	63554	4899	22001
144492.0	17887.0	7054.0	1337555	2297	64	6252	2297
12368.0	8388.0	13827.0	1339791	12004	9310	1588	206367
94307.0	5511.0	13503.0	186342	119987	48997	695	17202
21313.0	9482.0	13065.0	874022	11195	7620	21048	92536
139817.0	21541.0	9361.0	13691	681941	347780	242	10936
28246.0	132856.0	14229.0	1335974	9822	5222	3981	15889
22735.0	9290.0	10561.0	1366187	16535	10055	1978	11492
139596.0	15264.0	10356.0	355595	67706	159802	30919	55366
9172.0	10719.0	14220.0	1367951	16642	3104	728	33802
1642.0	2611.0	1079.0	45271	663522	11492	7703	7324
148802.0	9102.0	4409.0	1343384	3992	214602	11744	779904
68581.0	63004.0	14025.0	248695	7620	5222	749	7620
30531.0	53532.0	30130.0	75355	28498	437	2849	24064
92874.0	68242.0	10154.0	735980	48876	34538	78154	20667
143973.0	13068.0	10676.0	1339494	32679	46717	1664	16436
9744.0	63520.0	10996.0	1300119	118059	416	982	23558
49862.0	9529.0	21991.0	1010864	12964	110163	54091	78593
83758.0	64154.0	18811.0	83529	84241	5834	99	10936
