267.0	user_000709	The Air Command Band	Elton John
561.0	user_000961	Laura Branigan	Annie Lennox
268.0	user_000709	Elton John	Orleans
282.0	user_000961	Annie Lennox	Elvis Costello With Burt Bacharach
171.0	user_000709	Orleans	Diana Ross & The Supremes
477.0	user_000966	Seelenluft	Snap Ant
223.0	user_000961	Elvis Costello With Burt Bacharach	Chicago
654.0	user_000896	Rilo Kiley	Death Cab For Cutie
201.0	user_000709	Diana Ross & The Supremes	Len
360.0	user_000896	Death Cab For Cutie	Adem
383.0	user_000961	Chicago	Cher
280.0	user_000709	Len	Boz Scaggs
266.0	user_000961	Cher	Tori Amos
318.0	user_000896	Adem	Iron & Wine
223.0	user_000961	Tori Amos	Billy Preston
510.0	user_000709	Boz Scaggs	Marc Cohn
199.0	user_000961	Billy Preston	Bourgeois Tagg
1157.0	user_000966	Snap Ant	Fannypack
220.0	user_000709	Marc Cohn	Rockapella
173.0	user_000709	Rockapella	The Doobie Brothers
267.0	user_000961	Bourgeois Tagg	Aretha Franklin
234.0	user_000709	The Doobie Brothers	Enya
273.0	user_000961	Aretha Franklin	Thomas Dolby
1152.0	user_000896	Iron & Wine	Abigail Grush
229.0	user_000961	Thomas Dolby	Max Chorny
46.0	user_000896	Abigail Grush	A Boy Named Thor
394.0	user_000709	Enya	Cher
198.0	user_000961	Max Chorny	Aretha Franklin
215.0	user_000896	A Boy Named Thor	Abigail Grush
59.0	user_000896	Abigail Grush	A Boy Named Thor
446.0	user_000709	Cher	Eve'S Plum
239.0	user_000896	A Boy Named Thor	Pavement
64.0	user_000896	Pavement	The Pleased
251.0	user_000709	Eve'S Plum	Aaron Neville
240.0	user_000709	Aaron Neville	Olivia Newton-John
876.0	user_000961	Aretha Franklin	Shelby Lynne
1910.0	user_000966	Fannypack	The Futureheads
200.0	user_000709	Olivia Newton-John	Three Dog Night
239.0	user_000961	Shelby Lynne	Brandy
189.0	user_000966	The Futureheads	Michael Jackson
171.0	user_000709	Three Dog Night	The Beatles
237.0	user_000961	Brandy	So
361.0	user_000709	The Beatles	Sarah Mclachlan
223.0	user_000961	So	Barry Manilow
325.0	user_000961	Barry Manilow	Annie Lennox
523.0	user_000709	Sarah Mclachlan	Modest Mouse
340.0	user_000961	Annie Lennox	Toni Childs
341.0	user_000709	Modest Mouse	Vangelis
270.0	user_000961	Toni Childs	David Bowie
256.0	user_000961	David Bowie	Tracy Chapman
380.0	user_000709	Vangelis	Eko
207.0	user_000961	Tracy Chapman	Donna Summer
241.0	user_000709	Eko	Three Dog Night
150.0	user_000709	Three Dog Night	South Park
240.0	user_000961	Donna Summer	Cher
150.0	user_000709	South Park	Neil Diamond
225.0	user_000961	Cher	Diana Ross & The Supremes
250.0	user_000709	Neil Diamond	Lighthouse Family
195.0	user_000961	Diana Ross & The Supremes	Tina Turner
260.0	user_000961	Tina Turner	Corey Hart
460.0	user_000709	Lighthouse Family	Enya
299.0	user_000961	Corey Hart	Donna Summer
211.0	user_000709	Enya	Sister Sledge
332.0	user_000961	Donna Summer	Depeche Mode
270.0	user_000709	Sister Sledge	R.E.M.
290.0	user_000709	R.E.M.	Neil Diamond
318.0	user_000961	Depeche Mode	Coldplay
249.0	user_000961	Coldplay	Oscar Brown Jr.
281.0	user_000709	Neil Diamond	Céline Dion
217.0	user_000961	Oscar Brown Jr.	Tracy Chapman
250.0	user_000709	Céline Dion	Outkast
19192.0	user_000285	The Killers	Guster
19248.0	user_000525	Muse	Taking Back Sunday
231.0	user_000961	Tracy Chapman	A-Ha
260.0	user_000709	Outkast	Amy Grant
271.0	user_000961	A-Ha	Christina Aguilera
210.0	user_000709	Amy Grant	Peter, Paul & Mary
197.0	user_000961	Christina Aguilera	The Beatles
200.0	user_000709	Peter, Paul & Mary	Kool & The Gang
171.0	user_000961	The Beatles	Diane Schuur
221.0	user_000709	Kool & The Gang	Michael Bublé
223.0	user_000961	Diane Schuur	The Beatles
330.0	user_000709	Michael Bublé	Army Of Lovers
261.0	user_000961	The Beatles	Cher
1445.0	user_000285	Guster	Acceptance
263.0	user_000961	Cher	Dan Hill
340.0	user_000709	Army Of Lovers	Jayne Montgomery
225.0	user_000961	Dan Hill	Barry Manilow
250.0	user_000709	Jayne Montgomery	Kenny Loggins
170.0	user_000709	Kenny Loggins	Mary Poppins Soundtrack
205.0	user_000961	Barry Manilow	The Doobie Brothers
170.0	user_000709	Mary Poppins Soundtrack	Gordon Lightfoot
210.0	user_000961	The Doobie Brothers	The Human League
931.0	user_000285	Acceptance	Weezer
220.0	user_000961	The Human League	Crowded House
350.0	user_000709	Gordon Lightfoot	David Bowie
220.0	user_000961	Crowded House	The Pretenders
189.0	user_000961	The Pretenders	David Bowie
380.0	user_000709	David Bowie	The 5Th Dimension
276.0	user_000961	David Bowie	Thomas Dolby
290.0	user_000709	The 5Th Dimension	Kenny Loggins
347.0	user_000961	Thomas Dolby	Device
290.0	user_000709	Kenny Loggins	Lighthouse Family
274.0	user_000235	Adem	Fatlip
17131.0	user_000871	Oasis	Catupecu Machu
22647.0	user_000792	Superpitcher	Junior Boys
271.0	user_000961	Device	Terence Trent D'Arby
260.0	user_000709	Lighthouse Family	Pet Shop Boys
252.0	user_000961	Terence Trent D'Arby	Will Downing
360.0	user_000709	Pet Shop Boys	George Michael
281.0	user_000961	Will Downing	Rod Stewart
881.0	user_000235	Fatlip	The Boy Least Likely To
317.0	user_000961	Rod Stewart	Bonnie Raitt
265.0	user_000235	The Boy Least Likely To	Frou Frou
274.0	user_000961	Bonnie Raitt	The Pretenders
790.0	user_000709	George Michael	Vangelis
194.0	user_000961	The Pretenders	Diana Ross & The Supremes
230.0	user_000709	Vangelis	The Beach Boys
2793.0	user_000285	Weezer	Switchfoot
220.0	user_000709	The Beach Boys	George Michael
318.0	user_000961	Diana Ross & The Supremes	Dionne Farris
200.0	user_000961	Dionne Farris	Tina Turner
280.0	user_000709	George Michael	Abba
236.0	user_000961	Tina Turner	Belinda Carlisle
240.0	user_000709	Abba	Bishop Paul S. Morton, Sr. & T
276.0	user_000961	Belinda Carlisle	Coldplay
481.0	user_000709	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatras
291.0	user_000961	Coldplay	Chicago
270.0	user_000709	Trashcan Sinatras	Pet Shop Boys
210.0	user_000709	Pet Shop Boys	The Pretenders
3155.0	user_000871	Catupecu Machu	Evanescence
200.0	user_000709	The Pretenders	Jewel
2524.0	user_000235	Frou Frou	Himalayans
240.0	user_000709	Jewel	Erasure
896.0	user_000961	Chicago	Gaudi
467.0	user_000871	Evanescence	Ryan Adams
210.0	user_000709	Erasure	Rockapella
280.0	user_000961	Gaudi	Tabula Rasa
474.0	user_000871	Ryan Adams	Lustra
326.0	user_000961	Tabula Rasa	B-Tribe
510.0	user_000709	Rockapella	Bryan Adams
856.0	user_000235	Himalayans	Over The Rhine
7987.0	user_000525	Taking Back Sunday	Alkaline Trio
302.0	user_000961	B-Tribe	David Visan & Carlos Campos
384.0	user_000871	Lustra	Jason Mraz
270.0	user_000709	Bryan Adams	Army Of Lovers
129.0	user_000525	Alkaline Trio	Alkaline Trio/Hot Water Music
251.0	user_000871	Jason Mraz	The Cure
293.0	user_000961	David Visan & Carlos Campos	Ziroq
230.0	user_000709	Army Of Lovers	Peter, Paul & Mary
205.0	user_000871	The Cure	Frank Sinatra
210.0	user_000709	Peter, Paul & Mary	Lionel Richie
247.0	user_000961	Ziroq	Jad Rahbani
493.0	user_000525	Alkaline Trio/Hot Water Music	Taking Back Sunday
21573.0	user_000391	Counting Crows	Neil Young
147.0	user_000525	Taking Back Sunday	Matt Damon
240.0	user_000709	Lionel Richie	The Jackson 5
243.0	user_000961	Jad Rahbani	Gipsyland
136.0	user_000525	Matt Damon	Copeland
241.0	user_000575	Jack'S Mannequin	Brand New
230.0	user_000709	The Jackson 5	Sheryl Crow
348.0	user_000391	Neil Young	Matchbox Twenty
219.0	user_000525	Copeland	Dave Matthews Band
316.0	user_000961	Gipsyland	Humate
262.0	user_000575	Brand New	Jimmy Eat World
280.0	user_000709	Sheryl Crow	Céline Dion
217.0	user_000525	Dave Matthews Band	The Beatles
327.0	user_000961	Humate	Hidden Id
238.0	user_000575	Jimmy Eat World	Rascal Flatts
154.0	user_000525	The Beatles	Dashboard Confessional
200.0	user_000709	Céline Dion	Peter, Paul & Mary
1001.0	user_000871	Frank Sinatra	Beck
213.0	user_000384	Boy Division	Joy Division
210.0	user_000709	Peter, Paul & Mary	Max Raabe & Palast Orchester
242.0	user_000525	Dashboard Confessional	Jason Mraz
227.0	user_000871	Beck	Natasha Thomas
308.0	user_000961	Hidden Id	Horns Of Plenty
353.0	user_000575	Rascal Flatts	Something Corporate
786.0	user_000391	Matchbox Twenty	Tori Amos
200.0	user_000709	Max Raabe & Palast Orchester	Gladys Knight & The Pips
272.0	user_000525	Jason Mraz	Something Corporate
160.0	user_000709	Gladys Knight & The Pips	The Byrds
5016.0	user_000285	Switchfoot	The Shins
270.0	user_000391	Tori Amos	Gary Jules
395.0	user_000961	Horns Of Plenty	Chicane
248.0	user_000525	Something Corporate	Alkaline Trio/Hot Water Music
200.0	user_000709	The Byrds	Gloria Estefan
339.0	user_000961	Chicane	Willie Bobo
270.0	user_000709	Gloria Estefan	Amy Grant
473.0	user_000391	Gary Jules	The Righteous Brothers
950.0	user_000384	Joy Division	Peaches
255.0	user_000961	Willie Bobo	Frédérick Rousseau
1057.0	user_000871	Natasha Thomas	Nancy Sinatra
225.0	user_000391	The Righteous Brothers	The Delfonics
310.0	user_000709	Amy Grant	The Wyrd Sisters
2946.0	user_000235	Over The Rhine	Palace Music
184.0	user_000391	The Delfonics	The Shirellis
231.0	user_000961	Frédérick Rousseau	Nitin Sawhney
211.0	user_000871	Nancy Sinatra	Aerosmith
270.0	user_000709	The Wyrd Sisters	Lou Rawls
198.0	user_000391	The Shirellis	Kim Carnes
235.0	user_000961	Nitin Sawhney	Lamb
342.0	user_000235	Palace Music	Grandaddy
253.0	user_000871	Aerosmith	Limp Bizkit;Mitch Make Tansky;John Harris;Marcus Ulibarri;Tom  Baker;Josh Abrahams;Jeff  Kwatinetz;Brian Virtue
686.0	user_000384	Peaches	Fugazi
210.0	user_000709	Lou Rawls	Burton Cummings
141.0	user_000871	Limp Bizkit;Mitch Make Tansky;John Harris;Marcus Ulibarri;Tom  Baker;Josh Abrahams;Jeff  Kwatinetz;Brian Virtue	Evan Rachel Wood
240.0	user_000961	Lamb	Elie Karam
171.0	user_000871	Evan Rachel Wood	Spice Girls
270.0	user_000709	Burton Cummings	George Michael
232.0	user_000871	Spice Girls	Jet
290.0	user_000709	George Michael	Elton John
863.0	user_000235	Grandaddy	Libera
220.0	user_000709	Elton John	Barbra Streisand
180.0	user_000709	Barbra Streisand	Modest Mouse
200.0	user_000709	Modest Mouse	Gary Numan
251.0	user_000709	Gary Numan	Bauchklang
230.0	user_000709	Bauchklang	Orleans
1178.0	user_000871	Jet	Marilyn Manson
199.0	user_000709	Orleans	Rick Astley
192.0	user_000871	Marilyn Manson	Gene Kelly
199.0	user_000709	Rick Astley	The Doobie Brothers
242.0	user_000871	Gene Kelly	Afroman
242.0	user_000709	The Doobie Brothers	Erasure
292.0	user_000871	Afroman	D12
254.0	user_000709	Erasure	Cordes En Folie
243.0	user_000871	D12	Christina Aguilera
248.0	user_000709	Cordes En Folie	Amy Grant
263.0	user_000871	Christina Aguilera	Ludacris
241.0	user_000709	Amy Grant	Vikki Carr
124.0	user_000659	Laibach	[Musical]
438.0	user_000709	Vikki Carr	Styx
518.0	user_000659	[Musical]	The Residents
252.0	user_000709	Styx	Ace Of Base
482.0	user_000535	Camouflage	Chris Isaak
263.0	user_000659	The Residents	Ella Guru
96.0	user_000659	Ella Guru	[Musical]
224.0	user_000709	Ace Of Base	Amy Winehouse
200.0	user_000535	Chris Isaak	Soundtrack
231.0	user_000709	Amy Winehouse	Pet Shop Boys
303.0	user_000659	[Musical]	Herbie Hancock
201.0	user_000535	Soundtrack	Camouflage
181.0	user_000709	Pet Shop Boys	Alan Menken And Jack Feldman
190.0	user_000659	Herbie Hancock	Public Image Ltd.
548.0	user_000659	Public Image Ltd.	The Specials
614.0	user_000709	Alan Menken And Jack Feldman	The Flying Pickets
253.0	user_000709	The Flying Pickets	Cher
551.0	user_000407	Iron Maiden	The Presidents Of The United States Of America
2796.0	user_000871	Ludacris	Christina Aguilera
802.0	user_000659	The Specials	John Zorn
311.0	user_000942	Duran Duran	Metallica
305.0	user_000871	Christina Aguilera	Chingy
244.0	user_000659	John Zorn	Goldfrapp
800.0	user_000709	Cher	The Moody Blues
158.0	user_000659	Goldfrapp	Violent Femmes
695.0	user_000407	The Presidents Of The United States Of America	Rancid
302.0	user_000942	Metallica	Êàðèçìà
263.0	user_000871	Chingy	The Offspring
365.0	user_000709	The Moody Blues	George Michael
182.0	user_000871	The Offspring	The Clash
238.0	user_000942	Êàðèçìà	Radiohead
324.0	user_000659	Violent Femmes	The Black Crowes
296.0	user_000407	Rancid	Zwan
182.0	user_000871	The Clash	Marvin Gaye
286.0	user_000709	George Michael	Wild Strawberries
308.0	user_000942	Radiohead	Dido
311.0	user_000659	The Black Crowes	Black Cat White Cat
35798.0	user_000174	Saint Etienne	The Concretes
2753.0	user_000535	Camouflage	Recoil
435.0	user_000871	Marvin Gaye	Hoobastank
264.0	user_000942	Dido	Robbie Williams
264.0	user_000659	Black Cat White Cat	Fischerspooner
409.0	user_000709	Wild Strawberries	Sheena Easton
302.0	user_000174	The Concretes	Daedelus
203.0	user_000709	Sheena Easton	Eels
227.0	user_000942	Robbie Williams	Kylie Minogue
233.0	user_000871	Hoobastank	Leann Rimes
141.0	user_000174	Daedelus	Airborn Audio
286.0	user_000659	Fischerspooner	Popol Vuh
914.0	user_000407	Zwan	Sunny Day Real Estate
202.0	user_000709	Eels	Lighthouse Family
243.0	user_000871	Leann Rimes	Stacie Orrico
27408.0	user_000142	Iron Maiden	Anton Maiden
332.0	user_000942	Kylie Minogue	Moloko
213.0	user_000871	Stacie Orrico	Lustra
266.0	user_000709	Lighthouse Family	Eagles
423.0	user_000407	Sunny Day Real Estate	David Bowie
330.0	user_000142	Anton Maiden	Iron Maiden
575.0	user_000659	Popol Vuh	R.E.M.
63.0	user_000659	R.E.M.	The Residents
275.0	user_000709	Eagles	Scissor Sisters
267.0	user_000407	David Bowie	Ozzy Osbourne
184.0	user_000659	The Residents	Wannabe Texans
29.0	user_000659	Wannabe Texans	Muslimgauze
596.0	user_000942	Moloko	Ñëàâè Òðèôîíîâ
105.0	user_000407	Ozzy Osbourne	Green Day
245.0	user_000709	Scissor Sisters	Culture Club
212.0	user_000659	Muslimgauze	Ennio Morricone
191.0	user_000709	Culture Club	Enya
290.0	user_000942	Ñëàâè Òðèôîíîâ	Bonnie Tyler
383.0	user_000407	Green Day	Marcy Playground
229.0	user_000659	Ennio Morricone	Susumu Yokota
232.0	user_000709	Enya	Amy Grant
337.0	user_000942	Bonnie Tyler	Ñëàâè Òðèôîíîâ & Êó-Êó Áåíä
243.0	user_000407	Marcy Playground	Eels
1172.0	user_000871	Lustra	Christina Aguilera
298.0	user_000659	Susumu Yokota	Pere Ubu
267.0	user_000709	Amy Grant	Abba
166.0	user_000407	Eels	Nirvana
276.0	user_000942	Ñëàâè Òðèôîíîâ & Êó-Êó Áåíä	Marilyn Manson
213.0	user_000871	Christina Aguilera	Louis Armstrong
246.0	user_000659	Pere Ubu	Miles Davis
199.0	user_000407	Nirvana	Green Day
1362.0	user_000142	Iron Maiden	Anton Maiden
192.0	user_000871	Louis Armstrong	Evanescence
232.0	user_000942	Marilyn Manson	Sting
254.0	user_000659	Miles Davis	Nick Cave & The Bad Seeds
232.0	user_000871	Evanescence	Everclear
612.0	user_000709	Abba	Cher
400.0	user_000142	Anton Maiden	Iron Maiden
2681.0	user_000535	Recoil	Soundtrack
478.0	user_000407	Green Day	Bad Religion
223.0	user_000871	Everclear	Mandy Moore
250.0	user_000709	Cher	Céline Dion
511.0	user_000942	Sting	Ñëàâè Òðèôîíîâ & Êó-Êó Áåíä
222.0	user_000871	Mandy Moore	Jet
210.0	user_000709	Céline Dion	Herb Alpert & The Tijuana Brass
266.0	user_000942	Ñëàâè Òðèôîíîâ & Êó-Êó Áåíä	Lacuna Coil
428.0	user_000407	Bad Religion	Dread Zeppelin
705.0	user_000659	Nick Cave & The Bad Seeds	David Bowie
492.0	user_000535	Soundtrack	Chris Isaak
161.0	user_000709	Herb Alpert & The Tijuana Brass	Olivia Newton-John
243.0	user_000871	Jet	Black Train Jack
222.0	user_000535	Chris Isaak	Puressence
262.0	user_000659	David Bowie	New Order
220.0	user_000709	Olivia Newton-John	Carpenters
334.0	user_000407	Dread Zeppelin	Lostprophets
52.0	user_000659	New Order	Sonic Youth
242.0	user_000871	Black Train Jack	Dido
240.0	user_000709	Carpenters	Janis Joplin
291.0	user_000535	Puressence	Moby
587.0	user_000054	Forgotten Boys	Sonic Youth
243.0	user_000871	Dido	James S. Taylor
30852.0	user_000298	Creed	Robbie Williams
372.0	user_000659	Sonic Youth	Blue Byte
389.0	user_000407	Lostprophets	Talking Heads
240.0	user_000709	Janis Joplin	Lorraine Bowen
230.0	user_000535	Moby	Chris Isaak
244.0	user_000871	James S. Taylor	Alanis Morissette
212.0	user_000298	Robbie Williams	The Brian Setzer Orchestra
320.0	user_000054	Sonic Youth	The Cult
924.0	user_000942	Lacuna Coil	Republica
180.0	user_000709	Lorraine Bowen	Earth, Wind & Fire
252.0	user_000298	The Brian Setzer Orchestra	Espen Lind
265.0	user_000942	Republica	Lp
363.0	user_000054	The Cult	Echo & The Bunnymen
222.0	user_000298	Espen Lind	Robi Draco Rosa
146.0	user_000942	Lp	Autopilot Off
572.0	user_000535	Chris Isaak	Swayzak
480.0	user_000709	Earth, Wind & Fire	Fred Small
835.0	user_000659	Blue Byte	Dizzy Gillespie
231.0	user_000298	Robi Draco Rosa	Kylie Minogue
239.0	user_000942	Autopilot Off	Massive Attack
261.0	user_000535	Swayzak	Camouflage
252.0	user_000298	Kylie Minogue	Natalie Imbruglia
381.0	user_000709	Fred Small	The Air Command Band
223.0	user_000298	Natalie Imbruglia	Tlc
4828.0	user_000174	Airborn Audio	Break Reform
824.0	user_000054	Echo & The Bunnymen	David Bowie
1419.0	user_000407	Talking Heads	Oasis
170.0	user_000174	Break Reform	Saint Etienne
233.0	user_000298	Tlc	Melanie C
249.0	user_000407	Oasis	Don Mclean
191.0	user_000298	Melanie C	The Cardigans
151.0	user_000298	The Cardigans	Garbage
583.0	user_000174	Saint Etienne	Joe Jackson
202.0	user_000298	Garbage	Texas
1289.0	user_000659	Dizzy Gillespie	Giant Sand
187.0	user_000659	Giant Sand	The Pogues
634.0	user_000407	Don Mclean	Aerosmith
222.0	user_000298	Texas	Missy Elliott
291.0	user_000174	Joe Jackson	Vernon Garrett
3678.0	user_000142	Iron Maiden	Anton Maiden
1663.0	user_000942	Massive Attack	Àêàãà
232.0	user_000298	Missy Elliott	Maroon 5
100.0	user_000298	Maroon 5	Jamelia
347.0	user_000659	The Pogues	Tindersticks
250.0	user_000142	Anton Maiden	Iron Maiden
1638.0	user_000709	The Air Command Band	Eddie Cochran
182.0	user_000298	Jamelia	Ricky Martin
196.0	user_000659	Tindersticks	Talking Heads
160.0	user_000709	Eddie Cochran	Brian Hyland
414.0	user_000942	Àêàãà	Sarah Connor
182.0	user_000298	Ricky Martin	The Offspring
15394.0	user_000575	Something Corporate	Fall Out Boy
227.0	user_000709	Brian Hyland	Vangelis
43.0	user_000709	Vangelis	Monty Python
1820.0	user_000054	David Bowie	Audioslave
211.0	user_000298	The Offspring	Melanie C
328.0	user_000942	Sarah Connor	Anathema
324.0	user_000575	Fall Out Boy	Daphne Loves Derby
193.0	user_000298	Melanie C	Emma Bunton
271.0	user_000709	Monty Python	Ella Fitzgerald
241.0	user_000054	Audioslave	Ramones
1232.0	user_000407	Aerosmith	Fleetwood Mac
298.0	user_000942	Anathema	R.E.M.
149.0	user_000709	Ella Fitzgerald	The Doors
258.0	user_000575	Daphne Loves Derby	Brand New
890.0	user_000659	Talking Heads	Interpol
241.0	user_000942	R.E.M.	Ñèãíàë
223.0	user_000575	Brand New	Head Automatica
291.0	user_000709	The Doors	Enya
641.0	user_000407	Fleetwood Mac	The Rasmus
3298.0	user_000535	Camouflage	Zoot Woman
418.0	user_000709	Enya	Zakir Hussain
475.0	user_000575	Head Automatica	Brand New
324.0	user_000709	Zakir Hussain	Anathema
339.0	user_000575	Brand New	Fall Out Boy
1112.0	user_000659	Interpol	Bergheim 34
717.0	user_000407	The Rasmus	Jane'S Addiction
386.0	user_000575	Fall Out Boy	The Matches
239.0	user_000659	Bergheim 34	Stereolab
258.0	user_000659	Stereolab	Faust
526.0	user_000407	Jane'S Addiction	Love Sculpture
858.0	user_000709	Anathema	The Pretenders
227.0	user_000407	Love Sculpture	The Rolling Stones
224.0	user_000709	The Pretenders	Delta Goodrem
444.0	user_000659	Faust	Boards Of Canada
942.0	user_000575	The Matches	Senses Fail
554.0	user_000709	Delta Goodrem	Tracy Chapman
462.0	user_000659	Boards Of Canada	Black Grape
3563.0	user_000142	Iron Maiden	Anton Maiden
120.0	user_000659	Black Grape	Arrested Development
229.0	user_000709	Tracy Chapman	The American Analog Set
327.0	user_000709	The American Analog Set	Enigma
235.0	user_000709	Enigma	Marvin Gaye
729.0	user_000659	Arrested Development	Chet Baker
67.0	user_000659	Chet Baker	The Residents
250.0	user_000709	Marvin Gaye	Ladysmith Black Mambazo
319.0	user_000659	The Residents	The System
328.0	user_000709	Ladysmith Black Mambazo	Linda Ronstadt & Emmylou Harris
4370.0	user_000942	Ñèãíàë	Crematory
563.0	user_000709	Linda Ronstadt & Emmylou Harris	2 Unlimited
