211.0	1931.0	user_000709	Simon & Garfunkel	The Air Command Ban	George Michael
384.0	274.0	user_000391	John Frusciante	Dinosaur Jr	Counting Crows
240.0	251.0	user_000142	Children Of Bodom	Satyrico	Butthole Surfers
247.0	302.0	user_000961	Tracy Chapman	Citizen Cop	Elvis Costello With Burt Bacharach
252.0	222.0	user_000298	Darren Hayes	Juane	Dido
1931.0	300.0	user_000709	The Air Command Band	George Michae	Eurythmics
251.0	260.0	user_000142	Satyricon	Butthole Surfer	Bloodhound Gang
222.0	242.0	user_000298	Juanes	Did	Inxs
300.0	270.0	user_000709	George Michael	Eurythmic	Céline Dion
242.0	223.0	user_000298	Dido	Inx	B2K
302.0	539.0	user_000961	Citizen Cope	Elvis Costello With Burt Bacharac	Anita Baker
270.0	270.0	user_000709	Eurythmics	Céline Dio	Eurythmics
223.0	243.0	user_000298	Inxs	B2	Robbie Williams
539.0	253.0	user_000961	Elvis Costello With Burt Bacharach	Anita Bake	Tina Turner
270.0	231.0	user_000709	Céline Dion	Eurythmic	Modest Mouse
243.0	253.0	user_000298	B2K	Robbie William	Ismael Serrano
253.0	288.0	user_000961	Anita Baker	Tina Turne	Duran Duran
231.0	211.0	user_000709	Eurythmics	Modest Mous	Enya
253.0	213.0	user_000298	Robbie Williams	Ismael Serran	Tlc
288.0	263.0	user_000961	Tina Turner	Duran Dura	Diana Ross & The Supremes
211.0	241.0	user_000709	Modest Mouse	Eny	Christina Aguilera
213.0	212.0	user_000298	Ismael Serrano	Tl	No Doubt
263.0	244.0	user_000961	Duran Duran	Diana Ross & The Supreme	Donna Summer
241.0	241.0	user_000709	Enya	Christina Aguiler	Insideout
212.0	242.0	user_000298	Tlc	No Doub	Robbie Williams
241.0	241.0	user_000709	Christina Aguilera	Insideou	Gary'S Gang
242.0	191.0	user_000298	No Doubt	Robbie William	La Todo Mal Orquesta
244.0	355.0	user_000961	Diana Ross & The Supremes	Donna Summe	The Beatles
214.0	262.0	user_000896	The Concretes	Mira	Blessed Light
191.0	244.0	user_000298	Robbie Williams	La Todo Mal Orquest	Ismael Serrano
241.0	301.0	user_000709	Insideout	Gary'S Gan	The Rankin Family
262.0	218.0	user_000896	Mirah	Blessed Ligh	Camera Obscura
355.0	331.0	user_000961	Donna Summer	The Beatle	Cyndi Lauper
301.0	210.0	user_000709	Gary'S Gang	The Rankin Famil	Rockapella
244.0	304.0	user_000298	La Todo Mal Orquesta	Ismael Serran	Bon Jovi
331.0	205.0	user_000961	The Beatles	Cyndi Laupe	Crowded House
218.0	220.0	user_000896	Blessed Light	Camera Obscur	David Mead
210.0	180.0	user_000709	The Rankin Family	Rockapell	Olivia Newton-John
304.0	212.0	user_000298	Ismael Serrano	Bon Jov	Natalie Imbruglia
205.0	181.0	user_000961	Cyndi Lauper	Crowded Hous	Daniel Bedingfield
220.0	254.0	user_000896	Camera Obscura	David Mea	The Dears
212.0	233.0	user_000298	Bon Jovi	Natalie Imbrugli	Melanie C
181.0	231.0	user_000961	Crowded House	Daniel Bedingfiel	Wendy & Lisa
180.0	340.0	user_000709	Rockapella	Olivia Newton-Joh	Jimmy Somerville
233.0	212.0	user_000298	Natalie Imbruglia	Melanie 	Maroon 5
231.0	275.0	user_000961	Daniel Bedingfield	Wendy & Lis	The Brand New Heavies
254.0	472.0	user_000896	David Mead	The Dear	The Owls
340.0	360.0	user_000709	Olivia Newton-John	Jimmy Somervill	Iron & Wine
212.0	192.0	user_000298	Melanie C	Maroon 	Kelis
260.0	3114.0	user_000142	Butthole Surfers	Bloodhound Gan	Dimmu Borgir
275.0	258.0	user_000961	Wendy & Lisa	The Brand New Heavie	Diana Ross
360.0	231.0	user_000709	Jimmy Somerville	Iron & Win	Michael Zager Band
3114.0	210.0	user_000142	Bloodhound Gang	Dimmu Borgi	Satyricon
192.0	274.0	user_000298	Maroon 5	Keli	Db Boulebard
472.0	387.0	user_000896	The Dears	The Owl	Rogue Wave
258.0	248.0	user_000961	The Brand New Heavies	Diana Ros	The Pretenders
231.0	230.0	user_000709	Iron & Wine	Michael Zager Ban	Pet Shop Boys
210.0	230.0	user_000142	Dimmu Borgir	Satyrico	Butthole Surfers
387.0	186.0	user_000896	The Owls	Rogue Wav	A.C. Newman
274.0	263.0	user_000298	Kelis	Db Boulebar	Ace Of Base
248.0	276.0	user_000961	Diana Ross	The Pretender	Anita Baker
230.0	230.0	user_000142	Satyricon	Butthole Surfer	Bloodhound Gang
230.0	306.0	user_000709	Michael Zager Band	Pet Shop Boy	Amy Winehouse
263.0	232.0	user_000298	Db Boulebard	Ace Of Bas	Creed
276.0	266.0	user_000961	The Pretenders	Anita Bake	Laura Branigan
230.0	280.0	user_000142	Butthole Surfers	Bloodhound Gan	Iron Maiden
306.0	257.0	user_000709	Pet Shop Boys	Amy Winehous	Meco
186.0	561.0	user_000896	Rogue Wave	A.C. Newma	Stars
257.0	215.0	user_000709	Amy Winehouse	Mec	The Air Command Band
10264.0	254.0	user_000966	Michael Jackson	!!	Fannypack
561.0	287.0	user_000896	A.C. Newman	Star	Rilo Kiley
254.0	229.0	user_000966	!!!	Fannypac	Seelenluft
215.0	267.0	user_000709	Meco	The Air Command Ban	Elton John
266.0	561.0	user_000961	Anita Baker	Laura Braniga	Annie Lennox
267.0	268.0	user_000709	The Air Command Band	Elton Joh	Orleans
561.0	282.0	user_000961	Laura Branigan	Annie Lenno	Elvis Costello With Burt Bacharach
268.0	171.0	user_000709	Elton John	Orlean	Diana Ross & The Supremes
229.0	477.0	user_000966	Fannypack	Seelenluf	Snap Ant
282.0	223.0	user_000961	Annie Lennox	Elvis Costello With Burt Bacharac	Chicago
287.0	654.0	user_000896	Stars	Rilo Kile	Death Cab For Cutie
171.0	201.0	user_000709	Orleans	Diana Ross & The Supreme	Len
654.0	360.0	user_000896	Rilo Kiley	Death Cab For Cuti	Adem
223.0	383.0	user_000961	Elvis Costello With Burt Bacharach	Chicag	Cher
201.0	280.0	user_000709	Diana Ross & The Supremes	Le	Boz Scaggs
383.0	266.0	user_000961	Chicago	Che	Tori Amos
360.0	318.0	user_000896	Death Cab For Cutie	Ade	Iron & Wine
266.0	223.0	user_000961	Cher	Tori Amo	Billy Preston
280.0	510.0	user_000709	Len	Boz Scagg	Marc Cohn
223.0	199.0	user_000961	Tori Amos	Billy Presto	Bourgeois Tagg
477.0	1157.0	user_000966	Seelenluft	Snap An	Fannypack
510.0	220.0	user_000709	Boz Scaggs	Marc Coh	Rockapella
220.0	173.0	user_000709	Marc Cohn	Rockapell	The Doobie Brothers
199.0	267.0	user_000961	Billy Preston	Bourgeois Tag	Aretha Franklin
173.0	234.0	user_000709	Rockapella	The Doobie Brother	Enya
267.0	273.0	user_000961	Bourgeois Tagg	Aretha Frankli	Thomas Dolby
318.0	1152.0	user_000896	Adem	Iron & Win	Abigail Grush
273.0	229.0	user_000961	Aretha Franklin	Thomas Dolb	Max Chorny
1152.0	46.0	user_000896	Iron & Wine	Abigail Grus	A Boy Named Thor
234.0	394.0	user_000709	The Doobie Brothers	Eny	Cher
229.0	198.0	user_000961	Thomas Dolby	Max Chorn	Aretha Franklin
46.0	215.0	user_000896	Abigail Grush	A Boy Named Tho	Abigail Grush
215.0	59.0	user_000896	A Boy Named Thor	Abigail Grus	A Boy Named Thor
394.0	446.0	user_000709	Enya	Che	Eve'S Plum
59.0	239.0	user_000896	Abigail Grush	A Boy Named Tho	Pavement
239.0	64.0	user_000896	A Boy Named Thor	Pavemen	The Pleased
446.0	251.0	user_000709	Cher	Eve'S Plu	Aaron Neville
251.0	240.0	user_000709	Eve'S Plum	Aaron Nevill	Olivia Newton-John
198.0	876.0	user_000961	Max Chorny	Aretha Frankli	Shelby Lynne
1157.0	1910.0	user_000966	Snap Ant	Fannypac	The Futureheads
240.0	200.0	user_000709	Aaron Neville	Olivia Newton-Joh	Three Dog Night
876.0	239.0	user_000961	Aretha Franklin	Shelby Lynn	Brandy
1910.0	189.0	user_000966	Fannypack	The Futurehead	Michael Jackson
200.0	171.0	user_000709	Olivia Newton-John	Three Dog Nigh	The Beatles
239.0	237.0	user_000961	Shelby Lynne	Brand	So
171.0	361.0	user_000709	Three Dog Night	The Beatle	Sarah Mclachlan
237.0	223.0	user_000961	Brandy	S	Barry Manilow
223.0	325.0	user_000961	So	Barry Manilo	Annie Lennox
361.0	523.0	user_000709	The Beatles	Sarah Mclachla	Modest Mouse
325.0	340.0	user_000961	Barry Manilow	Annie Lenno	Toni Childs
523.0	341.0	user_000709	Sarah Mclachlan	Modest Mous	Vangelis
340.0	270.0	user_000961	Annie Lennox	Toni Child	David Bowie
270.0	256.0	user_000961	Toni Childs	David Bowi	Tracy Chapman
341.0	380.0	user_000709	Modest Mouse	Vangeli	Eko
256.0	207.0	user_000961	David Bowie	Tracy Chapma	Donna Summer
380.0	241.0	user_000709	Vangelis	Ek	Three Dog Night
241.0	150.0	user_000709	Eko	Three Dog Nigh	South Park
207.0	240.0	user_000961	Tracy Chapman	Donna Summe	Cher
150.0	150.0	user_000709	Three Dog Night	South Par	Neil Diamond
240.0	225.0	user_000961	Donna Summer	Che	Diana Ross & The Supremes
150.0	250.0	user_000709	South Park	Neil Diamon	Lighthouse Family
225.0	195.0	user_000961	Cher	Diana Ross & The Supreme	Tina Turner
195.0	260.0	user_000961	Diana Ross & The Supremes	Tina Turne	Corey Hart
250.0	460.0	user_000709	Neil Diamond	Lighthouse Famil	Enya
260.0	299.0	user_000961	Tina Turner	Corey Har	Donna Summer
460.0	211.0	user_000709	Lighthouse Family	Eny	Sister Sledge
299.0	332.0	user_000961	Corey Hart	Donna Summe	Depeche Mode
211.0	270.0	user_000709	Enya	Sister Sledg	R.E.M.
270.0	290.0	user_000709	Sister Sledge	R.E.M	Neil Diamond
332.0	318.0	user_000961	Donna Summer	Depeche Mod	Coldplay
318.0	249.0	user_000961	Depeche Mode	Coldpla	Oscar Brown Jr.
290.0	281.0	user_000709	R.E.M.	Neil Diamon	Céline Dion
249.0	217.0	user_000961	Coldplay	Oscar Brown Jr	Tracy Chapman
281.0	250.0	user_000709	Neil Diamond	Céline Dio	Outkast
217.0	231.0	user_000961	Oscar Brown Jr.	Tracy Chapma	A-Ha
250.0	260.0	user_000709	Céline Dion	Outkas	Amy Grant
231.0	271.0	user_000961	Tracy Chapman	A-H	Christina Aguilera
260.0	210.0	user_000709	Outkast	Amy Gran	Peter, Paul & Mary
271.0	197.0	user_000961	A-Ha	Christina Aguiler	The Beatles
210.0	200.0	user_000709	Amy Grant	Peter, Paul & Mar	Kool & The Gang
197.0	171.0	user_000961	Christina Aguilera	The Beatle	Diane Schuur
200.0	221.0	user_000709	Peter, Paul & Mary	Kool & The Gan	Michael Bublé
171.0	223.0	user_000961	The Beatles	Diane Schuu	The Beatles
221.0	330.0	user_000709	Kool & The Gang	Michael Bubl�	Army Of Lovers
223.0	261.0	user_000961	Diane Schuur	The Beatle	Cher
19192.0	1445.0	user_000285	The Killers	Guste	Acceptance
261.0	263.0	user_000961	The Beatles	Che	Dan Hill
330.0	340.0	user_000709	Michael Bublé	Army Of Lover	Jayne Montgomery
263.0	225.0	user_000961	Cher	Dan Hil	Barry Manilow
340.0	250.0	user_000709	Army Of Lovers	Jayne Montgomer	Kenny Loggins
250.0	170.0	user_000709	Jayne Montgomery	Kenny Loggin	Mary Poppins Soundtrack
225.0	205.0	user_000961	Dan Hill	Barry Manilo	The Doobie Brothers
170.0	170.0	user_000709	Kenny Loggins	Mary Poppins Soundtrac	Gordon Lightfoot
205.0	210.0	user_000961	Barry Manilow	The Doobie Brother	The Human League
1445.0	931.0	user_000285	Guster	Acceptanc	Weezer
210.0	220.0	user_000961	The Doobie Brothers	The Human Leagu	Crowded House
170.0	350.0	user_000709	Mary Poppins Soundtrack	Gordon Lightfoo	David Bowie
220.0	220.0	user_000961	The Human League	Crowded Hous	The Pretenders
220.0	189.0	user_000961	Crowded House	The Pretender	David Bowie
350.0	380.0	user_000709	Gordon Lightfoot	David Bowi	The 5Th Dimension
189.0	276.0	user_000961	The Pretenders	David Bowi	Thomas Dolby
380.0	290.0	user_000709	David Bowie	The 5Th Dimensio	Kenny Loggins
276.0	347.0	user_000961	David Bowie	Thomas Dolb	Device
290.0	290.0	user_000709	The 5Th Dimension	Kenny Loggin	Lighthouse Family
5827.0	17131.0	user_000871	Sui Generis	Oasi	Catupecu Machu
347.0	271.0	user_000961	Thomas Dolby	Devic	Terence Trent D'Arby
290.0	260.0	user_000709	Kenny Loggins	Lighthouse Famil	Pet Shop Boys
271.0	252.0	user_000961	Device	Terence Trent D'Arb	Will Downing
260.0	360.0	user_000709	Lighthouse Family	Pet Shop Boy	George Michael
252.0	281.0	user_000961	Terence Trent D'Arby	Will Downin	Rod Stewart
274.0	881.0	user_000235	Adem	Fatli	The Boy Least Likely To
281.0	317.0	user_000961	Will Downing	Rod Stewar	Bonnie Raitt
881.0	265.0	user_000235	Fatlip	The Boy Least Likely T	Frou Frou
317.0	274.0	user_000961	Rod Stewart	Bonnie Rait	The Pretenders
360.0	790.0	user_000709	Pet Shop Boys	George Michae	Vangelis
274.0	194.0	user_000961	Bonnie Raitt	The Pretender	Diana Ross & The Supremes
790.0	230.0	user_000709	George Michael	Vangeli	The Beach Boys
931.0	2793.0	user_000285	Acceptance	Weeze	Switchfoot
230.0	220.0	user_000709	Vangelis	The Beach Boy	George Michael
194.0	318.0	user_000961	The Pretenders	Diana Ross & The Supreme	Dionne Farris
318.0	200.0	user_000961	Diana Ross & The Supremes	Dionne Farri	Tina Turner
220.0	280.0	user_000709	The Beach Boys	George Michae	Abba
200.0	236.0	user_000961	Dionne Farris	Tina Turne	Belinda Carlisle
280.0	240.0	user_000709	George Michael	Abb	Bishop Paul S. Morton, Sr. & T
236.0	276.0	user_000961	Tina Turner	Belinda Carlisl	Coldplay
240.0	481.0	user_000709	Abba	Bishop Paul S. Morton, Sr. & 	Trashcan Sinatras
276.0	291.0	user_000961	Belinda Carlisle	Coldpla	Chicago
481.0	270.0	user_000709	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatra	Pet Shop Boys
270.0	210.0	user_000709	Trashcan Sinatras	Pet Shop Boy	The Pretenders
17131.0	3155.0	user_000871	Oasis	Catupecu Mach	Evanescence
210.0	200.0	user_000709	Pet Shop Boys	The Pretender	Jewel
265.0	2524.0	user_000235	The Boy Least Likely To	Frou Fro	Himalayans
200.0	240.0	user_000709	The Pretenders	Jewe	Erasure
291.0	896.0	user_000961	Coldplay	Chicag	Gaudi
3155.0	467.0	user_000871	Catupecu Machu	Evanescenc	Ryan Adams
240.0	210.0	user_000709	Jewel	Erasur	Rockapella
896.0	280.0	user_000961	Chicago	Gaud	Tabula Rasa
467.0	474.0	user_000871	Evanescence	Ryan Adam	Lustra
280.0	326.0	user_000961	Gaudi	Tabula Ras	B-Tribe
210.0	510.0	user_000709	Erasure	Rockapell	Bryan Adams
2524.0	856.0	user_000235	Frou Frou	Himalayan	Over The Rhine
19248.0	7987.0	user_000525	Muse	Taking Back Sunda	Alkaline Trio
326.0	302.0	user_000961	Tabula Rasa	B-Trib	David Visan & Carlos Campos
474.0	384.0	user_000871	Ryan Adams	Lustr	Jason Mraz
510.0	270.0	user_000709	Rockapella	Bryan Adam	Army Of Lovers
7987.0	129.0	user_000525	Taking Back Sunday	Alkaline Tri	Alkaline Trio/Hot Water Music
384.0	251.0	user_000871	Lustra	Jason Mra	The Cure
302.0	293.0	user_000961	B-Tribe	David Visan & Carlos Campo	Ziroq
270.0	230.0	user_000709	Bryan Adams	Army Of Lover	Peter, Paul & Mary
251.0	205.0	user_000871	Jason Mraz	The Cur	Frank Sinatra
230.0	210.0	user_000709	Army Of Lovers	Peter, Paul & Mar	Lionel Richie
293.0	247.0	user_000961	David Visan & Carlos Campos	Ziro	Jad Rahbani
129.0	493.0	user_000525	Alkaline Trio	Alkaline Trio/Hot Water Musi	Taking Back Sunday
274.0	21573.0	user_000391	Dinosaur Jr.	Counting Crow	Neil Young
493.0	147.0	user_000525	Alkaline Trio/Hot Water Music	Taking Back Sunda	Matt Damon
210.0	240.0	user_000709	Peter, Paul & Mary	Lionel Richi	The Jackson 5
247.0	243.0	user_000961	Ziroq	Jad Rahban	Gipsyland
147.0	136.0	user_000525	Taking Back Sunday	Matt Damo	Copeland
240.0	230.0	user_000709	Lionel Richie	The Jackson 	Sheryl Crow
21573.0	348.0	user_000391	Counting Crows	Neil Youn	Matchbox Twenty
136.0	219.0	user_000525	Matt Damon	Copelan	Dave Matthews Band
243.0	316.0	user_000961	Jad Rahbani	Gipsylan	Humate
241.0	262.0	user_000575	Jack'S Mannequin	Brand Ne	Jimmy Eat World
230.0	280.0	user_000709	The Jackson 5	Sheryl Cro	Céline Dion
219.0	217.0	user_000525	Copeland	Dave Matthews Ban	The Beatles
316.0	327.0	user_000961	Gipsyland	Humat	Hidden Id
262.0	238.0	user_000575	Brand New	Jimmy Eat Worl	Rascal Flatts
217.0	154.0	user_000525	Dave Matthews Band	The Beatle	Dashboard Confessional
280.0	200.0	user_000709	Sheryl Crow	Céline Dio	Peter, Paul & Mary
205.0	1001.0	user_000871	The Cure	Frank Sinatr	Beck
200.0	210.0	user_000709	Céline Dion	Peter, Paul & Mar	Max Raabe & Palast Orchester
154.0	242.0	user_000525	The Beatles	Dashboard Confessiona	Jason Mraz
1001.0	227.0	user_000871	Frank Sinatra	Bec	Natasha Thomas
327.0	308.0	user_000961	Humate	Hidden I	Horns Of Plenty
238.0	353.0	user_000575	Jimmy Eat World	Rascal Flatt	Something Corporate
348.0	786.0	user_000391	Neil Young	Matchbox Twent	Tori Amos
210.0	200.0	user_000709	Peter, Paul & Mary	Max Raabe & Palast Orcheste	Gladys Knight & The Pips
242.0	272.0	user_000525	Dashboard Confessional	Jason Mra	Something Corporate
200.0	160.0	user_000709	Max Raabe & Palast Orchester	Gladys Knight & The Pip	The Byrds
2793.0	5016.0	user_000285	Weezer	Switchfoo	The Shins
786.0	270.0	user_000391	Matchbox Twenty	Tori Amo	Gary Jules
308.0	395.0	user_000961	Hidden Id	Horns Of Plent	Chicane
272.0	248.0	user_000525	Jason Mraz	Something Corporat	Alkaline Trio/Hot Water Music
160.0	200.0	user_000709	Gladys Knight & The Pips	The Byrd	Gloria Estefan
395.0	339.0	user_000961	Horns Of Plenty	Chican	Willie Bobo
200.0	270.0	user_000709	The Byrds	Gloria Estefa	Amy Grant
270.0	473.0	user_000391	Tori Amos	Gary Jule	The Righteous Brothers
213.0	950.0	user_000384	Boy Division	Joy Divisio	Peaches
339.0	255.0	user_000961	Chicane	Willie Bob	Frédérick Rousseau
227.0	1057.0	user_000871	Beck	Natasha Thoma	Nancy Sinatra
473.0	225.0	user_000391	Gary Jules	The Righteous Brother	The Delfonics
270.0	310.0	user_000709	Gloria Estefan	Amy Gran	The Wyrd Sisters
856.0	2946.0	user_000235	Himalayans	Over The Rhin	Palace Music
225.0	184.0	user_000391	The Righteous Brothers	The Delfonic	The Shirellis
255.0	231.0	user_000961	Willie Bobo	Frédérick Roussea	Nitin Sawhney
1057.0	211.0	user_000871	Natasha Thomas	Nancy Sinatr	Aerosmith
310.0	270.0	user_000709	Amy Grant	The Wyrd Sister	Lou Rawls
184.0	198.0	user_000391	The Delfonics	The Shirelli	Kim Carnes
231.0	235.0	user_000961	Frédérick Rousseau	Nitin Sawhne	Lamb
2946.0	342.0	user_000235	Over The Rhine	Palace Musi	Grandaddy
211.0	253.0	user_000871	Nancy Sinatra	Aerosmit	Limp Bizkit;Mitch Make Tansky;John Harris;Marcus Ulibarri;Tom  Baker;Josh Abrahams;Jeff  Kwatinetz;Brian Virtue
950.0	686.0	user_000384	Joy Division	Peache	Fugazi
270.0	210.0	user_000709	The Wyrd Sisters	Lou Rawl	Burton Cummings
253.0	141.0	user_000871	Aerosmith	Limp Bizkit;Mitch Make Tansky;John Harris;Marcus Ulibarri;Tom  Baker;Josh Abrahams;Jeff  Kwatinetz;Brian Virtu	Evan Rachel Wood
235.0	240.0	user_000961	Nitin Sawhney	Lam	Elie Karam
141.0	171.0	user_000871	Limp Bizkit;Mitch Make Tansky;John Harris;Marcus Ulibarri;Tom  Baker;Josh Abrahams;Jeff  Kwatinetz;Brian Virtue	Evan Rachel Woo	Spice Girls
210.0	270.0	user_000709	Lou Rawls	Burton Cumming	George Michael
171.0	232.0	user_000871	Evan Rachel Wood	Spice Girl	Jet
270.0	290.0	user_000709	Burton Cummings	George Michae	Elton John
342.0	863.0	user_000235	Palace Music	Grandadd	Libera
290.0	220.0	user_000709	George Michael	Elton Joh	Barbra Streisand
220.0	180.0	user_000709	Elton John	Barbra Streisan	Modest Mouse
180.0	200.0	user_000709	Barbra Streisand	Modest Mous	Gary Numan
200.0	251.0	user_000709	Modest Mouse	Gary Numa	Bauchklang
251.0	230.0	user_000709	Gary Numan	Bauchklan	Orleans
232.0	1178.0	user_000871	Spice Girls	Je	Marilyn Manson
230.0	199.0	user_000709	Bauchklang	Orlean	Rick Astley
1178.0	192.0	user_000871	Jet	Marilyn Manso	Gene Kelly
199.0	199.0	user_000709	Orleans	Rick Astle	The Doobie Brothers
192.0	242.0	user_000871	Marilyn Manson	Gene Kell	Afroman
199.0	242.0	user_000709	Rick Astley	The Doobie Brother	Erasure
242.0	292.0	user_000871	Gene Kelly	Afroma	D12
242.0	254.0	user_000709	The Doobie Brothers	Erasur	Cordes En Folie
292.0	243.0	user_000871	Afroman	D1	Christina Aguilera
254.0	248.0	user_000709	Erasure	Cordes En Foli	Amy Grant
243.0	263.0	user_000871	D12	Christina Aguiler	Ludacris
248.0	241.0	user_000709	Cordes En Folie	Amy Gran	Vikki Carr
241.0	438.0	user_000709	Amy Grant	Vikki Car	Styx
124.0	518.0	user_000659	Laibach	[Musical	The Residents
438.0	252.0	user_000709	Vikki Carr	Sty	Ace Of Base
518.0	263.0	user_000659	[Musical]	The Resident	Ella Guru
263.0	96.0	user_000659	The Residents	Ella Gur	[Musical]
252.0	224.0	user_000709	Styx	Ace Of Bas	Amy Winehouse
482.0	200.0	user_000535	Camouflage	Chris Isaa	Soundtrack
224.0	231.0	user_000709	Ace Of Base	Amy Winehous	Pet Shop Boys
96.0	303.0	user_000659	Ella Guru	[Musical	Herbie Hancock
200.0	201.0	user_000535	Chris Isaak	Soundtrac	Camouflage
231.0	181.0	user_000709	Amy Winehouse	Pet Shop Boy	Alan Menken And Jack Feldman
303.0	190.0	user_000659	[Musical]	Herbie Hancoc	Public Image Ltd.
190.0	548.0	user_000659	Herbie Hancock	Public Image Ltd	The Specials
181.0	614.0	user_000709	Pet Shop Boys	Alan Menken And Jack Feldma	The Flying Pickets
614.0	253.0	user_000709	Alan Menken And Jack Feldman	The Flying Picket	Cher
263.0	2796.0	user_000871	Christina Aguilera	Ludacri	Christina Aguilera
548.0	802.0	user_000659	Public Image Ltd.	The Special	John Zorn
2796.0	305.0	user_000871	Ludacris	Christina Aguiler	Chingy
802.0	244.0	user_000659	The Specials	John Zor	Goldfrapp
253.0	800.0	user_000709	The Flying Pickets	Che	The Moody Blues
244.0	158.0	user_000659	John Zorn	Goldfrap	Violent Femmes
551.0	695.0	user_000407	Iron Maiden	The Presidents Of The United States Of Americ	Rancid
311.0	302.0	user_000942	Duran Duran	Metallic	Êàðèçìà
305.0	263.0	user_000871	Christina Aguilera	Ching	The Offspring
800.0	365.0	user_000709	Cher	The Moody Blue	George Michael
263.0	182.0	user_000871	Chingy	The Offsprin	The Clash
302.0	238.0	user_000942	Metallica	Êàðèçì�	Radiohead
158.0	324.0	user_000659	Goldfrapp	Violent Femme	The Black Crowes
695.0	296.0	user_000407	The Presidents Of The United States Of America	Ranci	Zwan
182.0	182.0	user_000871	The Offspring	The Clas	Marvin Gaye
365.0	286.0	user_000709	The Moody Blues	George Michae	Wild Strawberries
238.0	308.0	user_000942	Êàðèçìà	Radiohea	Dido
324.0	311.0	user_000659	Violent Femmes	The Black Crowe	Black Cat White Cat
277.0	35798.0	user_000174	Tm Juke	Saint Etienn	The Concretes
201.0	2753.0	user_000535	Soundtrack	Camouflag	Recoil
182.0	435.0	user_000871	The Clash	Marvin Gay	Hoobastank
308.0	264.0	user_000942	Radiohead	Did	Robbie Williams
311.0	264.0	user_000659	The Black Crowes	Black Cat White Ca	Fischerspooner
286.0	409.0	user_000709	George Michael	Wild Strawberrie	Sheena Easton
35798.0	302.0	user_000174	Saint Etienne	The Concrete	Daedelus
409.0	203.0	user_000709	Wild Strawberries	Sheena Easto	Eels
264.0	227.0	user_000942	Dido	Robbie William	Kylie Minogue
435.0	233.0	user_000871	Marvin Gaye	Hoobastan	Leann Rimes
302.0	141.0	user_000174	The Concretes	Daedelu	Airborn Audio
264.0	286.0	user_000659	Black Cat White Cat	Fischerspoone	Popol Vuh
