45.0	375257	214652882	214657595
38.0	308039	214836202	214836232
62.0	23422	214839909	214530572
351.0	389654	214826705	214826803
58.0	84519	214644617	214714678
26.0	375257	214657595	214652882
195.0	185089	214716667	214819430
166.0	270491	214677553	214601812
160.0	109356	214705747	214601049
13.0	375257	214652882	214582935
18.0	84519	214714678	214716740
102.0	44399	214601233	214561502
134.0	17111	214561500	214691683
47.0	308039	214836232	214836204
198.0	164903	214838366	214820942
95.0	301049	214706432	214717888
18.0	375257	214582935	214652882
162.0	44808	214821028	214821030
47.0	215357	214820385	214826953
236.0	159229	214717007	214826810
35.0	236158	214819552	214587384
41.0	109356	214601049	214591374
66.0	309687	214716658	214829405
140.0	210798	214581821	214515825
94.0	79777	214544327	214544325
36.0	308039	214836204	214836219
49.0	84519	214716740	214714678
25.0	159229	214826810	214826705
42.0	375257	214652882	214652885
148.0	81862	214508497	214586983
24.0	109356	214591374	214591205
224.0	33388	214697741	214575103
275.0	468598	214586983	214591470
30.0	309687	214829405	214829398
27.0	210798	214515825	214581821
92.0	389654	214826803	214826705
29.0	396124	214717839	214644731
69.0	44808	214821030	214821028
199.0	240599	214539039	214557755
7.0	396124	214644731	214644729
34.0	109356	214591205	214509000
83.0	330752	214532072	214826816
6.0	396124	214644729	214644731
38.0	309687	214829398	214829400
32.0	123756	214819378	214819719
18.0	396124	214644731	214838520
87.0	121846	214826955	214716924
32.0	48437	214717007	214716928
92.0	26577	214587384	214821377
55.0	210798	214581821	214686932
64.0	468598	214591470	214716935
195.0	448834	214555873	214537867
25.0	48437	214716928	214554358
206.0	466654	214584907	214820345
27.0	448834	214537867	214738449
129.0	79777	214544325	214544327
190.0	185089	214819430	214819762
64.0	396124	214838520	214687899
63.0	26577	214821377	214821373
64.0	338974	214702749	214826810
92.0	309687	214829400	214829405
107.0	109356	214509000	214543700
32.0	79777	214544327	214544325
78.0	9557	214701307	214558331
42.0	396124	214687899	214829735
40.0	309687	214829405	214838263
114.0	210798	214686932	214581821
98.0	274958	214541355	214641131
207.0	159602	214826968	214548885
159.0	240599	214557755	214601452
75.0	26577	214821373	214821377
23.0	210798	214581821	214581838
144.0	121846	214716924	214706441
257.0	164903	214820942	214704180
53.0	182841	214820218	214547600
20.0	210798	214581838	214581890
52.0	274958	214641131	214587399
53.0	159602	214548885	214542452
35.0	121846	214706441	214706171
27.0	34109	214819547	214832557
33.0	182841	214547600	214820218
319.0	270491	214601812	214531612
163.0	466654	214820345	214820812
15.0	121846	214706171	214706441
33.0	210798	214581890	214574137
67.0	240599	214601452	214712323
85.0	434503	214746339	214826897
21.0	270491	214531612	214602386
27.0	182841	214820218	214531961
36.0	316813	214559004	214820218
92.0	100437	214821367	214668596
54.0	159602	214542452	214602386
22.0	270491	214602386	214601186
133.0	396124	214829735	214531517
25.0	182841	214531961	214820218
9.0	182841	214820218	214674577
63.0	240599	214712323	214555237
254.0	445146	214709728	214696980
96.0	208798	214716973	214717007
55.0	159602	214602386	214542452
16.0	208798	214717007	214716973
245.0	185089	214819762	214819760
22.0	159602	214542452	214702597
141.0	274958	214587399	214540599
14.0	197521	214717007	214716982
54.0	208798	214716973	214686860
50.0	185089	214819760	214743335
98.0	240599	214555237	214685880
131.0	270491	214601186	214512467
424.0	33388	214575103	214677547
50.0	479573	214821030	214706460
42.0	208798	214686860	214744535
162.0	100437	214668596	214680356
32.0	185089	214743335	214684843
61.0	270491	214512467	214829679
80.0	33388	214677547	214561991
42.0	476391	214819378	214826833
179.0	215671	214586692	214701825
17.0	138556	214601197	214696434
39.0	270491	214829679	214829687
92.0	208798	214744535	214687852
27.0	193068	214820233	214820261
11.0	208798	214687852	214748336
266.0	316813	214820218	214748285
30.0	60172	214840599	214835760
10.0	208798	214748336	214717562
70.0	178789	214835437	214717007
129.0	100437	214680356	214744530
42.0	193068	214820261	214820233
185.0	240599	214685880	214680727
84.0	479808	214586983	214639372
56.0	60172	214835760	214684513
26.0	193068	214820233	214820392
20.0	311873	214587384	214832557
36.0	52371	214821030	214748336
618.0	159229	214826705	214820261
107.0	33388	214561991	214696415
292.0	445146	214696980	214585680
75.0	208798	214717562	214820396
33.0	185732	214554519	214561500
80.0	178789	214717007	214717005
117.0	261387	214712107	214838503
16.0	178789	214717005	214716928
660.0	8057	214684093	214819719
50.0	33388	214696415	214716930
67.0	311873	214832557	214821024
272.0	479573	214706460	214646169
87.0	310536	214826953	214586923
86.0	208798	214820396	214553565
52.0	311873	214821024	214821020
66.0	128216	214705655	214819378
90.0	178789	214716928	214716992
30.0	208798	214553565	214668185
41.0	410601	214842365	214842305
8.0	208798	214668185	214826623
2.0	92473	214821024	214819552
336.0	305909	214708436	214820441
131.0	185732	214561500	214821028
82.0	34353	214819378	214819464
165.0	445146	214585680	214709728
347.0	107067	214820237	214703790
58.0	208798	214826623	214711952
10.0	208798	214711952	214690845
237.0	479808	214639372	214508497
23.0	208798	214690845	214601233
474.0	197521	214716982	214554358
93.0	305909	214820441	214821275
120.0	178789	214716992	214835435
25.0	479808	214508497	214639372
105.0	185732	214821028	214561502
17.0	197521	214554358	214716982
303.0	100437	214744530	214680356
34.0	208798	214601233	214820392
0.0	958	214586825	214613638
22.0	100437	214680356	214668596
23.0	331323	214587917	214835274
158.0	158612	214509084	214536868
61.0	178789	214835435	214587598
10.0	212317	214838244	214811739
146.0	464983	214577732	214554510
87.0	197521	214716982	214717867
43.0	212317	214811739	214535010
189.0	107067	214703790	214601462
32.0	28598	214838503	214841006
223.0	445146	214709728	214694222
119.0	196866	214820400	214748336
400.0	465967	214843387	214840768
58.0	197521	214717867	214716984
39.0	212317	214535010	214536187
6.0	212317	214536187	214650635
176.0	305909	214821275	214820842
11.0	212317	214650635	214819427
21.0	197521	214716984	214716982
33.0	393272	214832557	214832559
42.0	95507	214821022	214821024
13.0	419741	214664758	214533575
22.0	393272	214832559	214832557
381.0	78673	214602315	214840762
242.0	113352	214819387	214826829
145.0	465302	214833802	214585395
37.0	184028	214568124	214568122
205.0	185732	214561502	214820231
162.0	444369	214821290	214839311
85.0	48863	214717839	214587305
76.0	74038	214833802	214840378
67.0	212317	214819427	214701797
35.0	184028	214568122	214568117
59.0	289408	214832559	214718220
350.0	34353	214819464	214826844
29.0	184028	214568117	214708271
20.0	289408	214718220	214832557
66.0	444369	214839311	214826705
23.0	184028	214708271	214708280
61.0	212317	214701797	214645871
677.0	424563	214644962	214712075
129.0	426297	214551617	214832653
170.0	196866	214748336	214601233
32.0	444369	214826705	214684513
129.0	78673	214840762	214696708
36.0	184028	214708280	214714762
390.0	163476	214717003	214716926
9.0	293141	214717085	214826874
117.0	333031	214717331	214691261
42.0	212317	214645871	214589278
28.0	212317	214589278	214718276
149.0	74038	214840378	214709685
14.0	212317	214718276	214840762
50.0	133627	214819734	214584920
406.0	208798	214820392	214686860
48.0	151769	214708436	214828828
53.0	328342	214821011	214718160
44.0	212317	214840762	214706113
101.0	238271	214826810	214546102
51.0	74038	214709685	214829737
45.0	275842	214630042	214681091
95.0	347517	214774685	214540597
113.0	293141	214826874	214821399
19.0	347517	214540597	214677997
54.0	151769	214828828	214836137
167.0	306892	214843905	214842420
58.0	74038	214829737	214709634
16.0	152248	214748336	214819719
74.0	212317	214706113	214674662
0.0	212317	214674662	214674665
102.0	457684	214696434	214509000
30.0	165916	214716930	214716932
57.0	425594	214696897	214545825
72.0	347517	214677997	214696772
25.0	281484	214708277	214709640
29.0	165916	214716932	214716935
91.0	56233	214819721	214820385
1577.0	446691	214826700	214716907
65.0	212317	214674665	214826724
2.0	212317	214826724	214826747
252.0	444369	214684513	214821290
8.0	212317	214826747	214589705
15.0	56233	214820385	214819719
5.0	212317	214589705	214589707
16.0	446691	214716907	214819552
19.0	388196	214554793	214830598
427.0	186596	214819721	214696948
4.0	446691	214819552	214819547
5.0	212317	214589707	214551793
4.0	212317	214551793	214539236
262.0	78673	214696708	214584939
166.0	125414	214587898	214587896
38.0	276062	214821022	214718169
42.0	281484	214709640	214695553
13.0	186596	214696948	214680722
9.0	212317	214539236	214539150
51.0	165916	214716935	214533022
15.0	281484	214695553	214568111
46.0	434824	214838263	214829405
32.0	446691	214819547	214821277
85.0	202063	214639115	214639110
455.0	305909	214820842	214827020
15.0	281484	214568111	214708271
30.0	186596	214680722	214574670
15.0	281484	214708271	214708280
23.0	202063	214639110	214819755
53.0	300367	214509000	214555704
67.0	382222	214819719	214826835
23.0	186596	214574670	214748336
26.0	281484	214708280	214568117
84.0	78673	214584939	214821277
89.0	125414	214587896	214509519
86.0	212317	214539150	214509125
1.0	212317	214509125	214533371
44.0	300367	214555704	214658353
13.0	212317	214533371	214509127
26.0	183376	214532072	214532070
226.0	306892	214842420	214842577
403.0	196866	214601233	214819721
17.0	350218	214589278	214718276
50.0	78673	214821277	214584939
71.0	129048	214821022	214821024
50.0	26218	214820938	214820201
46.0	212317	214509127	214674665
3.0	212317	214674665	214674697
0.0	212317	214674697	214674701
24.0	350218	214718276	214842375
106.0	382222	214826835	214586923
50.0	182518	214821028	214554510
9.0	182518	214554510	214577732
49.0	78673	214584939	214821277
52.0	212317	214674701	214828867
26.0	78673	214821277	214748340
62.0	26218	214820201	214709634
414.0	228536	214820415	214827024
13.0	156837	214585397	214820231
58.0	109611	214820392	214585695
650.0	48863	214587305	214612695
193.0	300367	214658353	214820842
100.0	475068	214712272	214717046
111.0	166152	214717007	214716982
225.0	268556	214697362	214697842
1.0	268556	214697842	214697402
173.0	350218	214842375	214589278
1405.0	389944	214582942	214710860
35.0	268556	214697402	214697195
77.0	300367	214820842	214743350
389.0	444369	214821290	214716984
40.0	415821	214533026	214684513
112.0	131608	214577732	214582952
84.0	472707	214561477	214826829
121.0	491928	214508497	214645787
127.0	208124	214587898	214587896
124.0	461206	214587915	214587898
103.0	169283	214680356	214684513
295.0	196866	214819721	214667912
22.0	461206	214587898	214601040
71.0	415821	214684513	214839373
167.0	48863	214612695	214677688
204.0	156837	214820231	214821277
73.0	472707	214826829	214677688
211.0	109611	214585695	214716667
107.0	447911	214601034	214580117
30.0	304611	214819612	214601060
148.0	379886	214539845	214537967
11.0	276963	214832696	214712272
205.0	28926	214708372	214715865
35.0	352029	214821277	214826801
621.0	38081	214667912	214820458
102.0	169283	214684513	214702794
84.0	165994	214826835	214826844
116.0	60224	214821026	214706432
23.0	164081	214581489	214712235
46.0	304611	214601060	214704292
38.0	276963	214712272	214832660
59.0	109611	214716667	214819376
85.0	370769	214684513	214602817
4.0	370769	214602817	214839369
39.0	169283	214702794	214642775
7.0	370769	214839369	214613925
31.0	101798	214601038	214709582
39.0	214311	214828867	214717260
48.0	304611	214704292	214827032
264.0	227446	214691229	214691351
60.0	60224	214706432	214706460
53.0	455076	214829312	214601452
89.0	64903	214537967	214696434
120.0	29096	214585100	214584808
47.0	169283	214642775	214555237
112.0	352029	214826801	214725508
78.0	44669	214821017	214718169
14.0	29096	214584808	214509830
74.0	374869	214821026	214706432
50.0	214311	214717260	214826585
41.0	227446	214691351	214691229
40.0	455076	214601452	214712323
298.0	287457	214717007	214716990
38.0	297741	214833802	214826900
59.0	5036	214587915	214530667
173.0	156837	214821277	214821292
946.0	193981	214510740	214534706
39.0	71367	214826606	214826715
109.0	109611	214819376	214690845
13.0	475279	214820345	214820385
18.0	156837	214821292	214821277
237.0	56316	214696434	214820405
36.0	227446	214691229	214843524
44.0	240296	214838503	214601040
23.0	203717	214838957	214696629
62.0	44669	214718169	214832559
55.0	361666	214691458	214691270
74.0	352029	214725508	214717860
21.0	202421	214538574	214538572
36.0	475279	214820385	214819378
79.0	29096	214509830	214717318
485.0	26218	214709634	214709690
74.0	5036	214530667	214701354
24.0	475279	214819378	214819719
99.0	374869	214706432	214819380
35.0	202421	214538572	214538574
36.0	11813	214551922	214551920
41.0	352029	214717860	214819736
22.0	475279	214819719	214819380
43.0	29096	214717318	214585100
56.0	361666	214691270	214843372
25.0	153132	214601233	214819719
36.0	171086	214821020	214821024
75.0	437043	214696897	214819552
32.0	245852	214821024	214819547
63.0	211898	214587915	214587917
26.0	11813	214551920	214551922
65.0	239043	214819547	214838100
23.0	475279	214819380	214819550
23.0	153132	214819719	214819380
160.0	7167	214717410	214554637
14.0	475279	214819550	214821017
129.0	71367	214826715	214664919
17.0	153132	214819380	214820345
133.0	109611	214690845	214698785
232.0	306922	214716926	214551780
256.0	178564	214587384	214832557
58.0	437043	214819552	214820394
23.0	153132	214820345	214791688
759.0	186596	214748336	214606980
232.0	409796	214711078	214704047
159.0	494924	214832559	214832557
270.0	405346	214658707	214658066
102.0	171086	214821024	214819427
68.0	109611	214698785	214678989
87.0	71367	214664919	214826625
523.0	389944	214710860	214582942
22.0	171086	214819427	214650635
64.0	437043	214820394	214820454
79.0	306922	214551780	214746339
20.0	71367	214826625	214664919
213.0	240296	214601040	214709587
250.0	297741	214826900	214716980
22.0	171086	214650635	214819427
11.0	171086	214819427	214668249
82.0	357944	214828867	214821371
40.0	268373	214827035	214832557
27.0	318688	214712006	214712053
86.0	18834	214819719	214718169
54.0	372872	214533755	214680478
23.0	171086	214668249	214650626
172.0	211898	214587917	214700428
8.0	171086	214650626	214582200
184.0	245852	214819547	214820192
29.0	18834	214718169	214832559
25.0	171086	214582200	214650626
10.0	171086	214650626	214819427
1014.0	453861	214545864	214832557
151.0	409796	214704047	214819468
85.0	357944	214821371	214717888
211.0	475279	214821017	214819719
29.0	458318	214717007	214832653
126.0	306922	214746339	214712107
104.0	268373	214832557	214587915
100.0	372872	214680478	214533761
166.0	309098	214819721	214819385
11.0	268373	214587915	214587917
2.0	309098	214819385	214819464
69.0	298607	214717860	214819740
37.0	475279	214819719	214819385
85.0	268542	214567410	214567404
17.0	268373	214587917	214700484
13.0	268542	214567404	214641967
1888.0	159229	214820261	214710150
44.0	86367	214554358	214819468
111.0	374927	214701086	214701092
165.0	149401	214819738	214819736
133.0	340109	214667912	214748336
22.0	350729	214555237	214702715
109.0	357944	214717888	214833731
89.0	475279	214819385	214821037
44.0	86367	214819468	214716977
73.0	159229	214710150	214602294
232.0	338421	214586711	214533026
24.0	357944	214833731	214832615
97.0	71042	214832559	214821024
304.0	494924	214832557	214826955
24.0	357944	214832615	214832295
20.0	71042	214821024	214718160
63.0	120238	214835317	214702751
33.0	475279	214821037	214820814
164.0	409796	214819468	214586711
173.0	453861	214832557	214545853
241.0	318688	214712053	214677429
64.0	350729	214702715	214555237
36.0	395637	214684513	214839373
81.0	243689	214826893	214826844
71.0	95266	214718220	214717888
178.0	365538	214712107	214658385
43.0	159229	214602294	214644637
46.0	338421	214533026	214586711
167.0	372872	214533761	214533755
39.0	453861	214545853	214545862
44.0	71042	214718160	214587384
44.0	350729	214555237	214702719
393.0	153132	214791688	214826897
47.0	159229	214644637	214710155
69.0	357944	214832295	214657862
58.0	242257	214820814	214820218
37.0	372872	214533755	214680478
32.0	469733	214821290	214821277
30.0	137404	214718377	214580413
22.0	159229	214710155	214644628
47.0	482028	214680935	214832559
38.0	350729	214702719	214642775
74.0	365538	214658385	214509555
86.0	318688	214677429	214832559
119.0	161329	214554519	214820454
57.0	494354	214820441	214826705
24.0	469733	214821277	214821292
53.0	322014	214826810	214821290
31.0	91619	214718160	214821024
532.0	374869	214819380	214684734
94.0	95266	214717888	214832559
171.0	340109	214748336	214601233
28.0	350729	214642775	214555237
44.0	139546	214534543	214638703
35.0	365538	214509555	214509600
41.0	12298	214675974	214586942
131.0	120238	214702751	214511070
130.0	409796	214586711	214836185
976.0	334832	214821030	214821026
63.0	318688	214832559	214832557
28.0	409796	214836185	214836182
65.0	115038	214532070	214826803
85.0	217971	214828867	214708044
70.0	322014	214821290	214840378
100.0	137404	214580413	214718377
54.0	229746	214561502	214821017
93.0	469733	214821292	214535621
373.0	171086	214819427	214838503
107.0	209753	214667912	214820447
39.0	409796	214836182	214559799
94.0	91619	214821024	214710131
363.0	423046	214821024	214551930
65.0	334832	214821026	214577732
8.0	1783	214832557	214587384
21.0	229746	214821017	214819552
17.0	42842	214839995	214840001
127.0	494354	214826705	214820441
2874.0	301049	214717888	214829312
182.0	57394	214685150	214584920
1.0	57394	214584920	214587384
129.0	297128	214718160	214705119
6.0	57394	214587384	214821024
36.0	145457	214695075	214695065
24.0	63421	214826715	214826955
268.0	295714	214586711	214684160
99.0	410011	214748287	214699213
3.0	407496	214701309	214702905
14.0	188369	214650598	214558014
92.0	322014	214840378	214820842
16.0	407496	214702905	214718158
227.0	56894	214748300	214820812
244.0	476507	214821011	214744530
88.0	469733	214535621	214820261
21.0	188369	214558014	214560587
560.0	238483	214819612	214537541
39.0	295714	214684160	214612920
95.0	171086	214838503	214712107
169.0	415061	214832653	214716967
17.0	188369	214560587	214676962
235.0	357944	214657862	214820441
77.0	488574	214508497	214586983
46.0	479518	214800268	214819762
24.0	469733	214820261	214820233
85.0	301049	214829312	214820842
209.0	95266	214832559	214826801
123.0	209753	214820447	214820842
45.0	208637	214717867	214716982
29.0	324246	214644536	214587815
67.0	333052	214554519	214821373
245.0	340109	214601233	214820400
25.0	324246	214587815	214516065
55.0	469733	214820233	214826606
53.0	301049	214820842	214702749
61.0	298706	214840483	214691396
19.0	472504	214829282	214819552
38.0	289782	214532023	214839313
27.0	93359	214819547	214829282
55.0	348772	214842583	214840877
124.0	208382	214820812	214748287
52.0	3991	214579400	214826803
70.0	93797	214836761	214829741
145.0	476507	214744530	214586610
43.0	472504	214819552	214587384
265.0	115038	214826803	214717095
19.0	3991	214826803	214532070
85.0	228768	214579400	214838100
39.0	348772	214840877	214840862
148.0	420504	214832565	214536440
82.0	301049	214702749	214709653
130.0	208637	214716982	214716965
252.0	423046	214551930	214678012
88.0	441048	214571420	214559280
26.0	348772	214840862	214840854
26.0	244864	214595062	214668622
18.0	423046	214678012	214702693
26.0	91822	214819385	214819472
62.0	476507	214586610	214538439
23.0	348772	214840854	214840800
40.0	441048	214559280	214571420
19.0	476507	214538439	214744530
124.0	298706	214691396	214832653
149.0	333052	214821373	214556840
68.0	420504	214536440	214835072
32.0	91822	214819472	214820938
74.0	208637	214716965	214716982
95.0	235129	214743350	214596647
18.0	420504	214835072	214587431
48.0	348772	214840800	214843689
25.0	208637	214716982	214717003
130.0	404571	214718252	214820842
198.0	340109	214820400	214553555
34.0	420504	214587431	214536440
22.0	375718	214826608	214826801
76.0	472024	214716935	214716977
120.0	273592	214534704	214512425
42.0	348772	214843689	214840766
3.0	375718	214826801	214826608
516.0	242257	214820218	214691293
8.0	348772	214840766	214840775
50.0	208637	214717003	214716984
106.0	311772	214537492	214509845
1618.0	486069	214601235	214545935
37.0	283193	214828867	214717260
22.0	350123	214601462	214546121
24.0	208637	214716984	214832657
154.0	423046	214702693	214586857
100.0	235129	214596647	214828867
390.0	146519	214833802	214576950
137.0	100511	214827035	214791688
104.0	221439	214828867	214556210
58.0	270621	214820447	214821386
58.0	242257	214691293	214691390
16.0	436352	214821024	214832557
131.0	60188	214717007	214554358
19.0	133614	214820199	214541015
236.0	228768	214838100	214636498
2231.0	110544	214826810	214556840
53.0	208637	214832657	214716997
34.0	436352	214832557	214821024
262.0	472504	214587384	214535621
383.0	215984	214658252	214819472
51.0	233208	214587549	214536907
9.0	436352	214821024	214718160
119.0	394883	214839373	214602827
116.0	375718	214826608	214550531
124.0	386941	214716973	214716935
479.0	57394	214821024	214539202
30.0	233208	214536907	214509071
27.0	394883	214602827	214594599
251.0	244864	214668622	214712790
46.0	110544	214556840	214709996
48.0	208637	214716997	214716928
33.0	386941	214716935	214716973
40.0	329342	214711661	214556210
64.0	228768	214636498	214636389
69.0	41117	214819577	214821392
27.0	208637	214716928	214832653
140.0	283193	214717260	214743350
136.0	141973	214699262	214705020
0.0	151607	214819526	214819535
72.0	15238	214718220	214717888
51.0	394883	214594599	214594637
138.0	370353	214512425	214601670
277.0	398044	214821022	214718169
198.0	348772	214840775	214840800
244.0	442798	214746339	214838100
480.0	129887	214826833	214821397
155.0	254903	214717247	214821386
40.0	370353	214601670	214601672
107.0	57394	214539202	214589711
88.0	41117	214821392	214717880
140.0	447884	214819385	214711682
73.0	151607	214819535	214821030
217.0	350123	214546121	214579400
35.0	57394	214589711	214539112
3.0	57394	214539112	214539148
110.0	141973	214705020	214699260
34.0	399867	214718377	214821371
97.0	129887	214821397	214832559
266.0	146519	214576950	214697805
55.0	57394	214539148	214589705
615.0	488574	214586983	214639372
10.0	57394	214589705	214584920
51.0	399867	214821371	214819385
10.0	479981	214839373	214613925
209.0	244864	214712790	214639260
73.0	141973	214699260	214705020
228.0	233208	214509071	214836752
547.0	93359	214829282	214835728
44.0	403138	214582387	214820447
69.0	193126	214690792	214678470
414.0	92987	214687907	214601535
156.0	254903	214821386	214829312
57.0	244864	214639260	214595038
95.0	488574	214639372	214509054
1035.0	107748	214819547	214826608
81.0	141973	214705020	214699262
18.0	488574	214509054	214842296
39.0	363444	214711952	214748257
120.0	468213	214828987	214716120
26.0	48214	214820385	214826953
28.0	414469	214676580	214704180
28.0	12167	214686530	214686532
431.0	423046	214586857	214538002
25.0	48214	214826953	214579839
72.0	163581	214838503	214712107
122.0	233208	214836752	214832730
61.0	207981	214820237	214716932
35.0	44904	214820413	214826705
67.0	107748	214826608	214826705
307.0	348772	214840800	214840822
33.0	48214	214579839	214582370
84.0	103479	214819380	214515883
138.0	84108	214821013	214674637
22.0	49488	214829285	214826705
330.0	442798	214838100	214820842
95.0	488574	214842296	214589278
39.0	49488	214826705	214587167
31.0	230954	214821026	214832559
61.0	471581	214585100	214600502
72.0	324737	214716965	214716982
11.0	144803	214821024	214718160
28.0	223987	214819721	214601233
71.0	84108	214674637	214674626
35.0	316889	214811739	214650626
96.0	348772	214840822	214717562
76.0	468501	214586923	214717003
18.0	144803	214718160	214821017
277.0	234947	214820456	214708370
212.0	352242	214594678	214594680
17.0	468501	214717003	214586923
33.0	84108	214674626	214674695
133.0	86404	214667912	214820385
2501.0	293141	214821399	214595150
55.0	230954	214832559	214832557
274.0	93359	214835728	214835724
33.0	264442	214716977	214821020
38.0	348772	214717562	214748336
105.0	488574	214589278	214589257
19.0	93359	214835724	214835895
90.0	423417	214535621	214820842
811.0	301049	214709653	214594678
48.0	145157	214545932	214545935
26.0	251203	214821026	214821028
39.0	174752	214819721	214819378
257.0	302612	214629360	214629358
232.0	468213	214716120	214554793
48.0	279847	214821017	214819550
49.0	348772	214748336	214706102
97.0	223987	214601233	214718169
2395.0	446691	214821277	214716973
98.0	338404	214582952	214819380
42.0	93359	214835895	214835724
86.0	144803	214821017	214702877
31.0	145157	214545935	214702826
14.0	338404	214819380	214819378
272.0	141973	214699262	214699310
668.0	235129	214828867	214712385
27.0	179014	214643876	214643867
48.0	301049	214594678	214821272
40.0	273357	214691390	214691426
34.0	348772	214706102	214819430
37.0	267093	214601197	214537747
28.0	141074	214695425	214674673
45.0	382613	214690740	214537196
51.0	138944	214836791	214820252
107.0	34974	214586983	214821030
21.0	265084	214532072	214535621
27.0	338404	214819378	214748336
46.0	223987	214718169	214821017
48.0	145157	214702826	214702828
29.0	141074	214674673	214820261
47.0	235129	214712385	214836716
31.0	223987	214821017	214832559
84.0	279847	214819550	214748336
96.0	302612	214629358	214609357
65.0	348772	214819430	214819385
121.0	251203	214821028	214706432
160.0	230954	214832557	214716984
53.0	428792	214685422	214685784
334.0	423046	214538002	214832692
74.0	34974	214821030	214717007
63.0	230329	214718160	214821024
62.0	89686	214717007	214717003
83.0	424606	214594595	214594614
27.0	103231	214821015	214674487
65.0	235129	214836716	214582567
46.0	302612	214609357	214639573
727.0	436352	214718160	214832557
161.0	156919	214826801	214826955
65.0	279847	214748336	214819472
123.0	13531	214838100	214535010
106.0	138944	214820252	214717312
74.0	225191	214717292	214709807
72.0	17061	214826810	214826700
19.0	23709	214612901	214589705
42.0	456731	214843061	214836407
32.0	89686	214717003	214832655
39.0	255493	214530665	214535621
133.0	356617	214717007	214832657
223.0	293141	214595150	214579775
31.0	302612	214639573	214639871
41.0	103231	214674487	214718203
359.0	107748	214826705	214826897
33.0	436352	214832557	214819552
74.0	126501	214821026	214596647
44.0	473512	214819535	214821015
81.0	251203	214706432	214577732
68.0	230329	214821024	214718160
98.0	137962	214545935	214552575
1.0	137962	214552575	214552498
194.0	446691	214716973	214716971
44.0	17061	214826700	214826801
102.0	66156	214557189	214564305
91.0	179627	214821037	214821373
67.0	315026	214820201	214820225
55.0	13531	214535010	214581761
43.0	255493	214535621	214820261
94.0	428792	214685784	214587292
6.0	315026	214820225	214820201
7.0	315026	214820201	214706441
189.0	475814	214531907	214546095
4.0	108457	214821022	214821024
39.0	473512	214821015	214821017
50.0	171452	214828867	214840412
80.0	285662	214538574	214717007
36.0	423677	214744779	214748287
63.0	107748	214826897	214821290
31.0	315026	214706441	214763465
69.0	214258	214819721	214819719
60.0	137962	214552498	214552607
96.0	23709	214589705	214539202
77.0	436352	214819552	214821386
8.0	214258	214819719	214819721
59.0	179627	214821373	214821380
80.0	64146	214821028	214706432
70.0	93002	214707853	214707875
163.0	269784	214714717	214550535
49.0	7593	214535621	214820233
36.0	137962	214552607	214552498
24.0	64146	214706432	214706460
19.0	269784	214550535	214677875
274.0	236664	214716928	214827020
105.0	17061	214826801	214820842
103.0	255493	214820261	214684513
64.0	436352	214821386	214826889
16.0	193681	214819727	214819796
150.0	293141	214579775	214645871
17.0	255493	214684513	214820261
172.0	356617	214832657	214717007
28.0	222107	214512431	214644740
228.0	423046	214832692	214686043
27.0	222107	214644740	214554296
362.0	460869	214821296	214826801
441.0	371978	214601197	214509007
