181.0	170.0	274.0	473.0	user_000391	Fu Manchu	Bloc Party	Jet	Ramone	Public Image Ltd.
170.0	274.0	473.0	217.0	user_000391	Bloc Party	Jet	Ramones	Public Image Ltd	Red Hot Chili Peppers
239.0	893.0	272.0	272.0	user_000298	Melanie C	Jamiroquai	Texas	Santan	Simon & Garfunkel
893.0	272.0	272.0	142.0	user_000298	Jamiroquai	Texas	Santana	Simon & Garfunke	La Todo Mal Orquesta
274.0	473.0	217.0	399.0	user_000391	Jet	Ramones	Public Image Ltd.	Red Hot Chili Pepper	John Frusciante
272.0	272.0	142.0	141.0	user_000298	Texas	Santana	Simon & Garfunkel	La Todo Mal Orquest	All Saints
272.0	142.0	141.0	282.0	user_000298	Santana	Simon & Garfunkel	La Todo Mal Orquesta	All Saint	Darren Hayes
473.0	217.0	399.0	384.0	user_000391	Ramones	Public Image Ltd.	Red Hot Chili Peppers	John Frusciant	Dinosaur Jr.
4721.0	852.0	341.0	240.0	user_000142	Anton Maiden	Children Of Bodom	Dimmu Borgir	Children Of Bodo	Satyricon
142.0	141.0	282.0	252.0	user_000298	Simon & Garfunkel	La Todo Mal Orquesta	All Saints	Darren Haye	Juanes
250.0	470.0	211.0	1931.0	user_000709	Bauchklang	The Nylons	Simon & Garfunkel	The Air Command Ban	George Michael
217.0	399.0	384.0	274.0	user_000391	Public Image Ltd.	Red Hot Chili Peppers	John Frusciante	Dinosaur Jr	Counting Crows
852.0	341.0	240.0	251.0	user_000142	Children Of Bodom	Dimmu Borgir	Children Of Bodom	Satyrico	Butthole Surfers
141.0	282.0	252.0	222.0	user_000298	La Todo Mal Orquesta	All Saints	Darren Hayes	Juane	Dido
470.0	211.0	1931.0	300.0	user_000709	The Nylons	Simon & Garfunkel	The Air Command Band	George Michae	Eurythmics
341.0	240.0	251.0	260.0	user_000142	Dimmu Borgir	Children Of Bodom	Satyricon	Butthole Surfer	Bloodhound Gang
282.0	252.0	222.0	242.0	user_000298	All Saints	Darren Hayes	Juanes	Did	Inxs
211.0	1931.0	300.0	270.0	user_000709	Simon & Garfunkel	The Air Command Band	George Michael	Eurythmic	Céline Dion
252.0	222.0	242.0	223.0	user_000298	Darren Hayes	Juanes	Dido	Inx	B2K
1931.0	300.0	270.0	270.0	user_000709	The Air Command Band	George Michael	Eurythmics	Céline Dio	Eurythmics
222.0	242.0	223.0	243.0	user_000298	Juanes	Dido	Inxs	B2	Robbie Williams
247.0	302.0	539.0	253.0	user_000961	Tracy Chapman	Citizen Cope	Elvis Costello With Burt Bacharach	Anita Bake	Tina Turner
300.0	270.0	270.0	231.0	user_000709	George Michael	Eurythmics	Céline Dion	Eurythmic	Modest Mouse
242.0	223.0	243.0	253.0	user_000298	Dido	Inxs	B2K	Robbie William	Ismael Serrano
302.0	539.0	253.0	288.0	user_000961	Citizen Cope	Elvis Costello With Burt Bacharach	Anita Baker	Tina Turne	Duran Duran
270.0	270.0	231.0	211.0	user_000709	Eurythmics	Céline Dion	Eurythmics	Modest Mous	Enya
223.0	243.0	253.0	213.0	user_000298	Inxs	B2K	Robbie Williams	Ismael Serran	Tlc
539.0	253.0	288.0	263.0	user_000961	Elvis Costello With Burt Bacharach	Anita Baker	Tina Turner	Duran Dura	Diana Ross & The Supremes
270.0	231.0	211.0	241.0	user_000709	Céline Dion	Eurythmics	Modest Mouse	Eny	Christina Aguilera
243.0	253.0	213.0	212.0	user_000298	B2K	Robbie Williams	Ismael Serrano	Tl	No Doubt
253.0	288.0	263.0	244.0	user_000961	Anita Baker	Tina Turner	Duran Duran	Diana Ross & The Supreme	Donna Summer
231.0	211.0	241.0	241.0	user_000709	Eurythmics	Modest Mouse	Enya	Christina Aguiler	Insideout
253.0	213.0	212.0	242.0	user_000298	Robbie Williams	Ismael Serrano	Tlc	No Doub	Robbie Williams
211.0	241.0	241.0	241.0	user_000709	Modest Mouse	Enya	Christina Aguilera	Insideou	Gary'S Gang
213.0	212.0	242.0	191.0	user_000298	Ismael Serrano	Tlc	No Doubt	Robbie William	La Todo Mal Orquesta
288.0	263.0	244.0	355.0	user_000961	Tina Turner	Duran Duran	Diana Ross & The Supremes	Donna Summe	The Beatles
212.0	242.0	191.0	244.0	user_000298	Tlc	No Doubt	Robbie Williams	La Todo Mal Orquest	Ismael Serrano
241.0	241.0	241.0	301.0	user_000709	Enya	Christina Aguilera	Insideout	Gary'S Gan	The Rankin Family
263.0	244.0	355.0	331.0	user_000961	Duran Duran	Diana Ross & The Supremes	Donna Summer	The Beatle	Cyndi Lauper
241.0	241.0	301.0	210.0	user_000709	Christina Aguilera	Insideout	Gary'S Gang	The Rankin Famil	Rockapella
242.0	191.0	244.0	304.0	user_000298	No Doubt	Robbie Williams	La Todo Mal Orquesta	Ismael Serran	Bon Jovi
244.0	355.0	331.0	205.0	user_000961	Diana Ross & The Supremes	Donna Summer	The Beatles	Cyndi Laupe	Crowded House
214.0	262.0	218.0	220.0	user_000896	The Concretes	Mirah	Blessed Light	Camera Obscur	David Mead
241.0	301.0	210.0	180.0	user_000709	Insideout	Gary'S Gang	The Rankin Family	Rockapell	Olivia Newton-John
191.0	244.0	304.0	212.0	user_000298	Robbie Williams	La Todo Mal Orquesta	Ismael Serrano	Bon Jov	Natalie Imbruglia
355.0	331.0	205.0	181.0	user_000961	Donna Summer	The Beatles	Cyndi Lauper	Crowded Hous	Daniel Bedingfield
262.0	218.0	220.0	254.0	user_000896	Mirah	Blessed Light	Camera Obscura	David Mea	The Dears
244.0	304.0	212.0	233.0	user_000298	La Todo Mal Orquesta	Ismael Serrano	Bon Jovi	Natalie Imbrugli	Melanie C
331.0	205.0	181.0	231.0	user_000961	The Beatles	Cyndi Lauper	Crowded House	Daniel Bedingfiel	Wendy & Lisa
301.0	210.0	180.0	340.0	user_000709	Gary'S Gang	The Rankin Family	Rockapella	Olivia Newton-Joh	Jimmy Somerville
304.0	212.0	233.0	212.0	user_000298	Ismael Serrano	Bon Jovi	Natalie Imbruglia	Melanie 	Maroon 5
205.0	181.0	231.0	275.0	user_000961	Cyndi Lauper	Crowded House	Daniel Bedingfield	Wendy & Lis	The Brand New Heavies
218.0	220.0	254.0	472.0	user_000896	Blessed Light	Camera Obscura	David Mead	The Dear	The Owls
210.0	180.0	340.0	360.0	user_000709	The Rankin Family	Rockapella	Olivia Newton-John	Jimmy Somervill	Iron & Wine
212.0	233.0	212.0	192.0	user_000298	Bon Jovi	Natalie Imbruglia	Melanie C	Maroon 	Kelis
240.0	251.0	260.0	3114.0	user_000142	Children Of Bodom	Satyricon	Butthole Surfers	Bloodhound Gan	Dimmu Borgir
181.0	231.0	275.0	258.0	user_000961	Crowded House	Daniel Bedingfield	Wendy & Lisa	The Brand New Heavie	Diana Ross
180.0	340.0	360.0	231.0	user_000709	Rockapella	Olivia Newton-John	Jimmy Somerville	Iron & Win	Michael Zager Band
251.0	260.0	3114.0	210.0	user_000142	Satyricon	Butthole Surfers	Bloodhound Gang	Dimmu Borgi	Satyricon
233.0	212.0	192.0	274.0	user_000298	Natalie Imbruglia	Melanie C	Maroon 5	Keli	Db Boulebard
220.0	254.0	472.0	387.0	user_000896	Camera Obscura	David Mead	The Dears	The Owl	Rogue Wave
231.0	275.0	258.0	248.0	user_000961	Daniel Bedingfield	Wendy & Lisa	The Brand New Heavies	Diana Ros	The Pretenders
340.0	360.0	231.0	230.0	user_000709	Olivia Newton-John	Jimmy Somerville	Iron & Wine	Michael Zager Ban	Pet Shop Boys
260.0	3114.0	210.0	230.0	user_000142	Butthole Surfers	Bloodhound Gang	Dimmu Borgir	Satyrico	Butthole Surfers
254.0	472.0	387.0	186.0	user_000896	David Mead	The Dears	The Owls	Rogue Wav	A.C. Newman
212.0	192.0	274.0	263.0	user_000298	Melanie C	Maroon 5	Kelis	Db Boulebar	Ace Of Base
275.0	258.0	248.0	276.0	user_000961	Wendy & Lisa	The Brand New Heavies	Diana Ross	The Pretender	Anita Baker
3114.0	210.0	230.0	230.0	user_000142	Bloodhound Gang	Dimmu Borgir	Satyricon	Butthole Surfer	Bloodhound Gang
360.0	231.0	230.0	306.0	user_000709	Jimmy Somerville	Iron & Wine	Michael Zager Band	Pet Shop Boy	Amy Winehouse
192.0	274.0	263.0	232.0	user_000298	Maroon 5	Kelis	Db Boulebard	Ace Of Bas	Creed
258.0	248.0	276.0	266.0	user_000961	The Brand New Heavies	Diana Ross	The Pretenders	Anita Bake	Laura Branigan
210.0	230.0	230.0	280.0	user_000142	Dimmu Borgir	Satyricon	Butthole Surfers	Bloodhound Gan	Iron Maiden
231.0	230.0	306.0	257.0	user_000709	Iron & Wine	Michael Zager Band	Pet Shop Boys	Amy Winehous	Meco
472.0	387.0	186.0	561.0	user_000896	The Dears	The Owls	Rogue Wave	A.C. Newma	Stars
230.0	306.0	257.0	215.0	user_000709	Michael Zager Band	Pet Shop Boys	Amy Winehouse	Mec	The Air Command Band
387.0	186.0	561.0	287.0	user_000896	The Owls	Rogue Wave	A.C. Newman	Star	Rilo Kiley
306.0	257.0	215.0	267.0	user_000709	Pet Shop Boys	Amy Winehouse	Meco	The Air Command Ban	Elton John
248.0	276.0	266.0	561.0	user_000961	Diana Ross	The Pretenders	Anita Baker	Laura Braniga	Annie Lennox
257.0	215.0	267.0	268.0	user_000709	Amy Winehouse	Meco	The Air Command Band	Elton Joh	Orleans
276.0	266.0	561.0	282.0	user_000961	The Pretenders	Anita Baker	Laura Branigan	Annie Lenno	Elvis Costello With Burt Bacharach
215.0	267.0	268.0	171.0	user_000709	Meco	The Air Command Band	Elton John	Orlean	Diana Ross & The Supremes
10264.0	254.0	229.0	477.0	user_000966	Michael Jackson	!!!	Fannypack	Seelenluf	Snap Ant
266.0	561.0	282.0	223.0	user_000961	Anita Baker	Laura Branigan	Annie Lennox	Elvis Costello With Burt Bacharac	Chicago
186.0	561.0	287.0	654.0	user_000896	Rogue Wave	A.C. Newman	Stars	Rilo Kile	Death Cab For Cutie
267.0	268.0	171.0	201.0	user_000709	The Air Command Band	Elton John	Orleans	Diana Ross & The Supreme	Len
561.0	287.0	654.0	360.0	user_000896	A.C. Newman	Stars	Rilo Kiley	Death Cab For Cuti	Adem
561.0	282.0	223.0	383.0	user_000961	Laura Branigan	Annie Lennox	Elvis Costello With Burt Bacharach	Chicag	Cher
268.0	171.0	201.0	280.0	user_000709	Elton John	Orleans	Diana Ross & The Supremes	Le	Boz Scaggs
282.0	223.0	383.0	266.0	user_000961	Annie Lennox	Elvis Costello With Burt Bacharach	Chicago	Che	Tori Amos
287.0	654.0	360.0	318.0	user_000896	Stars	Rilo Kiley	Death Cab For Cutie	Ade	Iron & Wine
223.0	383.0	266.0	223.0	user_000961	Elvis Costello With Burt Bacharach	Chicago	Cher	Tori Amo	Billy Preston
171.0	201.0	280.0	510.0	user_000709	Orleans	Diana Ross & The Supremes	Len	Boz Scagg	Marc Cohn
383.0	266.0	223.0	199.0	user_000961	Chicago	Cher	Tori Amos	Billy Presto	Bourgeois Tagg
254.0	229.0	477.0	1157.0	user_000966	!!!	Fannypack	Seelenluft	Snap An	Fannypack
201.0	280.0	510.0	220.0	user_000709	Diana Ross & The Supremes	Len	Boz Scaggs	Marc Coh	Rockapella
280.0	510.0	220.0	173.0	user_000709	Len	Boz Scaggs	Marc Cohn	Rockapell	The Doobie Brothers
266.0	223.0	199.0	267.0	user_000961	Cher	Tori Amos	Billy Preston	Bourgeois Tag	Aretha Franklin
510.0	220.0	173.0	234.0	user_000709	Boz Scaggs	Marc Cohn	Rockapella	The Doobie Brother	Enya
223.0	199.0	267.0	273.0	user_000961	Tori Amos	Billy Preston	Bourgeois Tagg	Aretha Frankli	Thomas Dolby
654.0	360.0	318.0	1152.0	user_000896	Rilo Kiley	Death Cab For Cutie	Adem	Iron & Win	Abigail Grush
199.0	267.0	273.0	229.0	user_000961	Billy Preston	Bourgeois Tagg	Aretha Franklin	Thomas Dolb	Max Chorny
360.0	318.0	1152.0	46.0	user_000896	Death Cab For Cutie	Adem	Iron & Wine	Abigail Grus	A Boy Named Thor
220.0	173.0	234.0	394.0	user_000709	Marc Cohn	Rockapella	The Doobie Brothers	Eny	Cher
267.0	273.0	229.0	198.0	user_000961	Bourgeois Tagg	Aretha Franklin	Thomas Dolby	Max Chorn	Aretha Franklin
318.0	1152.0	46.0	215.0	user_000896	Adem	Iron & Wine	Abigail Grush	A Boy Named Tho	Abigail Grush
1152.0	46.0	215.0	59.0	user_000896	Iron & Wine	Abigail Grush	A Boy Named Thor	Abigail Grus	A Boy Named Thor
173.0	234.0	394.0	446.0	user_000709	Rockapella	The Doobie Brothers	Enya	Che	Eve'S Plum
46.0	215.0	59.0	239.0	user_000896	Abigail Grush	A Boy Named Thor	Abigail Grush	A Boy Named Tho	Pavement
215.0	59.0	239.0	64.0	user_000896	A Boy Named Thor	Abigail Grush	A Boy Named Thor	Pavemen	The Pleased
234.0	394.0	446.0	251.0	user_000709	The Doobie Brothers	Enya	Cher	Eve'S Plu	Aaron Neville
394.0	446.0	251.0	240.0	user_000709	Enya	Cher	Eve'S Plum	Aaron Nevill	Olivia Newton-John
273.0	229.0	198.0	876.0	user_000961	Aretha Franklin	Thomas Dolby	Max Chorny	Aretha Frankli	Shelby Lynne
229.0	477.0	1157.0	1910.0	user_000966	Fannypack	Seelenluft	Snap Ant	Fannypac	The Futureheads
446.0	251.0	240.0	200.0	user_000709	Cher	Eve'S Plum	Aaron Neville	Olivia Newton-Joh	Three Dog Night
229.0	198.0	876.0	239.0	user_000961	Thomas Dolby	Max Chorny	Aretha Franklin	Shelby Lynn	Brandy
477.0	1157.0	1910.0	189.0	user_000966	Seelenluft	Snap Ant	Fannypack	The Futurehead	Michael Jackson
251.0	240.0	200.0	171.0	user_000709	Eve'S Plum	Aaron Neville	Olivia Newton-John	Three Dog Nigh	The Beatles
198.0	876.0	239.0	237.0	user_000961	Max Chorny	Aretha Franklin	Shelby Lynne	Brand	So
240.0	200.0	171.0	361.0	user_000709	Aaron Neville	Olivia Newton-John	Three Dog Night	The Beatle	Sarah Mclachlan
876.0	239.0	237.0	223.0	user_000961	Aretha Franklin	Shelby Lynne	Brandy	S	Barry Manilow
239.0	237.0	223.0	325.0	user_000961	Shelby Lynne	Brandy	So	Barry Manilo	Annie Lennox
200.0	171.0	361.0	523.0	user_000709	Olivia Newton-John	Three Dog Night	The Beatles	Sarah Mclachla	Modest Mouse
237.0	223.0	325.0	340.0	user_000961	Brandy	So	Barry Manilow	Annie Lenno	Toni Childs
171.0	361.0	523.0	341.0	user_000709	Three Dog Night	The Beatles	Sarah Mclachlan	Modest Mous	Vangelis
223.0	325.0	340.0	270.0	user_000961	So	Barry Manilow	Annie Lennox	Toni Child	David Bowie
325.0	340.0	270.0	256.0	user_000961	Barry Manilow	Annie Lennox	Toni Childs	David Bowi	Tracy Chapman
361.0	523.0	341.0	380.0	user_000709	The Beatles	Sarah Mclachlan	Modest Mouse	Vangeli	Eko
340.0	270.0	256.0	207.0	user_000961	Annie Lennox	Toni Childs	David Bowie	Tracy Chapma	Donna Summer
523.0	341.0	380.0	241.0	user_000709	Sarah Mclachlan	Modest Mouse	Vangelis	Ek	Three Dog Night
341.0	380.0	241.0	150.0	user_000709	Modest Mouse	Vangelis	Eko	Three Dog Nigh	South Park
270.0	256.0	207.0	240.0	user_000961	Toni Childs	David Bowie	Tracy Chapman	Donna Summe	Cher
380.0	241.0	150.0	150.0	user_000709	Vangelis	Eko	Three Dog Night	South Par	Neil Diamond
256.0	207.0	240.0	225.0	user_000961	David Bowie	Tracy Chapman	Donna Summer	Che	Diana Ross & The Supremes
241.0	150.0	150.0	250.0	user_000709	Eko	Three Dog Night	South Park	Neil Diamon	Lighthouse Family
207.0	240.0	225.0	195.0	user_000961	Tracy Chapman	Donna Summer	Cher	Diana Ross & The Supreme	Tina Turner
240.0	225.0	195.0	260.0	user_000961	Donna Summer	Cher	Diana Ross & The Supremes	Tina Turne	Corey Hart
150.0	150.0	250.0	460.0	user_000709	Three Dog Night	South Park	Neil Diamond	Lighthouse Famil	Enya
225.0	195.0	260.0	299.0	user_000961	Cher	Diana Ross & The Supremes	Tina Turner	Corey Har	Donna Summer
150.0	250.0	460.0	211.0	user_000709	South Park	Neil Diamond	Lighthouse Family	Eny	Sister Sledge
195.0	260.0	299.0	332.0	user_000961	Diana Ross & The Supremes	Tina Turner	Corey Hart	Donna Summe	Depeche Mode
250.0	460.0	211.0	270.0	user_000709	Neil Diamond	Lighthouse Family	Enya	Sister Sledg	R.E.M.
460.0	211.0	270.0	290.0	user_000709	Lighthouse Family	Enya	Sister Sledge	R.E.M	Neil Diamond
260.0	299.0	332.0	318.0	user_000961	Tina Turner	Corey Hart	Donna Summer	Depeche Mod	Coldplay
299.0	332.0	318.0	249.0	user_000961	Corey Hart	Donna Summer	Depeche Mode	Coldpla	Oscar Brown Jr.
211.0	270.0	290.0	281.0	user_000709	Enya	Sister Sledge	R.E.M.	Neil Diamon	Céline Dion
332.0	318.0	249.0	217.0	user_000961	Donna Summer	Depeche Mode	Coldplay	Oscar Brown Jr	Tracy Chapman
270.0	290.0	281.0	250.0	user_000709	Sister Sledge	R.E.M.	Neil Diamond	Céline Dio	Outkast
318.0	249.0	217.0	231.0	user_000961	Depeche Mode	Coldplay	Oscar Brown Jr.	Tracy Chapma	A-Ha
290.0	281.0	250.0	260.0	user_000709	R.E.M.	Neil Diamond	Céline Dion	Outkas	Amy Grant
249.0	217.0	231.0	271.0	user_000961	Coldplay	Oscar Brown Jr.	Tracy Chapman	A-H	Christina Aguilera
281.0	250.0	260.0	210.0	user_000709	Neil Diamond	Céline Dion	Outkast	Amy Gran	Peter, Paul & Mary
217.0	231.0	271.0	197.0	user_000961	Oscar Brown Jr.	Tracy Chapman	A-Ha	Christina Aguiler	The Beatles
250.0	260.0	210.0	200.0	user_000709	Céline Dion	Outkast	Amy Grant	Peter, Paul & Mar	Kool & The Gang
231.0	271.0	197.0	171.0	user_000961	Tracy Chapman	A-Ha	Christina Aguilera	The Beatle	Diane Schuur
260.0	210.0	200.0	221.0	user_000709	Outkast	Amy Grant	Peter, Paul & Mary	Kool & The Gan	Michael Bublé
271.0	197.0	171.0	223.0	user_000961	A-Ha	Christina Aguilera	The Beatles	Diane Schuu	The Beatles
210.0	200.0	221.0	330.0	user_000709	Amy Grant	Peter, Paul & Mary	Kool & The Gang	Michael Bubl�	Army Of Lovers
197.0	171.0	223.0	261.0	user_000961	Christina Aguilera	The Beatles	Diane Schuur	The Beatle	Cher
171.0	223.0	261.0	263.0	user_000961	The Beatles	Diane Schuur	The Beatles	Che	Dan Hill
200.0	221.0	330.0	340.0	user_000709	Peter, Paul & Mary	Kool & The Gang	Michael Bublé	Army Of Lover	Jayne Montgomery
223.0	261.0	263.0	225.0	user_000961	Diane Schuur	The Beatles	Cher	Dan Hil	Barry Manilow
221.0	330.0	340.0	250.0	user_000709	Kool & The Gang	Michael Bublé	Army Of Lovers	Jayne Montgomer	Kenny Loggins
330.0	340.0	250.0	170.0	user_000709	Michael Bublé	Army Of Lovers	Jayne Montgomery	Kenny Loggin	Mary Poppins Soundtrack
261.0	263.0	225.0	205.0	user_000961	The Beatles	Cher	Dan Hill	Barry Manilo	The Doobie Brothers
340.0	250.0	170.0	170.0	user_000709	Army Of Lovers	Jayne Montgomery	Kenny Loggins	Mary Poppins Soundtrac	Gordon Lightfoot
263.0	225.0	205.0	210.0	user_000961	Cher	Dan Hill	Barry Manilow	The Doobie Brother	The Human League
225.0	205.0	210.0	220.0	user_000961	Dan Hill	Barry Manilow	The Doobie Brothers	The Human Leagu	Crowded House
250.0	170.0	170.0	350.0	user_000709	Jayne Montgomery	Kenny Loggins	Mary Poppins Soundtrack	Gordon Lightfoo	David Bowie
205.0	210.0	220.0	220.0	user_000961	Barry Manilow	The Doobie Brothers	The Human League	Crowded Hous	The Pretenders
210.0	220.0	220.0	189.0	user_000961	The Doobie Brothers	The Human League	Crowded House	The Pretender	David Bowie
170.0	170.0	350.0	380.0	user_000709	Kenny Loggins	Mary Poppins Soundtrack	Gordon Lightfoot	David Bowi	The 5Th Dimension
220.0	220.0	189.0	276.0	user_000961	The Human League	Crowded House	The Pretenders	David Bowi	Thomas Dolby
170.0	350.0	380.0	290.0	user_000709	Mary Poppins Soundtrack	Gordon Lightfoot	David Bowie	The 5Th Dimensio	Kenny Loggins
220.0	189.0	276.0	347.0	user_000961	Crowded House	The Pretenders	David Bowie	Thomas Dolb	Device
350.0	380.0	290.0	290.0	user_000709	Gordon Lightfoot	David Bowie	The 5Th Dimension	Kenny Loggin	Lighthouse Family
189.0	276.0	347.0	271.0	user_000961	The Pretenders	David Bowie	Thomas Dolby	Devic	Terence Trent D'Arby
380.0	290.0	290.0	260.0	user_000709	David Bowie	The 5Th Dimension	Kenny Loggins	Lighthouse Famil	Pet Shop Boys
276.0	347.0	271.0	252.0	user_000961	David Bowie	Thomas Dolby	Device	Terence Trent D'Arb	Will Downing
290.0	290.0	260.0	360.0	user_000709	The 5Th Dimension	Kenny Loggins	Lighthouse Family	Pet Shop Boy	George Michael
347.0	271.0	252.0	281.0	user_000961	Thomas Dolby	Device	Terence Trent D'Arby	Will Downin	Rod Stewart
271.0	252.0	281.0	317.0	user_000961	Device	Terence Trent D'Arby	Will Downing	Rod Stewar	Bonnie Raitt
252.0	281.0	317.0	274.0	user_000961	Terence Trent D'Arby	Will Downing	Rod Stewart	Bonnie Rait	The Pretenders
290.0	260.0	360.0	790.0	user_000709	Kenny Loggins	Lighthouse Family	Pet Shop Boys	George Michae	Vangelis
281.0	317.0	274.0	194.0	user_000961	Will Downing	Rod Stewart	Bonnie Raitt	The Pretender	Diana Ross & The Supremes
260.0	360.0	790.0	230.0	user_000709	Lighthouse Family	Pet Shop Boys	George Michael	Vangeli	The Beach Boys
19192.0	1445.0	931.0	2793.0	user_000285	The Killers	Guster	Acceptance	Weeze	Switchfoot
360.0	790.0	230.0	220.0	user_000709	Pet Shop Boys	George Michael	Vangelis	The Beach Boy	George Michael
317.0	274.0	194.0	318.0	user_000961	Rod Stewart	Bonnie Raitt	The Pretenders	Diana Ross & The Supreme	Dionne Farris
274.0	194.0	318.0	200.0	user_000961	Bonnie Raitt	The Pretenders	Diana Ross & The Supremes	Dionne Farri	Tina Turner
790.0	230.0	220.0	280.0	user_000709	George Michael	Vangelis	The Beach Boys	George Michae	Abba
194.0	318.0	200.0	236.0	user_000961	The Pretenders	Diana Ross & The Supremes	Dionne Farris	Tina Turne	Belinda Carlisle
230.0	220.0	280.0	240.0	user_000709	Vangelis	The Beach Boys	George Michael	Abb	Bishop Paul S. Morton, Sr. & T
318.0	200.0	236.0	276.0	user_000961	Diana Ross & The Supremes	Dionne Farris	Tina Turner	Belinda Carlisl	Coldplay
220.0	280.0	240.0	481.0	user_000709	The Beach Boys	George Michael	Abba	Bishop Paul S. Morton, Sr. & 	Trashcan Sinatras
200.0	236.0	276.0	291.0	user_000961	Dionne Farris	Tina Turner	Belinda Carlisle	Coldpla	Chicago
280.0	240.0	481.0	270.0	user_000709	George Michael	Abba	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatra	Pet Shop Boys
240.0	481.0	270.0	210.0	user_000709	Abba	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatras	Pet Shop Boy	The Pretenders
481.0	270.0	210.0	200.0	user_000709	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatras	Pet Shop Boys	The Pretender	Jewel
274.0	881.0	265.0	2524.0	user_000235	Adem	Fatlip	The Boy Least Likely To	Frou Fro	Himalayans
270.0	210.0	200.0	240.0	user_000709	Trashcan Sinatras	Pet Shop Boys	The Pretenders	Jewe	Erasure
236.0	276.0	291.0	896.0	user_000961	Tina Turner	Belinda Carlisle	Coldplay	Chicag	Gaudi
5827.0	17131.0	3155.0	467.0	user_000871	Sui Generis	Oasis	Catupecu Machu	Evanescenc	Ryan Adams
210.0	200.0	240.0	210.0	user_000709	Pet Shop Boys	The Pretenders	Jewel	Erasur	Rockapella
276.0	291.0	896.0	280.0	user_000961	Belinda Carlisle	Coldplay	Chicago	Gaud	Tabula Rasa
17131.0	3155.0	467.0	474.0	user_000871	Oasis	Catupecu Machu	Evanescence	Ryan Adam	Lustra
291.0	896.0	280.0	326.0	user_000961	Coldplay	Chicago	Gaudi	Tabula Ras	B-Tribe
200.0	240.0	210.0	510.0	user_000709	The Pretenders	Jewel	Erasure	Rockapell	Bryan Adams
881.0	265.0	2524.0	856.0	user_000235	Fatlip	The Boy Least Likely To	Frou Frou	Himalayan	Over The Rhine
896.0	280.0	326.0	302.0	user_000961	Chicago	Gaudi	Tabula Rasa	B-Trib	David Visan & Carlos Campos
3155.0	467.0	474.0	384.0	user_000871	Catupecu Machu	Evanescence	Ryan Adams	Lustr	Jason Mraz
240.0	210.0	510.0	270.0	user_000709	Jewel	Erasure	Rockapella	Bryan Adam	Army Of Lovers
467.0	474.0	384.0	251.0	user_000871	Evanescence	Ryan Adams	Lustra	Jason Mra	The Cure
