300.0	250.0	201.0	200.0	2146750	A Perfect Circle	Tool	The Escape Engine	Kumikamel	30 Seconds to Mars
320.0	321.0	310.0	491.0	1045745	Silva	MISIA	名取香り	GACK	Silva
204.0	236.0	233.0	430.0	2145441	Calexico	Lovage	Fey	Rachael Yamagat	Cat Power
250.0	201.0	200.0	480.0	2146750	Tool	The Escape Engine	Kumikameli	30 Seconds to Mar	Unicode
1029.0	66.0	634.0	6696.0	2110169	Teenage Jesus and the Jerks	Ex Models	Teenage Jesus and the Jerks	Maximilian Hecke	Black Strobe
236.0	233.0	430.0	367.0	2145441	Lovage	Fey	Rachael Yamagata	Cat Powe	Ink and Dagger
201.0	200.0	480.0	490.0	2146750	The Escape Engine	Kumikameli	30 Seconds to Mars	Unicod	Disco Ensemble
233.0	430.0	367.0	406.0	2145441	Fey	Rachael Yamagata	Cat Power	Ink and Dagge	Green Day
200.0	480.0	490.0	190.0	2146750	Kumikameli	30 Seconds to Mars	Unicode	Disco Ensembl	Nine Inch Nails
430.0	367.0	406.0	266.0	2145441	Rachael Yamagata	Cat Power	Ink and Dagger	Green Da	Queen
480.0	490.0	190.0	260.0	2146750	30 Seconds to Mars	Unicode	Disco Ensemble	Nine Inch Nail	The Prodigy
490.0	190.0	260.0	370.0	2146750	Unicode	Disco Ensemble	Nine Inch Nails	The Prodig	Blur
66.0	634.0	6696.0	1182.0	2110169	Ex Models	Teenage Jesus and the Jerks	Maximilian Hecker	Black Strob	Moving Units
190.0	260.0	370.0	320.0	2146750	Disco Ensemble	Nine Inch Nails	The Prodigy	Blu	Pitchshifter
260.0	370.0	320.0	170.0	2146750	Nine Inch Nails	The Prodigy	Blur	Pitchshifte	Clint Mansell
367.0	406.0	266.0	1117.0	2145441	Cat Power	Ink and Dagger	Green Day	Quee	Sex Pistols
370.0	320.0	170.0	430.0	2146750	The Prodigy	Blur	Pitchshifter	Clint Mansel	Kotiteollisuus
320.0	170.0	430.0	570.0	2146750	Blur	Pitchshifter	Clint Mansell	Kotiteollisuu	Skinny Puppy
406.0	266.0	1117.0	1102.0	2145441	Ink and Dagger	Green Day	Queen	Sex Pistol	Grandmaster Flash and the Furious Five
266.0	1117.0	1102.0	452.0	2145441	Green Day	Queen	Sex Pistols	Grandmaster Flash and the Furious Fiv	The Corrs
170.0	430.0	570.0	880.0	2146750	Pitchshifter	Clint Mansell	Kotiteollisuus	Skinny Pupp	Nine Inch Nails
430.0	570.0	880.0	810.0	2146750	Clint Mansell	Kotiteollisuus	Skinny Puppy	Nine Inch Nail	The Chemical Brothers
570.0	880.0	810.0	410.0	2146750	Kotiteollisuus	Skinny Puppy	Nine Inch Nails	The Chemical Brother	Godhead
880.0	810.0	410.0	310.0	2146750	Skinny Puppy	Nine Inch Nails	The Chemical Brothers	Godhea	Nine Inch Nails
1117.0	1102.0	452.0	1830.0	2145441	Queen	Sex Pistols	Grandmaster Flash and the Furious Five	The Corr	Ben E. King
1102.0	452.0	1830.0	215.0	2145441	Sex Pistols	Grandmaster Flash and the Furious Five	The Corrs	Ben E. Kin	Elysian Fields
810.0	410.0	310.0	560.0	2146750	Nine Inch Nails	The Chemical Brothers	Godhead	Nine Inch Nail	My Chemical Romance
452.0	1830.0	215.0	639.0	2145441	Grandmaster Flash and the Furious Five	The Corrs	Ben E. King	Elysian Field	The Beatles
634.0	6696.0	1182.0	6199.0	2110169	Teenage Jesus and the Jerks	Maximilian Hecker	Black Strobe	Moving Unit	Joy Division
6696.0	1182.0	6199.0	1021.0	2110169	Maximilian Hecker	Black Strobe	Moving Units	Joy Divisio	Bush
1182.0	6199.0	1021.0	264.0	2110169	Black Strobe	Moving Units	Joy Division	Bus	Travis
1830.0	215.0	639.0	2665.0	2145441	The Corrs	Ben E. King	Elysian Fields	The Beatle	Cave In
0.0	0.0	0.0	0.0	2655169	50 Cent ft .Beyonce & Bounty Killer	Adrian Gahxa	Aleksandra Pileva	Black Eyed Pea	Britney Spears
0.0	0.0	0.0	0.0	2655169	Adrian Gahxa	Aleksandra Pileva	Black Eyed Peas	Britney Spear	Coldplay
0.0	0.0	0.0	0.0	2655169	Aleksandra Pileva	Black Eyed Peas	Britney Spears	Coldpla	Daniel Bedengfield
0.0	0.0	0.0	0.0	2655169	Black Eyed Peas	Britney Spears	Coldplay	Daniel Bedengfiel	Despina Vandi
0.0	0.0	0.0	0.0	2655169	Britney Spears	Coldplay	Daniel Bedengfield	Despina Vand	Dido
0.0	0.0	0.0	0.0	2655169	Coldplay	Daniel Bedengfield	Despina Vandi	Did	Eamon
0.0	0.0	0.0	0.0	2655169	Daniel Bedengfield	Despina Vandi	Dido	Eamo	Elena Paparizou
0.0	0.0	0.0	0.0	2655169	Despina Vandi	Dido	Eamon	Elena Paparizo	Elena Risteska
0.0	0.0	0.0	0.0	2655169	Dido	Eamon	Elena Paparizou	Elena Ristesk	Elya
0.0	0.0	0.0	0.0	2655169	Eamon	Elena Paparizou	Elena Risteska	Ely	Faithless
0.0	0.0	0.0	0.0	2655169	Elena Paparizou	Elena Risteska	Elya	Faithles	Franz Ferdinand
0.0	0.0	0.0	0.0	2655169	Elena Risteska	Elya	Faithless	Franz Ferdinan	Gorillaz
0.0	0.0	0.0	0.0	2655169	Elya	Faithless	Franz Ferdinand	Gorilla	Green Day
0.0	0.0	0.0	0.0	2655169	Faithless	Franz Ferdinand	Gorillaz	Green Da	Gwen Stefani
0.0	0.0	0.0	0.0	2655169	Franz Ferdinand	Gorillaz	Green Day	Gwen Stefan	Helena Paparizou
0.0	0.0	0.0	0.0	2655169	Gorillaz	Green Day	Gwen Stefani	Helena Paparizo	Jennifer Lopez
0.0	0.0	0.0	0.0	2655169	Green Day	Gwen Stefani	Helena Paparizou	Jennifer Lope	Jessica Simpson
0.0	0.0	0.0	0.0	2655169	Gwen Stefani	Helena Paparizou	Jennifer Lopez	Jessica Simpso	Julia Savicheva
0.0	0.0	0.0	0.0	2655169	Helena Paparizou	Jennifer Lopez	Jessica Simpson	Julia Savichev	Justin Timberlake
0.0	0.0	0.0	0.0	2655169	Jennifer Lopez	Jessica Simpson	Julia Savicheva	Justin Timberlak	Kanye West
0.0	0.0	0.0	0.0	2655169	Jessica Simpson	Julia Savicheva	Justin Timberlake	Kanye Wes	Karolina
0.0	0.0	0.0	0.0	2655169	Julia Savicheva	Justin Timberlake	Kanye West	Karolin	Kelis
0.0	0.0	0.0	0.0	2655169	Justin Timberlake	Kanye West	Karolina	Keli	Kelly Clarkson
0.0	0.0	0.0	0.0	2655169	Kanye West	Karolina	Kelis	Kelly Clarkso	Lil Jon
0.0	0.0	0.0	0.0	2655169	Karolina	Kelis	Kelly Clarkson	Lil Jo	Madonna
0.0	0.0	0.0	0.0	2655169	Kelis	Kelly Clarkson	Lil Jon	Madonn	Mariah Carey
0.0	0.0	0.0	0.0	2655169	Kelly Clarkson	Lil Jon	Madonna	Mariah Care	Maroon 5
0.0	0.0	0.0	0.0	2655169	Lil Jon	Madonna	Mariah Carey	Maroon 	Narcotic Thrust
0.0	0.0	0.0	0.0	2655169	Madonna	Mariah Carey	Maroon 5	Narcotic Thrus	Natasha Thomas
0.0	0.0	0.0	0.0	2655169	Mariah Carey	Maroon 5	Narcotic Thrust	Natasha Thoma	Nelly Feat Jaheim
0.0	0.0	0.0	0.0	2655169	Maroon 5	Narcotic Thrust	Natasha Thomas	Nelly Feat Jahei	Ricky Martin
0.0	0.0	0.0	0.0	2655169	Narcotic Thrust	Natasha Thomas	Nelly Feat Jaheim	Ricky Marti	Rihanna
0.0	0.0	0.0	0.0	2655169	Natasha Thomas	Nelly Feat Jaheim	Ricky Martin	Rihann	Shakira
0.0	0.0	0.0	0.0	2655169	Nelly Feat Jaheim	Ricky Martin	Rihanna	Shakir	The Rasmus
0.0	0.0	0.0	0.0	2655169	Ricky Martin	Rihanna	Shakira	The Rasmu	Toše Proeski
0.0	0.0	0.0	0.0	2655169	Rihanna	Shakira	The Rasmus	Toše Proesk	Travis
0.0	0.0	0.0	0.0	2655169	Shakira	The Rasmus	Toše Proeski	Travi	Trevor Horn & Yiannis Kotsiras Feat. Tarkan
0.0	0.0	0.0	0.0	2655169	The Rasmus	Toše Proeski	Travis	Trevor Horn & Yiannis Kotsiras Feat. Tarka	U2
0.0	0.0	0.0	0.0	2655169	Toše Proeski	Travis	Trevor Horn & Yiannis Kotsiras Feat. Tarkan	U	Vlado Janevski & Karolina
0.0	0.0	0.0	0.0	2655169	Travis	Trevor Horn & Yiannis Kotsiras Feat. Tarkan	U2	Vlado Janevski & Karolin	t.A.T.u.
215.0	639.0	2665.0	274.0	2145441	Ben E. King	Elysian Fields	The Beatles	Cave I	Coheed and Cambria
639.0	2665.0	274.0	274.0	2145441	Elysian Fields	The Beatles	Cave In	Coheed and Cambri	Pinback
6199.0	1021.0	264.0	718.0	2110169	Moving Units	Joy Division	Bush	Travi	Joy Division
2665.0	274.0	274.0	697.0	2145441	The Beatles	Cave In	Coheed and Cambria	Pinbac	The Prize Fighter Inferno
274.0	274.0	697.0	228.0	2145441	Cave In	Coheed and Cambria	Pinback	The Prize Fighter Infern	Saves The Day
274.0	697.0	228.0	250.0	2145441	Coheed and Cambria	Pinback	The Prize Fighter Inferno	Saves The Da	Calexico
697.0	228.0	250.0	268.0	2145441	Pinback	The Prize Fighter Inferno	Saves The Day	Calexic	Frou Frou
228.0	250.0	268.0	209.0	2145441	The Prize Fighter Inferno	Saves The Day	Calexico	Frou Fro	The Unseen
250.0	268.0	209.0	201.0	2145441	Saves The Day	Calexico	Frou Frou	The Unsee	Cake
268.0	209.0	201.0	182.0	2145441	Calexico	Frou Frou	The Unseen	Cak	Cat Power
209.0	201.0	182.0	165.0	2145441	Frou Frou	The Unseen	Cake	Cat Powe	Yo La Tengo
201.0	182.0	165.0	507.0	2145441	The Unseen	Cake	Cat Power	Yo La Teng	The Smiths
182.0	165.0	507.0	339.0	2145441	Cake	Cat Power	Yo La Tengo	The Smith	Peaches
165.0	507.0	339.0	250.0	2145441	Cat Power	Yo La Tengo	The Smiths	Peache	Cake
410.0	310.0	560.0	8464.0	2146750	The Chemical Brothers	Godhead	Nine Inch Nails	My Chemical Romanc	Skinny Puppy
310.0	560.0	8464.0	512.0	2146750	Godhead	Nine Inch Nails	My Chemical Romance	Skinny Pupp	Zen Café
560.0	8464.0	512.0	301.0	2146750	Nine Inch Nails	My Chemical Romance	Skinny Puppy	Zen Caf�	Tehosekoitin
8464.0	512.0	301.0	511.0	2146750	My Chemical Romance	Skinny Puppy	Zen Café	Tehosekoiti	Nine Inch Nails
512.0	301.0	511.0	171.0	2146750	Skinny Puppy	Zen Café	Tehosekoitin	Nine Inch Nail	Celldweller
301.0	511.0	171.0	160.0	2146750	Zen Café	Tehosekoitin	Nine Inch Nails	Celldwelle	Deftones
511.0	171.0	160.0	1193.0	2146750	Tehosekoitin	Nine Inch Nails	Celldweller	Deftone	deadstarassembly
171.0	160.0	1193.0	130.0	2146750	Nine Inch Nails	Celldweller	Deftones	deadstarassembl	Sara
160.0	1193.0	130.0	16592.0	2146750	Celldweller	Deftones	deadstarassembly	Sar	Covenant
1193.0	130.0	16592.0	330.0	2146750	Deftones	deadstarassembly	Sara	Covenan	Sara
130.0	16592.0	330.0	730.0	2146750	deadstarassembly	Sara	Covenant	Sar	Entwine
16592.0	330.0	730.0	1794.0	2146750	Sara	Covenant	Sara	Entwin	Iconcrash
39261.0	5692.0	2264.0	1039.0	1037434	Oi Va Voi	The Dears	Emilíana Torrini	Evil Superstar	Queens of the Stone Age
1223.0	538.0	3172.0	1240.0	2211279	Jay-Z and Linkin Park	Linkin Park	The Chemical Brothers	Jay-Z and Linkin Par	Linkin Park
538.0	3172.0	1240.0	1253.0	2211279	Linkin Park	The Chemical Brothers	Jay-Z and Linkin Park	Linkin Par	The Chemical Brothers
5692.0	2264.0	1039.0	3561.0	1037434	The Dears	Emilíana Torrini	Evil Superstars	Queens of the Stone Ag	Gore Slut
330.0	730.0	1794.0	4651.0	2146750	Covenant	Sara	Entwine	Iconcras	My Chemical Romance
730.0	1794.0	4651.0	271.0	2146750	Sara	Entwine	Iconcrash	My Chemical Romanc	Psilodump
1794.0	4651.0	271.0	180.0	2146750	Entwine	Iconcrash	My Chemical Romance	Psilodum	Deftones
1021.0	264.0	718.0	32367.0	2110169	Joy Division	Bush	Travis	Joy Divisio	Kings of Leon
4651.0	271.0	180.0	310.0	2146750	Iconcrash	My Chemical Romance	Psilodump	Deftone	Skinny Puppy
264.0	718.0	32367.0	120.0	2110169	Bush	Travis	Joy Division	Kings of Leo	Beastie Boys
271.0	180.0	310.0	331.0	2146750	My Chemical Romance	Psilodump	Deftones	Skinny Pupp	The Chemical Brothers
718.0	32367.0	120.0	454.0	2110169	Travis	Joy Division	Kings of Leon	Beastie Boy	Don Henley
180.0	310.0	331.0	391.0	2146750	Psilodump	Deftones	Skinny Puppy	The Chemical Brother	Nine Inch Nails
2264.0	1039.0	3561.0	3129.0	1037434	Emilíana Torrini	Evil Superstars	Queens of the Stone Age	Gore Slu	Biosphere
32367.0	120.0	454.0	2057.0	2110169	Joy Division	Kings of Leon	Beastie Boys	Don Henle	Simon & Garfunkel
120.0	454.0	2057.0	336.0	2110169	Kings of Leon	Beastie Boys	Don Henley	Simon & Garfunke	Dusty Springfield
454.0	2057.0	336.0	144.0	2110169	Beastie Boys	Don Henley	Simon & Garfunkel	Dusty Springfiel	Ramses Shaffy
2057.0	336.0	144.0	136.0	2110169	Don Henley	Simon & Garfunkel	Dusty Springfield	Ramses Shaff	The Monkees
336.0	144.0	136.0	173.0	2110169	Simon & Garfunkel	Dusty Springfield	Ramses Shaffy	The Monkee	Bryan Ferry
144.0	136.0	173.0	234.0	2110169	Dusty Springfield	Ramses Shaffy	The Monkees	Bryan Ferr	David A. Stewart & Candy Dulfer
136.0	173.0	234.0	12261.0	2110169	Ramses Shaffy	The Monkees	Bryan Ferry	David A. Stewart & Candy Dulfe	Maximilian Hecker
173.0	234.0	12261.0	579.0	2110169	The Monkees	Bryan Ferry	David A. Stewart & Candy Dulfer	Maximilian Hecke	Travis
234.0	12261.0	579.0	526.0	2110169	Bryan Ferry	David A. Stewart & Candy Dulfer	Maximilian Hecker	Travi	Maximilian Hecker
12261.0	579.0	526.0	796.0	2110169	David A. Stewart & Candy Dulfer	Maximilian Hecker	Travis	Maximilian Hecke	The Mars Volta
579.0	526.0	796.0	152.0	2110169	Maximilian Hecker	Travis	Maximilian Hecker	The Mars Volt	Anal Cunt
526.0	796.0	152.0	375.0	2110169	Travis	Maximilian Hecker	The Mars Volta	Anal Cun	Kutschurft
796.0	152.0	375.0	203.0	2110169	Maximilian Hecker	The Mars Volta	Anal Cunt	Kutschurf	Liquid Liquid
321.0	310.0	491.0	61010.0	1045745	MISIA	名取香り	GACKT	Silv	Sowelu
152.0	375.0	203.0	326.0	2110169	The Mars Volta	Anal Cunt	Kutschurft	Liquid Liqui	Basement Jaxx
310.0	491.0	61010.0	170.0	1045745	名取香り	GACKT	Silva	Sowel	石田燿子
491.0	61010.0	170.0	170.0	1045745	GACKT	Silva	Sowelu	石田燿�	Ai
375.0	203.0	326.0	623.0	2110169	Anal Cunt	Kutschurft	Liquid Liquid	Basement Jax	Ech Heftag
203.0	326.0	623.0	196.0	2110169	Kutschurft	Liquid Liquid	Basement Jaxx	Ech Hefta	Bravehearts
326.0	623.0	196.0	307.0	2110169	Liquid Liquid	Basement Jaxx	Ech Heftag	Braveheart	50 Pence
623.0	196.0	307.0	218.0	2110169	Basement Jaxx	Ech Heftag	Bravehearts	50 Penc	Antipop Consortium
196.0	307.0	218.0	216.0	2110169	Ech Heftag	Bravehearts	50 Pence	Antipop Consortiu	Bloodhound Gang
307.0	218.0	216.0	233.0	2110169	Bravehearts	50 Pence	Antipop Consortium	Bloodhound Gan	Bush
218.0	216.0	233.0	195.0	2110169	50 Pence	Antipop Consortium	Bloodhound Gang	Bus	Beastie Boys
61010.0	170.0	170.0	1913.0	1045745	Silva	Sowelu	石田燿子	A	梶浦由記
216.0	233.0	195.0	273.0	2110169	Antipop Consortium	Bloodhound Gang	Bush	Beastie Boy	Mogwai
170.0	170.0	1913.0	291.0	1045745	Sowelu	石田燿子	Ai	梶浦由�	鈴木達央
170.0	1913.0	291.0	240.0	1045745	石田燿子	Ai	梶浦由記	鈴木達�	can/goo
1913.0	291.0	240.0	232.0	1045745	Ai	梶浦由記	鈴木達央	can/go	茅原実里
4700.0	341.0	66150.0	3520.0	1003077	Cripple Bastards	The Sisters of Mercy	Nokturnal Mortum	Impale	Frostmoon
291.0	240.0	232.0	251.0	1045745	梶浦由記	鈴木達央	can/goo	茅原実�	奥井雅美
240.0	232.0	251.0	310.0	1045745	鈴木達央	can/goo	茅原実里	奥井雅�	Crystal Kay
232.0	251.0	310.0	291.0	1045745	can/goo	茅原実里	奥井雅美	Crystal Ka	有坂美香
251.0	310.0	291.0	220.0	1045745	茅原実里	奥井雅美	Crystal Kay	有坂美�	UNDER17
341.0	66150.0	3520.0	2045.0	1003077	The Sisters of Mercy	Nokturnal Mortum	Impaled	Frostmoo	Avulsed
310.0	291.0	220.0	1289.0	1045745	奥井雅美	Crystal Kay	有坂美香	UNDER1	Yuki Kaida
1039.0	3561.0	3129.0	22604.0	1037434	Evil Superstars	Queens of the Stone Age	Gore Slut	Biospher	Kaizers Orchestra
291.0	220.0	1289.0	1553.0	1045745	Crystal Kay	有坂美香	UNDER17	Yuki Kaid	Prince of Tennis Musical 2
220.0	1289.0	1553.0	150.0	1045745	有坂美香	UNDER17	Yuki Kaida	Prince of Tennis Musical 	Yuki Kaida
3561.0	3129.0	22604.0	1462.0	1037434	Queens of the Stone Age	Gore Slut	Biosphere	Kaizers Orchestr	The Unicorns
481.0	191.0	12215.0	66794.0	2197633	The Faint	Shakira	Radiohead	Jeff Mangu	Air
66150.0	3520.0	2045.0	2405.0	1003077	Nokturnal Mortum	Impaled	Frostmoon	Avulse	Marduk
191.0	12215.0	66794.0	462.0	2197633	Shakira	Radiohead	Jeff Mangum	Ai	Annie
3129.0	22604.0	1462.0	740.0	1037434	Gore Slut	Biosphere	Kaizers Orchestra	The Unicorn	Red Hot Chili Peppers
12215.0	66794.0	462.0	421.0	2197633	Radiohead	Jeff Mangum	Air	Anni	The Beatles
233.0	195.0	273.0	6053.0	2110169	Bloodhound Gang	Bush	Beastie Boys	Mogwa	Black Dice
66794.0	462.0	421.0	580.0	2197633	Jeff Mangum	Air	Annie	The Beatle	Ella Fitzgerald
22604.0	1462.0	740.0	909.0	1037434	Biosphere	Kaizers Orchestra	The Unicorns	Red Hot Chili Pepper	Monza
462.0	421.0	580.0	431.0	2197633	Air	Annie	The Beatles	Ella Fitzgeral	The Magnetic Fields
3520.0	2045.0	2405.0	1938.0	1003077	Impaled	Frostmoon	Avulsed	Mardu	Gustav Holst
421.0	580.0	431.0	401.0	2197633	Annie	The Beatles	Ella Fitzgerald	The Magnetic Field	Pixies
2045.0	2405.0	1938.0	333.0	1003077	Frostmoon	Avulsed	Marduk	Gustav Hols	Nick Cave & The Bad Seeds
580.0	431.0	401.0	581.0	2197633	The Beatles	Ella Fitzgerald	The Magnetic Fields	Pixie	Saves The Day
1462.0	740.0	909.0	3258.0	1037434	Kaizers Orchestra	The Unicorns	Red Hot Chili Peppers	Monz	Red Hot Chili Peppers
740.0	909.0	3258.0	263.0	1037434	The Unicorns	Red Hot Chili Peppers	Monza	Red Hot Chili Pepper	John Frusciante
2405.0	1938.0	333.0	3073.0	1003077	Avulsed	Marduk	Gustav Holst	Nick Cave & The Bad Seed	Nick Drake
195.0	273.0	6053.0	5209.0	2110169	Bush	Beastie Boys	Mogwai	Black Dic	Airborn Audio
1938.0	333.0	3073.0	1806.0	1003077	Marduk	Gustav Holst	Nick Cave & The Bad Seeds	Nick Drak	Birdflesh
1289.0	1553.0	150.0	7880.0	1045745	UNDER17	Yuki Kaida	Prince of Tennis Musical 2	Yuki Kaid	YOSHII LOVINSON
1553.0	150.0	7880.0	251.0	1045745	Yuki Kaida	Prince of Tennis Musical 2	Yuki Kaida	YOSHII LOVINSO	GACKT
909.0	3258.0	263.0	3761.0	1037434	Red Hot Chili Peppers	Monza	Red Hot Chili Peppers	John Frusciant	The Kills
273.0	6053.0	5209.0	2745.0	2110169	Beastie Boys	Mogwai	Black Dice	Airborn Audi	Out Hud
3258.0	263.0	3761.0	134.0	1037434	Monza	Red Hot Chili Peppers	John Frusciante	The Kill	The Concretes
333.0	3073.0	1806.0	1729.0	1003077	Gustav Holst	Nick Cave & The Bad Seeds	Nick Drake	Birdfles	Hammers of Misfortune
310.0	331.0	391.0	34572.0	2146750	Deftones	Skinny Puppy	The Chemical Brothers	Nine Inch Nail	Turmion Kätilöt
331.0	391.0	34572.0	321.0	2146750	Skinny Puppy	The Chemical Brothers	Nine Inch Nails	Turmion Kätilö	Nine Inch Nails
391.0	34572.0	321.0	191.0	2146750	The Chemical Brothers	Nine Inch Nails	Turmion Kätilöt	Nine Inch Nail	Porcupine Tree
150.0	7880.0	251.0	2254.0	1045745	Prince of Tennis Musical 2	Yuki Kaida	YOSHII LOVINSON	GACK	Candy
6053.0	5209.0	2745.0	1424.0	2110169	Mogwai	Black Dice	Airborn Audio	Out Hu	Liquid Liquid
7880.0	251.0	2254.0	361.0	1045745	Yuki Kaida	YOSHII LOVINSON	GACKT	Cand	GACKT
251.0	2254.0	361.0	291.0	1045745	YOSHII LOVINSON	GACKT	Candy	GACK	Move
5209.0	2745.0	1424.0	551.0	2110169	Black Dice	Airborn Audio	Out Hud	Liquid Liqui	Out Hud
2254.0	361.0	291.0	270.0	1045745	GACKT	Candy	GACKT	Mov	globe
361.0	291.0	270.0	291.0	1045745	Candy	GACKT	Move	glob	Smap
291.0	270.0	291.0	301.0	1045745	GACKT	Move	globe	Sma	Silva
270.0	291.0	301.0	280.0	1045745	Move	globe	Smap	Silv	倉木麻衣
291.0	301.0	280.0	261.0	1045745	globe	Smap	Silva	倉木麻�	GACKT
301.0	280.0	261.0	300.0	1045745	Smap	Silva	倉木麻衣	GACK	スピッツ
2745.0	1424.0	551.0	1696.0	2110169	Airborn Audio	Out Hud	Liquid Liquid	Out Hu	Liquid Liquid
280.0	261.0	300.0	331.0	1045745	Silva	倉木麻衣	GACKT	スピッ�	玉置成実
261.0	300.0	331.0	180.0	1045745	倉木麻衣	GACKT	スピッツ	玉置成�	コタニキンヤ
507.0	339.0	250.0	68722.0	2145441	Yo La Tengo	The Smiths	Peaches	Cak	Sia
300.0	331.0	180.0	581.0	1045745	GACKT	スピッツ	玉置成実	コタニキン�	三枝夕夏 IN db
331.0	180.0	581.0	501.0	1045745	スピッツ	玉置成実	コタニキンヤ	三枝夕夏 IN d	安室奈美恵
