137.0	181.0	170.0	274.0	473.0	user_000391	Eels	Fu Manchu	Bloc Party	Jet	Ramone	Public Image Ltd.
181.0	170.0	274.0	473.0	217.0	user_000391	Fu Manchu	Bloc Party	Jet	Ramones	Public Image Ltd	Red Hot Chili Peppers
239.0	893.0	272.0	272.0	142.0	user_000298	Melanie C	Jamiroquai	Texas	Santana	Simon & Garfunke	La Todo Mal Orquesta
170.0	274.0	473.0	217.0	399.0	user_000391	Bloc Party	Jet	Ramones	Public Image Ltd.	Red Hot Chili Pepper	John Frusciante
893.0	272.0	272.0	142.0	141.0	user_000298	Jamiroquai	Texas	Santana	Simon & Garfunkel	La Todo Mal Orquest	All Saints
272.0	272.0	142.0	141.0	282.0	user_000298	Texas	Santana	Simon & Garfunkel	La Todo Mal Orquesta	All Saint	Darren Hayes
274.0	473.0	217.0	399.0	384.0	user_000391	Jet	Ramones	Public Image Ltd.	Red Hot Chili Peppers	John Frusciant	Dinosaur Jr.
272.0	142.0	141.0	282.0	252.0	user_000298	Santana	Simon & Garfunkel	La Todo Mal Orquesta	All Saints	Darren Haye	Juanes
210.0	250.0	470.0	211.0	1931.0	user_000709	Fjedur	Bauchklang	The Nylons	Simon & Garfunkel	The Air Command Ban	George Michael
473.0	217.0	399.0	384.0	274.0	user_000391	Ramones	Public Image Ltd.	Red Hot Chili Peppers	John Frusciante	Dinosaur Jr	Counting Crows
4721.0	852.0	341.0	240.0	251.0	user_000142	Anton Maiden	Children Of Bodom	Dimmu Borgir	Children Of Bodom	Satyrico	Butthole Surfers
142.0	141.0	282.0	252.0	222.0	user_000298	Simon & Garfunkel	La Todo Mal Orquesta	All Saints	Darren Hayes	Juane	Dido
250.0	470.0	211.0	1931.0	300.0	user_000709	Bauchklang	The Nylons	Simon & Garfunkel	The Air Command Band	George Michae	Eurythmics
852.0	341.0	240.0	251.0	260.0	user_000142	Children Of Bodom	Dimmu Borgir	Children Of Bodom	Satyricon	Butthole Surfer	Bloodhound Gang
141.0	282.0	252.0	222.0	242.0	user_000298	La Todo Mal Orquesta	All Saints	Darren Hayes	Juanes	Did	Inxs
470.0	211.0	1931.0	300.0	270.0	user_000709	The Nylons	Simon & Garfunkel	The Air Command Band	George Michael	Eurythmic	Céline Dion
282.0	252.0	222.0	242.0	223.0	user_000298	All Saints	Darren Hayes	Juanes	Dido	Inx	B2K
211.0	1931.0	300.0	270.0	270.0	user_000709	Simon & Garfunkel	The Air Command Band	George Michael	Eurythmics	Céline Dio	Eurythmics
252.0	222.0	242.0	223.0	243.0	user_000298	Darren Hayes	Juanes	Dido	Inxs	B2	Robbie Williams
1931.0	300.0	270.0	270.0	231.0	user_000709	The Air Command Band	George Michael	Eurythmics	Céline Dion	Eurythmic	Modest Mouse
222.0	242.0	223.0	243.0	253.0	user_000298	Juanes	Dido	Inxs	B2K	Robbie William	Ismael Serrano
247.0	302.0	539.0	253.0	288.0	user_000961	Tracy Chapman	Citizen Cope	Elvis Costello With Burt Bacharach	Anita Baker	Tina Turne	Duran Duran
300.0	270.0	270.0	231.0	211.0	user_000709	George Michael	Eurythmics	Céline Dion	Eurythmics	Modest Mous	Enya
242.0	223.0	243.0	253.0	213.0	user_000298	Dido	Inxs	B2K	Robbie Williams	Ismael Serran	Tlc
302.0	539.0	253.0	288.0	263.0	user_000961	Citizen Cope	Elvis Costello With Burt Bacharach	Anita Baker	Tina Turner	Duran Dura	Diana Ross & The Supremes
270.0	270.0	231.0	211.0	241.0	user_000709	Eurythmics	Céline Dion	Eurythmics	Modest Mouse	Eny	Christina Aguilera
223.0	243.0	253.0	213.0	212.0	user_000298	Inxs	B2K	Robbie Williams	Ismael Serrano	Tl	No Doubt
539.0	253.0	288.0	263.0	244.0	user_000961	Elvis Costello With Burt Bacharach	Anita Baker	Tina Turner	Duran Duran	Diana Ross & The Supreme	Donna Summer
270.0	231.0	211.0	241.0	241.0	user_000709	Céline Dion	Eurythmics	Modest Mouse	Enya	Christina Aguiler	Insideout
243.0	253.0	213.0	212.0	242.0	user_000298	B2K	Robbie Williams	Ismael Serrano	Tlc	No Doub	Robbie Williams
231.0	211.0	241.0	241.0	241.0	user_000709	Eurythmics	Modest Mouse	Enya	Christina Aguilera	Insideou	Gary'S Gang
253.0	213.0	212.0	242.0	191.0	user_000298	Robbie Williams	Ismael Serrano	Tlc	No Doubt	Robbie William	La Todo Mal Orquesta
253.0	288.0	263.0	244.0	355.0	user_000961	Anita Baker	Tina Turner	Duran Duran	Diana Ross & The Supremes	Donna Summe	The Beatles
213.0	212.0	242.0	191.0	244.0	user_000298	Ismael Serrano	Tlc	No Doubt	Robbie Williams	La Todo Mal Orquest	Ismael Serrano
211.0	241.0	241.0	241.0	301.0	user_000709	Modest Mouse	Enya	Christina Aguilera	Insideout	Gary'S Gan	The Rankin Family
288.0	263.0	244.0	355.0	331.0	user_000961	Tina Turner	Duran Duran	Diana Ross & The Supremes	Donna Summer	The Beatle	Cyndi Lauper
241.0	241.0	241.0	301.0	210.0	user_000709	Enya	Christina Aguilera	Insideout	Gary'S Gang	The Rankin Famil	Rockapella
212.0	242.0	191.0	244.0	304.0	user_000298	Tlc	No Doubt	Robbie Williams	La Todo Mal Orquesta	Ismael Serran	Bon Jovi
263.0	244.0	355.0	331.0	205.0	user_000961	Duran Duran	Diana Ross & The Supremes	Donna Summer	The Beatles	Cyndi Laupe	Crowded House
241.0	241.0	301.0	210.0	180.0	user_000709	Christina Aguilera	Insideout	Gary'S Gang	The Rankin Family	Rockapell	Olivia Newton-John
242.0	191.0	244.0	304.0	212.0	user_000298	No Doubt	Robbie Williams	La Todo Mal Orquesta	Ismael Serrano	Bon Jov	Natalie Imbruglia
244.0	355.0	331.0	205.0	181.0	user_000961	Diana Ross & The Supremes	Donna Summer	The Beatles	Cyndi Lauper	Crowded Hous	Daniel Bedingfield
214.0	262.0	218.0	220.0	254.0	user_000896	The Concretes	Mirah	Blessed Light	Camera Obscura	David Mea	The Dears
191.0	244.0	304.0	212.0	233.0	user_000298	Robbie Williams	La Todo Mal Orquesta	Ismael Serrano	Bon Jovi	Natalie Imbrugli	Melanie C
355.0	331.0	205.0	181.0	231.0	user_000961	Donna Summer	The Beatles	Cyndi Lauper	Crowded House	Daniel Bedingfiel	Wendy & Lisa
241.0	301.0	210.0	180.0	340.0	user_000709	Insideout	Gary'S Gang	The Rankin Family	Rockapella	Olivia Newton-Joh	Jimmy Somerville
244.0	304.0	212.0	233.0	212.0	user_000298	La Todo Mal Orquesta	Ismael Serrano	Bon Jovi	Natalie Imbruglia	Melanie 	Maroon 5
331.0	205.0	181.0	231.0	275.0	user_000961	The Beatles	Cyndi Lauper	Crowded House	Daniel Bedingfield	Wendy & Lis	The Brand New Heavies
262.0	218.0	220.0	254.0	472.0	user_000896	Mirah	Blessed Light	Camera Obscura	David Mead	The Dear	The Owls
301.0	210.0	180.0	340.0	360.0	user_000709	Gary'S Gang	The Rankin Family	Rockapella	Olivia Newton-John	Jimmy Somervill	Iron & Wine
304.0	212.0	233.0	212.0	192.0	user_000298	Ismael Serrano	Bon Jovi	Natalie Imbruglia	Melanie C	Maroon 	Kelis
341.0	240.0	251.0	260.0	3114.0	user_000142	Dimmu Borgir	Children Of Bodom	Satyricon	Butthole Surfers	Bloodhound Gan	Dimmu Borgir
205.0	181.0	231.0	275.0	258.0	user_000961	Cyndi Lauper	Crowded House	Daniel Bedingfield	Wendy & Lisa	The Brand New Heavie	Diana Ross
210.0	180.0	340.0	360.0	231.0	user_000709	The Rankin Family	Rockapella	Olivia Newton-John	Jimmy Somerville	Iron & Win	Michael Zager Band
240.0	251.0	260.0	3114.0	210.0	user_000142	Children Of Bodom	Satyricon	Butthole Surfers	Bloodhound Gang	Dimmu Borgi	Satyricon
212.0	233.0	212.0	192.0	274.0	user_000298	Bon Jovi	Natalie Imbruglia	Melanie C	Maroon 5	Keli	Db Boulebard
218.0	220.0	254.0	472.0	387.0	user_000896	Blessed Light	Camera Obscura	David Mead	The Dears	The Owl	Rogue Wave
181.0	231.0	275.0	258.0	248.0	user_000961	Crowded House	Daniel Bedingfield	Wendy & Lisa	The Brand New Heavies	Diana Ros	The Pretenders
180.0	340.0	360.0	231.0	230.0	user_000709	Rockapella	Olivia Newton-John	Jimmy Somerville	Iron & Wine	Michael Zager Ban	Pet Shop Boys
251.0	260.0	3114.0	210.0	230.0	user_000142	Satyricon	Butthole Surfers	Bloodhound Gang	Dimmu Borgir	Satyrico	Butthole Surfers
220.0	254.0	472.0	387.0	186.0	user_000896	Camera Obscura	David Mead	The Dears	The Owls	Rogue Wav	A.C. Newman
233.0	212.0	192.0	274.0	263.0	user_000298	Natalie Imbruglia	Melanie C	Maroon 5	Kelis	Db Boulebar	Ace Of Base
231.0	275.0	258.0	248.0	276.0	user_000961	Daniel Bedingfield	Wendy & Lisa	The Brand New Heavies	Diana Ross	The Pretender	Anita Baker
260.0	3114.0	210.0	230.0	230.0	user_000142	Butthole Surfers	Bloodhound Gang	Dimmu Borgir	Satyricon	Butthole Surfer	Bloodhound Gang
340.0	360.0	231.0	230.0	306.0	user_000709	Olivia Newton-John	Jimmy Somerville	Iron & Wine	Michael Zager Band	Pet Shop Boy	Amy Winehouse
212.0	192.0	274.0	263.0	232.0	user_000298	Melanie C	Maroon 5	Kelis	Db Boulebard	Ace Of Bas	Creed
275.0	258.0	248.0	276.0	266.0	user_000961	Wendy & Lisa	The Brand New Heavies	Diana Ross	The Pretenders	Anita Bake	Laura Branigan
3114.0	210.0	230.0	230.0	280.0	user_000142	Bloodhound Gang	Dimmu Borgir	Satyricon	Butthole Surfers	Bloodhound Gan	Iron Maiden
360.0	231.0	230.0	306.0	257.0	user_000709	Jimmy Somerville	Iron & Wine	Michael Zager Band	Pet Shop Boys	Amy Winehous	Meco
254.0	472.0	387.0	186.0	561.0	user_000896	David Mead	The Dears	The Owls	Rogue Wave	A.C. Newma	Stars
231.0	230.0	306.0	257.0	215.0	user_000709	Iron & Wine	Michael Zager Band	Pet Shop Boys	Amy Winehouse	Mec	The Air Command Band
472.0	387.0	186.0	561.0	287.0	user_000896	The Dears	The Owls	Rogue Wave	A.C. Newman	Star	Rilo Kiley
230.0	306.0	257.0	215.0	267.0	user_000709	Michael Zager Band	Pet Shop Boys	Amy Winehouse	Meco	The Air Command Ban	Elton John
258.0	248.0	276.0	266.0	561.0	user_000961	The Brand New Heavies	Diana Ross	The Pretenders	Anita Baker	Laura Braniga	Annie Lennox
306.0	257.0	215.0	267.0	268.0	user_000709	Pet Shop Boys	Amy Winehouse	Meco	The Air Command Band	Elton Joh	Orleans
248.0	276.0	266.0	561.0	282.0	user_000961	Diana Ross	The Pretenders	Anita Baker	Laura Branigan	Annie Lenno	Elvis Costello With Burt Bacharach
257.0	215.0	267.0	268.0	171.0	user_000709	Amy Winehouse	Meco	The Air Command Band	Elton John	Orlean	Diana Ross & The Supremes
276.0	266.0	561.0	282.0	223.0	user_000961	The Pretenders	Anita Baker	Laura Branigan	Annie Lennox	Elvis Costello With Burt Bacharac	Chicago
387.0	186.0	561.0	287.0	654.0	user_000896	The Owls	Rogue Wave	A.C. Newman	Stars	Rilo Kile	Death Cab For Cutie
215.0	267.0	268.0	171.0	201.0	user_000709	Meco	The Air Command Band	Elton John	Orleans	Diana Ross & The Supreme	Len
186.0	561.0	287.0	654.0	360.0	user_000896	Rogue Wave	A.C. Newman	Stars	Rilo Kiley	Death Cab For Cuti	Adem
266.0	561.0	282.0	223.0	383.0	user_000961	Anita Baker	Laura Branigan	Annie Lennox	Elvis Costello With Burt Bacharach	Chicag	Cher
267.0	268.0	171.0	201.0	280.0	user_000709	The Air Command Band	Elton John	Orleans	Diana Ross & The Supremes	Le	Boz Scaggs
561.0	282.0	223.0	383.0	266.0	user_000961	Laura Branigan	Annie Lennox	Elvis Costello With Burt Bacharach	Chicago	Che	Tori Amos
561.0	287.0	654.0	360.0	318.0	user_000896	A.C. Newman	Stars	Rilo Kiley	Death Cab For Cutie	Ade	Iron & Wine
282.0	223.0	383.0	266.0	223.0	user_000961	Annie Lennox	Elvis Costello With Burt Bacharach	Chicago	Cher	Tori Amo	Billy Preston
268.0	171.0	201.0	280.0	510.0	user_000709	Elton John	Orleans	Diana Ross & The Supremes	Len	Boz Scagg	Marc Cohn
223.0	383.0	266.0	223.0	199.0	user_000961	Elvis Costello With Burt Bacharach	Chicago	Cher	Tori Amos	Billy Presto	Bourgeois Tagg
10264.0	254.0	229.0	477.0	1157.0	user_000966	Michael Jackson	!!!	Fannypack	Seelenluft	Snap An	Fannypack
171.0	201.0	280.0	510.0	220.0	user_000709	Orleans	Diana Ross & The Supremes	Len	Boz Scaggs	Marc Coh	Rockapella
201.0	280.0	510.0	220.0	173.0	user_000709	Diana Ross & The Supremes	Len	Boz Scaggs	Marc Cohn	Rockapell	The Doobie Brothers
383.0	266.0	223.0	199.0	267.0	user_000961	Chicago	Cher	Tori Amos	Billy Preston	Bourgeois Tag	Aretha Franklin
280.0	510.0	220.0	173.0	234.0	user_000709	Len	Boz Scaggs	Marc Cohn	Rockapella	The Doobie Brother	Enya
266.0	223.0	199.0	267.0	273.0	user_000961	Cher	Tori Amos	Billy Preston	Bourgeois Tagg	Aretha Frankli	Thomas Dolby
287.0	654.0	360.0	318.0	1152.0	user_000896	Stars	Rilo Kiley	Death Cab For Cutie	Adem	Iron & Win	Abigail Grush
223.0	199.0	267.0	273.0	229.0	user_000961	Tori Amos	Billy Preston	Bourgeois Tagg	Aretha Franklin	Thomas Dolb	Max Chorny
654.0	360.0	318.0	1152.0	46.0	user_000896	Rilo Kiley	Death Cab For Cutie	Adem	Iron & Wine	Abigail Grus	A Boy Named Thor
510.0	220.0	173.0	234.0	394.0	user_000709	Boz Scaggs	Marc Cohn	Rockapella	The Doobie Brothers	Eny	Cher
199.0	267.0	273.0	229.0	198.0	user_000961	Billy Preston	Bourgeois Tagg	Aretha Franklin	Thomas Dolby	Max Chorn	Aretha Franklin
360.0	318.0	1152.0	46.0	215.0	user_000896	Death Cab For Cutie	Adem	Iron & Wine	Abigail Grush	A Boy Named Tho	Abigail Grush
318.0	1152.0	46.0	215.0	59.0	user_000896	Adem	Iron & Wine	Abigail Grush	A Boy Named Thor	Abigail Grus	A Boy Named Thor
220.0	173.0	234.0	394.0	446.0	user_000709	Marc Cohn	Rockapella	The Doobie Brothers	Enya	Che	Eve'S Plum
1152.0	46.0	215.0	59.0	239.0	user_000896	Iron & Wine	Abigail Grush	A Boy Named Thor	Abigail Grush	A Boy Named Tho	Pavement
46.0	215.0	59.0	239.0	64.0	user_000896	Abigail Grush	A Boy Named Thor	Abigail Grush	A Boy Named Thor	Pavemen	The Pleased
173.0	234.0	394.0	446.0	251.0	user_000709	Rockapella	The Doobie Brothers	Enya	Cher	Eve'S Plu	Aaron Neville
234.0	394.0	446.0	251.0	240.0	user_000709	The Doobie Brothers	Enya	Cher	Eve'S Plum	Aaron Nevill	Olivia Newton-John
267.0	273.0	229.0	198.0	876.0	user_000961	Bourgeois Tagg	Aretha Franklin	Thomas Dolby	Max Chorny	Aretha Frankli	Shelby Lynne
254.0	229.0	477.0	1157.0	1910.0	user_000966	!!!	Fannypack	Seelenluft	Snap Ant	Fannypac	The Futureheads
394.0	446.0	251.0	240.0	200.0	user_000709	Enya	Cher	Eve'S Plum	Aaron Neville	Olivia Newton-Joh	Three Dog Night
273.0	229.0	198.0	876.0	239.0	user_000961	Aretha Franklin	Thomas Dolby	Max Chorny	Aretha Franklin	Shelby Lynn	Brandy
229.0	477.0	1157.0	1910.0	189.0	user_000966	Fannypack	Seelenluft	Snap Ant	Fannypack	The Futurehead	Michael Jackson
446.0	251.0	240.0	200.0	171.0	user_000709	Cher	Eve'S Plum	Aaron Neville	Olivia Newton-John	Three Dog Nigh	The Beatles
229.0	198.0	876.0	239.0	237.0	user_000961	Thomas Dolby	Max Chorny	Aretha Franklin	Shelby Lynne	Brand	So
251.0	240.0	200.0	171.0	361.0	user_000709	Eve'S Plum	Aaron Neville	Olivia Newton-John	Three Dog Night	The Beatle	Sarah Mclachlan
198.0	876.0	239.0	237.0	223.0	user_000961	Max Chorny	Aretha Franklin	Shelby Lynne	Brandy	S	Barry Manilow
876.0	239.0	237.0	223.0	325.0	user_000961	Aretha Franklin	Shelby Lynne	Brandy	So	Barry Manilo	Annie Lennox
240.0	200.0	171.0	361.0	523.0	user_000709	Aaron Neville	Olivia Newton-John	Three Dog Night	The Beatles	Sarah Mclachla	Modest Mouse
239.0	237.0	223.0	325.0	340.0	user_000961	Shelby Lynne	Brandy	So	Barry Manilow	Annie Lenno	Toni Childs
200.0	171.0	361.0	523.0	341.0	user_000709	Olivia Newton-John	Three Dog Night	The Beatles	Sarah Mclachlan	Modest Mous	Vangelis
237.0	223.0	325.0	340.0	270.0	user_000961	Brandy	So	Barry Manilow	Annie Lennox	Toni Child	David Bowie
223.0	325.0	340.0	270.0	256.0	user_000961	So	Barry Manilow	Annie Lennox	Toni Childs	David Bowi	Tracy Chapman
171.0	361.0	523.0	341.0	380.0	user_000709	Three Dog Night	The Beatles	Sarah Mclachlan	Modest Mouse	Vangeli	Eko
325.0	340.0	270.0	256.0	207.0	user_000961	Barry Manilow	Annie Lennox	Toni Childs	David Bowie	Tracy Chapma	Donna Summer
361.0	523.0	341.0	380.0	241.0	user_000709	The Beatles	Sarah Mclachlan	Modest Mouse	Vangelis	Ek	Three Dog Night
523.0	341.0	380.0	241.0	150.0	user_000709	Sarah Mclachlan	Modest Mouse	Vangelis	Eko	Three Dog Nigh	South Park
340.0	270.0	256.0	207.0	240.0	user_000961	Annie Lennox	Toni Childs	David Bowie	Tracy Chapman	Donna Summe	Cher
341.0	380.0	241.0	150.0	150.0	user_000709	Modest Mouse	Vangelis	Eko	Three Dog Night	South Par	Neil Diamond
270.0	256.0	207.0	240.0	225.0	user_000961	Toni Childs	David Bowie	Tracy Chapman	Donna Summer	Che	Diana Ross & The Supremes
380.0	241.0	150.0	150.0	250.0	user_000709	Vangelis	Eko	Three Dog Night	South Park	Neil Diamon	Lighthouse Family
256.0	207.0	240.0	225.0	195.0	user_000961	David Bowie	Tracy Chapman	Donna Summer	Cher	Diana Ross & The Supreme	Tina Turner
207.0	240.0	225.0	195.0	260.0	user_000961	Tracy Chapman	Donna Summer	Cher	Diana Ross & The Supremes	Tina Turne	Corey Hart
241.0	150.0	150.0	250.0	460.0	user_000709	Eko	Three Dog Night	South Park	Neil Diamond	Lighthouse Famil	Enya
240.0	225.0	195.0	260.0	299.0	user_000961	Donna Summer	Cher	Diana Ross & The Supremes	Tina Turner	Corey Har	Donna Summer
150.0	150.0	250.0	460.0	211.0	user_000709	Three Dog Night	South Park	Neil Diamond	Lighthouse Family	Eny	Sister Sledge
225.0	195.0	260.0	299.0	332.0	user_000961	Cher	Diana Ross & The Supremes	Tina Turner	Corey Hart	Donna Summe	Depeche Mode
150.0	250.0	460.0	211.0	270.0	user_000709	South Park	Neil Diamond	Lighthouse Family	Enya	Sister Sledg	R.E.M.
250.0	460.0	211.0	270.0	290.0	user_000709	Neil Diamond	Lighthouse Family	Enya	Sister Sledge	R.E.M	Neil Diamond
195.0	260.0	299.0	332.0	318.0	user_000961	Diana Ross & The Supremes	Tina Turner	Corey Hart	Donna Summer	Depeche Mod	Coldplay
260.0	299.0	332.0	318.0	249.0	user_000961	Tina Turner	Corey Hart	Donna Summer	Depeche Mode	Coldpla	Oscar Brown Jr.
460.0	211.0	270.0	290.0	281.0	user_000709	Lighthouse Family	Enya	Sister Sledge	R.E.M.	Neil Diamon	Céline Dion
299.0	332.0	318.0	249.0	217.0	user_000961	Corey Hart	Donna Summer	Depeche Mode	Coldplay	Oscar Brown Jr	Tracy Chapman
211.0	270.0	290.0	281.0	250.0	user_000709	Enya	Sister Sledge	R.E.M.	Neil Diamond	Céline Dio	Outkast
332.0	318.0	249.0	217.0	231.0	user_000961	Donna Summer	Depeche Mode	Coldplay	Oscar Brown Jr.	Tracy Chapma	A-Ha
270.0	290.0	281.0	250.0	260.0	user_000709	Sister Sledge	R.E.M.	Neil Diamond	Céline Dion	Outkas	Amy Grant
318.0	249.0	217.0	231.0	271.0	user_000961	Depeche Mode	Coldplay	Oscar Brown Jr.	Tracy Chapman	A-H	Christina Aguilera
290.0	281.0	250.0	260.0	210.0	user_000709	R.E.M.	Neil Diamond	Céline Dion	Outkast	Amy Gran	Peter, Paul & Mary
249.0	217.0	231.0	271.0	197.0	user_000961	Coldplay	Oscar Brown Jr.	Tracy Chapman	A-Ha	Christina Aguiler	The Beatles
281.0	250.0	260.0	210.0	200.0	user_000709	Neil Diamond	Céline Dion	Outkast	Amy Grant	Peter, Paul & Mar	Kool & The Gang
217.0	231.0	271.0	197.0	171.0	user_000961	Oscar Brown Jr.	Tracy Chapman	A-Ha	Christina Aguilera	The Beatle	Diane Schuur
250.0	260.0	210.0	200.0	221.0	user_000709	Céline Dion	Outkast	Amy Grant	Peter, Paul & Mary	Kool & The Gan	Michael Bublé
231.0	271.0	197.0	171.0	223.0	user_000961	Tracy Chapman	A-Ha	Christina Aguilera	The Beatles	Diane Schuu	The Beatles
260.0	210.0	200.0	221.0	330.0	user_000709	Outkast	Amy Grant	Peter, Paul & Mary	Kool & The Gang	Michael Bubl�	Army Of Lovers
271.0	197.0	171.0	223.0	261.0	user_000961	A-Ha	Christina Aguilera	The Beatles	Diane Schuur	The Beatle	Cher
197.0	171.0	223.0	261.0	263.0	user_000961	Christina Aguilera	The Beatles	Diane Schuur	The Beatles	Che	Dan Hill
210.0	200.0	221.0	330.0	340.0	user_000709	Amy Grant	Peter, Paul & Mary	Kool & The Gang	Michael Bublé	Army Of Lover	Jayne Montgomery
171.0	223.0	261.0	263.0	225.0	user_000961	The Beatles	Diane Schuur	The Beatles	Cher	Dan Hil	Barry Manilow
200.0	221.0	330.0	340.0	250.0	user_000709	Peter, Paul & Mary	Kool & The Gang	Michael Bublé	Army Of Lovers	Jayne Montgomer	Kenny Loggins
221.0	330.0	340.0	250.0	170.0	user_000709	Kool & The Gang	Michael Bublé	Army Of Lovers	Jayne Montgomery	Kenny Loggin	Mary Poppins Soundtrack
223.0	261.0	263.0	225.0	205.0	user_000961	Diane Schuur	The Beatles	Cher	Dan Hill	Barry Manilo	The Doobie Brothers
330.0	340.0	250.0	170.0	170.0	user_000709	Michael Bublé	Army Of Lovers	Jayne Montgomery	Kenny Loggins	Mary Poppins Soundtrac	Gordon Lightfoot
261.0	263.0	225.0	205.0	210.0	user_000961	The Beatles	Cher	Dan Hill	Barry Manilow	The Doobie Brother	The Human League
263.0	225.0	205.0	210.0	220.0	user_000961	Cher	Dan Hill	Barry Manilow	The Doobie Brothers	The Human Leagu	Crowded House
340.0	250.0	170.0	170.0	350.0	user_000709	Army Of Lovers	Jayne Montgomery	Kenny Loggins	Mary Poppins Soundtrack	Gordon Lightfoo	David Bowie
225.0	205.0	210.0	220.0	220.0	user_000961	Dan Hill	Barry Manilow	The Doobie Brothers	The Human League	Crowded Hous	The Pretenders
205.0	210.0	220.0	220.0	189.0	user_000961	Barry Manilow	The Doobie Brothers	The Human League	Crowded House	The Pretender	David Bowie
250.0	170.0	170.0	350.0	380.0	user_000709	Jayne Montgomery	Kenny Loggins	Mary Poppins Soundtrack	Gordon Lightfoot	David Bowi	The 5Th Dimension
210.0	220.0	220.0	189.0	276.0	user_000961	The Doobie Brothers	The Human League	Crowded House	The Pretenders	David Bowi	Thomas Dolby
170.0	170.0	350.0	380.0	290.0	user_000709	Kenny Loggins	Mary Poppins Soundtrack	Gordon Lightfoot	David Bowie	The 5Th Dimensio	Kenny Loggins
220.0	220.0	189.0	276.0	347.0	user_000961	The Human League	Crowded House	The Pretenders	David Bowie	Thomas Dolb	Device
170.0	350.0	380.0	290.0	290.0	user_000709	Mary Poppins Soundtrack	Gordon Lightfoot	David Bowie	The 5Th Dimension	Kenny Loggin	Lighthouse Family
220.0	189.0	276.0	347.0	271.0	user_000961	Crowded House	The Pretenders	David Bowie	Thomas Dolby	Devic	Terence Trent D'Arby
350.0	380.0	290.0	290.0	260.0	user_000709	Gordon Lightfoot	David Bowie	The 5Th Dimension	Kenny Loggins	Lighthouse Famil	Pet Shop Boys
189.0	276.0	347.0	271.0	252.0	user_000961	The Pretenders	David Bowie	Thomas Dolby	Device	Terence Trent D'Arb	Will Downing
380.0	290.0	290.0	260.0	360.0	user_000709	David Bowie	The 5Th Dimension	Kenny Loggins	Lighthouse Family	Pet Shop Boy	George Michael
276.0	347.0	271.0	252.0	281.0	user_000961	David Bowie	Thomas Dolby	Device	Terence Trent D'Arby	Will Downin	Rod Stewart
