253.0	213.0	212.0	user_000298	Robbie Williams	Ismael Serrano	Tl	No Doubt
288.0	263.0	244.0	user_000961	Tina Turner	Duran Duran	Diana Ross & The Supreme	Donna Summer
211.0	241.0	241.0	user_000709	Modest Mouse	Enya	Christina Aguiler	Insideout
213.0	212.0	242.0	user_000298	Ismael Serrano	Tlc	No Doub	Robbie Williams
241.0	241.0	241.0	user_000709	Enya	Christina Aguilera	Insideou	Gary'S Gang
212.0	242.0	191.0	user_000298	Tlc	No Doubt	Robbie William	La Todo Mal Orquesta
263.0	244.0	355.0	user_000961	Duran Duran	Diana Ross & The Supremes	Donna Summe	The Beatles
242.0	191.0	244.0	user_000298	No Doubt	Robbie Williams	La Todo Mal Orquest	Ismael Serrano
241.0	241.0	301.0	user_000709	Christina Aguilera	Insideout	Gary'S Gan	The Rankin Family
214.0	262.0	218.0	user_000896	The Concretes	Mirah	Blessed Ligh	Camera Obscura
244.0	355.0	331.0	user_000961	Diana Ross & The Supremes	Donna Summer	The Beatle	Cyndi Lauper
241.0	301.0	210.0	user_000709	Insideout	Gary'S Gang	The Rankin Famil	Rockapella
191.0	244.0	304.0	user_000298	Robbie Williams	La Todo Mal Orquesta	Ismael Serran	Bon Jovi
355.0	331.0	205.0	user_000961	Donna Summer	The Beatles	Cyndi Laupe	Crowded House
262.0	218.0	220.0	user_000896	Mirah	Blessed Light	Camera Obscur	David Mead
301.0	210.0	180.0	user_000709	Gary'S Gang	The Rankin Family	Rockapell	Olivia Newton-John
244.0	304.0	212.0	user_000298	La Todo Mal Orquesta	Ismael Serrano	Bon Jov	Natalie Imbruglia
331.0	205.0	181.0	user_000961	The Beatles	Cyndi Lauper	Crowded Hous	Daniel Bedingfield
218.0	220.0	254.0	user_000896	Blessed Light	Camera Obscura	David Mea	The Dears
304.0	212.0	233.0	user_000298	Ismael Serrano	Bon Jovi	Natalie Imbrugli	Melanie C
205.0	181.0	231.0	user_000961	Cyndi Lauper	Crowded House	Daniel Bedingfiel	Wendy & Lisa
210.0	180.0	340.0	user_000709	The Rankin Family	Rockapella	Olivia Newton-Joh	Jimmy Somerville
212.0	233.0	212.0	user_000298	Bon Jovi	Natalie Imbruglia	Melanie 	Maroon 5
181.0	231.0	275.0	user_000961	Crowded House	Daniel Bedingfield	Wendy & Lis	The Brand New Heavies
220.0	254.0	472.0	user_000896	Camera Obscura	David Mead	The Dear	The Owls
180.0	340.0	360.0	user_000709	Rockapella	Olivia Newton-John	Jimmy Somervill	Iron & Wine
233.0	212.0	192.0	user_000298	Natalie Imbruglia	Melanie C	Maroon 	Kelis
251.0	260.0	3114.0	user_000142	Satyricon	Butthole Surfers	Bloodhound Gan	Dimmu Borgir
231.0	275.0	258.0	user_000961	Daniel Bedingfield	Wendy & Lisa	The Brand New Heavie	Diana Ross
340.0	360.0	231.0	user_000709	Olivia Newton-John	Jimmy Somerville	Iron & Win	Michael Zager Band
260.0	3114.0	210.0	user_000142	Butthole Surfers	Bloodhound Gang	Dimmu Borgi	Satyricon
212.0	192.0	274.0	user_000298	Melanie C	Maroon 5	Keli	Db Boulebard
254.0	472.0	387.0	user_000896	David Mead	The Dears	The Owl	Rogue Wave
275.0	258.0	248.0	user_000961	Wendy & Lisa	The Brand New Heavies	Diana Ros	The Pretenders
360.0	231.0	230.0	user_000709	Jimmy Somerville	Iron & Wine	Michael Zager Ban	Pet Shop Boys
3114.0	210.0	230.0	user_000142	Bloodhound Gang	Dimmu Borgir	Satyrico	Butthole Surfers
472.0	387.0	186.0	user_000896	The Dears	The Owls	Rogue Wav	A.C. Newman
192.0	274.0	263.0	user_000298	Maroon 5	Kelis	Db Boulebar	Ace Of Base
258.0	248.0	276.0	user_000961	The Brand New Heavies	Diana Ross	The Pretender	Anita Baker
210.0	230.0	230.0	user_000142	Dimmu Borgir	Satyricon	Butthole Surfer	Bloodhound Gang
231.0	230.0	306.0	user_000709	Iron & Wine	Michael Zager Band	Pet Shop Boy	Amy Winehouse
274.0	263.0	232.0	user_000298	Kelis	Db Boulebard	Ace Of Bas	Creed
248.0	276.0	266.0	user_000961	Diana Ross	The Pretenders	Anita Bake	Laura Branigan
230.0	230.0	280.0	user_000142	Satyricon	Butthole Surfers	Bloodhound Gan	Iron Maiden
230.0	306.0	257.0	user_000709	Michael Zager Band	Pet Shop Boys	Amy Winehous	Meco
387.0	186.0	561.0	user_000896	The Owls	Rogue Wave	A.C. Newma	Stars
306.0	257.0	215.0	user_000709	Pet Shop Boys	Amy Winehouse	Mec	The Air Command Band
186.0	561.0	287.0	user_000896	Rogue Wave	A.C. Newman	Star	Rilo Kiley
10264.0	254.0	229.0	user_000966	Michael Jackson	!!!	Fannypac	Seelenluft
257.0	215.0	267.0	user_000709	Amy Winehouse	Meco	The Air Command Ban	Elton John
276.0	266.0	561.0	user_000961	The Pretenders	Anita Baker	Laura Braniga	Annie Lennox
215.0	267.0	268.0	user_000709	Meco	The Air Command Band	Elton Joh	Orleans
266.0	561.0	282.0	user_000961	Anita Baker	Laura Branigan	Annie Lenno	Elvis Costello With Burt Bacharach
267.0	268.0	171.0	user_000709	The Air Command Band	Elton John	Orlean	Diana Ross & The Supremes
254.0	229.0	477.0	user_000966	!!!	Fannypack	Seelenluf	Snap Ant
561.0	282.0	223.0	user_000961	Laura Branigan	Annie Lennox	Elvis Costello With Burt Bacharac	Chicago
561.0	287.0	654.0	user_000896	A.C. Newman	Stars	Rilo Kile	Death Cab For Cutie
268.0	171.0	201.0	user_000709	Elton John	Orleans	Diana Ross & The Supreme	Len
287.0	654.0	360.0	user_000896	Stars	Rilo Kiley	Death Cab For Cuti	Adem
282.0	223.0	383.0	user_000961	Annie Lennox	Elvis Costello With Burt Bacharach	Chicag	Cher
171.0	201.0	280.0	user_000709	Orleans	Diana Ross & The Supremes	Le	Boz Scaggs
223.0	383.0	266.0	user_000961	Elvis Costello With Burt Bacharach	Chicago	Che	Tori Amos
654.0	360.0	318.0	user_000896	Rilo Kiley	Death Cab For Cutie	Ade	Iron & Wine
383.0	266.0	223.0	user_000961	Chicago	Cher	Tori Amo	Billy Preston
201.0	280.0	510.0	user_000709	Diana Ross & The Supremes	Len	Boz Scagg	Marc Cohn
266.0	223.0	199.0	user_000961	Cher	Tori Amos	Billy Presto	Bourgeois Tagg
229.0	477.0	1157.0	user_000966	Fannypack	Seelenluft	Snap An	Fannypack
280.0	510.0	220.0	user_000709	Len	Boz Scaggs	Marc Coh	Rockapella
510.0	220.0	173.0	user_000709	Boz Scaggs	Marc Cohn	Rockapell	The Doobie Brothers
223.0	199.0	267.0	user_000961	Tori Amos	Billy Preston	Bourgeois Tag	Aretha Franklin
220.0	173.0	234.0	user_000709	Marc Cohn	Rockapella	The Doobie Brother	Enya
199.0	267.0	273.0	user_000961	Billy Preston	Bourgeois Tagg	Aretha Frankli	Thomas Dolby
360.0	318.0	1152.0	user_000896	Death Cab For Cutie	Adem	Iron & Win	Abigail Grush
267.0	273.0	229.0	user_000961	Bourgeois Tagg	Aretha Franklin	Thomas Dolb	Max Chorny
318.0	1152.0	46.0	user_000896	Adem	Iron & Wine	Abigail Grus	A Boy Named Thor
173.0	234.0	394.0	user_000709	Rockapella	The Doobie Brothers	Eny	Cher
273.0	229.0	198.0	user_000961	Aretha Franklin	Thomas Dolby	Max Chorn	Aretha Franklin
1152.0	46.0	215.0	user_000896	Iron & Wine	Abigail Grush	A Boy Named Tho	Abigail Grush
46.0	215.0	59.0	user_000896	Abigail Grush	A Boy Named Thor	Abigail Grus	A Boy Named Thor
234.0	394.0	446.0	user_000709	The Doobie Brothers	Enya	Che	Eve'S Plum
215.0	59.0	239.0	user_000896	A Boy Named Thor	Abigail Grush	A Boy Named Tho	Pavement
59.0	239.0	64.0	user_000896	Abigail Grush	A Boy Named Thor	Pavemen	The Pleased
394.0	446.0	251.0	user_000709	Enya	Cher	Eve'S Plu	Aaron Neville
446.0	251.0	240.0	user_000709	Cher	Eve'S Plum	Aaron Nevill	Olivia Newton-John
229.0	198.0	876.0	user_000961	Thomas Dolby	Max Chorny	Aretha Frankli	Shelby Lynne
477.0	1157.0	1910.0	user_000966	Seelenluft	Snap Ant	Fannypac	The Futureheads
251.0	240.0	200.0	user_000709	Eve'S Plum	Aaron Neville	Olivia Newton-Joh	Three Dog Night
198.0	876.0	239.0	user_000961	Max Chorny	Aretha Franklin	Shelby Lynn	Brandy
1157.0	1910.0	189.0	user_000966	Snap Ant	Fannypack	The Futurehead	Michael Jackson
240.0	200.0	171.0	user_000709	Aaron Neville	Olivia Newton-John	Three Dog Nigh	The Beatles
876.0	239.0	237.0	user_000961	Aretha Franklin	Shelby Lynne	Brand	So
200.0	171.0	361.0	user_000709	Olivia Newton-John	Three Dog Night	The Beatle	Sarah Mclachlan
239.0	237.0	223.0	user_000961	Shelby Lynne	Brandy	S	Barry Manilow
237.0	223.0	325.0	user_000961	Brandy	So	Barry Manilo	Annie Lennox
171.0	361.0	523.0	user_000709	Three Dog Night	The Beatles	Sarah Mclachla	Modest Mouse
223.0	325.0	340.0	user_000961	So	Barry Manilow	Annie Lenno	Toni Childs
361.0	523.0	341.0	user_000709	The Beatles	Sarah Mclachlan	Modest Mous	Vangelis
325.0	340.0	270.0	user_000961	Barry Manilow	Annie Lennox	Toni Child	David Bowie
340.0	270.0	256.0	user_000961	Annie Lennox	Toni Childs	David Bowi	Tracy Chapman
523.0	341.0	380.0	user_000709	Sarah Mclachlan	Modest Mouse	Vangeli	Eko
270.0	256.0	207.0	user_000961	Toni Childs	David Bowie	Tracy Chapma	Donna Summer
341.0	380.0	241.0	user_000709	Modest Mouse	Vangelis	Ek	Three Dog Night
380.0	241.0	150.0	user_000709	Vangelis	Eko	Three Dog Nigh	South Park
256.0	207.0	240.0	user_000961	David Bowie	Tracy Chapman	Donna Summe	Cher
241.0	150.0	150.0	user_000709	Eko	Three Dog Night	South Par	Neil Diamond
207.0	240.0	225.0	user_000961	Tracy Chapman	Donna Summer	Che	Diana Ross & The Supremes
150.0	150.0	250.0	user_000709	Three Dog Night	South Park	Neil Diamon	Lighthouse Family
240.0	225.0	195.0	user_000961	Donna Summer	Cher	Diana Ross & The Supreme	Tina Turner
225.0	195.0	260.0	user_000961	Cher	Diana Ross & The Supremes	Tina Turne	Corey Hart
150.0	250.0	460.0	user_000709	South Park	Neil Diamond	Lighthouse Famil	Enya
195.0	260.0	299.0	user_000961	Diana Ross & The Supremes	Tina Turner	Corey Har	Donna Summer
250.0	460.0	211.0	user_000709	Neil Diamond	Lighthouse Family	Eny	Sister Sledge
260.0	299.0	332.0	user_000961	Tina Turner	Corey Hart	Donna Summe	Depeche Mode
460.0	211.0	270.0	user_000709	Lighthouse Family	Enya	Sister Sledg	R.E.M.
211.0	270.0	290.0	user_000709	Enya	Sister Sledge	R.E.M	Neil Diamond
299.0	332.0	318.0	user_000961	Corey Hart	Donna Summer	Depeche Mod	Coldplay
332.0	318.0	249.0	user_000961	Donna Summer	Depeche Mode	Coldpla	Oscar Brown Jr.
270.0	290.0	281.0	user_000709	Sister Sledge	R.E.M.	Neil Diamon	Céline Dion
318.0	249.0	217.0	user_000961	Depeche Mode	Coldplay	Oscar Brown Jr	Tracy Chapman
290.0	281.0	250.0	user_000709	R.E.M.	Neil Diamond	Céline Dio	Outkast
249.0	217.0	231.0	user_000961	Coldplay	Oscar Brown Jr.	Tracy Chapma	A-Ha
281.0	250.0	260.0	user_000709	Neil Diamond	Céline Dion	Outkas	Amy Grant
217.0	231.0	271.0	user_000961	Oscar Brown Jr.	Tracy Chapman	A-H	Christina Aguilera
250.0	260.0	210.0	user_000709	Céline Dion	Outkast	Amy Gran	Peter, Paul & Mary
231.0	271.0	197.0	user_000961	Tracy Chapman	A-Ha	Christina Aguiler	The Beatles
260.0	210.0	200.0	user_000709	Outkast	Amy Grant	Peter, Paul & Mar	Kool & The Gang
271.0	197.0	171.0	user_000961	A-Ha	Christina Aguilera	The Beatle	Diane Schuur
210.0	200.0	221.0	user_000709	Amy Grant	Peter, Paul & Mary	Kool & The Gan	Michael Bublé
197.0	171.0	223.0	user_000961	Christina Aguilera	The Beatles	Diane Schuu	The Beatles
200.0	221.0	330.0	user_000709	Peter, Paul & Mary	Kool & The Gang	Michael Bubl�	Army Of Lovers
171.0	223.0	261.0	user_000961	The Beatles	Diane Schuur	The Beatle	Cher
223.0	261.0	263.0	user_000961	Diane Schuur	The Beatles	Che	Dan Hill
221.0	330.0	340.0	user_000709	Kool & The Gang	Michael Bublé	Army Of Lover	Jayne Montgomery
261.0	263.0	225.0	user_000961	The Beatles	Cher	Dan Hil	Barry Manilow
330.0	340.0	250.0	user_000709	Michael Bublé	Army Of Lovers	Jayne Montgomer	Kenny Loggins
340.0	250.0	170.0	user_000709	Army Of Lovers	Jayne Montgomery	Kenny Loggin	Mary Poppins Soundtrack
263.0	225.0	205.0	user_000961	Cher	Dan Hill	Barry Manilo	The Doobie Brothers
250.0	170.0	170.0	user_000709	Jayne Montgomery	Kenny Loggins	Mary Poppins Soundtrac	Gordon Lightfoot
225.0	205.0	210.0	user_000961	Dan Hill	Barry Manilow	The Doobie Brother	The Human League
19192.0	1445.0	931.0	user_000285	The Killers	Guster	Acceptanc	Weezer
205.0	210.0	220.0	user_000961	Barry Manilow	The Doobie Brothers	The Human Leagu	Crowded House
170.0	170.0	350.0	user_000709	Kenny Loggins	Mary Poppins Soundtrack	Gordon Lightfoo	David Bowie
210.0	220.0	220.0	user_000961	The Doobie Brothers	The Human League	Crowded Hous	The Pretenders
220.0	220.0	189.0	user_000961	The Human League	Crowded House	The Pretender	David Bowie
170.0	350.0	380.0	user_000709	Mary Poppins Soundtrack	Gordon Lightfoot	David Bowi	The 5Th Dimension
220.0	189.0	276.0	user_000961	Crowded House	The Pretenders	David Bowi	Thomas Dolby
350.0	380.0	290.0	user_000709	Gordon Lightfoot	David Bowie	The 5Th Dimensio	Kenny Loggins
189.0	276.0	347.0	user_000961	The Pretenders	David Bowie	Thomas Dolb	Device
380.0	290.0	290.0	user_000709	David Bowie	The 5Th Dimension	Kenny Loggin	Lighthouse Family
276.0	347.0	271.0	user_000961	David Bowie	Thomas Dolby	Devic	Terence Trent D'Arby
290.0	290.0	260.0	user_000709	The 5Th Dimension	Kenny Loggins	Lighthouse Famil	Pet Shop Boys
347.0	271.0	252.0	user_000961	Thomas Dolby	Device	Terence Trent D'Arb	Will Downing
290.0	260.0	360.0	user_000709	Kenny Loggins	Lighthouse Family	Pet Shop Boy	George Michael
271.0	252.0	281.0	user_000961	Device	Terence Trent D'Arby	Will Downin	Rod Stewart
252.0	281.0	317.0	user_000961	Terence Trent D'Arby	Will Downing	Rod Stewar	Bonnie Raitt
274.0	881.0	265.0	user_000235	Adem	Fatlip	The Boy Least Likely T	Frou Frou
281.0	317.0	274.0	user_000961	Will Downing	Rod Stewart	Bonnie Rait	The Pretenders
260.0	360.0	790.0	user_000709	Lighthouse Family	Pet Shop Boys	George Michae	Vangelis
317.0	274.0	194.0	user_000961	Rod Stewart	Bonnie Raitt	The Pretender	Diana Ross & The Supremes
360.0	790.0	230.0	user_000709	Pet Shop Boys	George Michael	Vangeli	The Beach Boys
1445.0	931.0	2793.0	user_000285	Guster	Acceptance	Weeze	Switchfoot
790.0	230.0	220.0	user_000709	George Michael	Vangelis	The Beach Boy	George Michael
274.0	194.0	318.0	user_000961	Bonnie Raitt	The Pretenders	Diana Ross & The Supreme	Dionne Farris
194.0	318.0	200.0	user_000961	The Pretenders	Diana Ross & The Supremes	Dionne Farri	Tina Turner
230.0	220.0	280.0	user_000709	Vangelis	The Beach Boys	George Michae	Abba
318.0	200.0	236.0	user_000961	Diana Ross & The Supremes	Dionne Farris	Tina Turne	Belinda Carlisle
220.0	280.0	240.0	user_000709	The Beach Boys	George Michael	Abb	Bishop Paul S. Morton, Sr. & T
200.0	236.0	276.0	user_000961	Dionne Farris	Tina Turner	Belinda Carlisl	Coldplay
280.0	240.0	481.0	user_000709	George Michael	Abba	Bishop Paul S. Morton, Sr. & 	Trashcan Sinatras
236.0	276.0	291.0	user_000961	Tina Turner	Belinda Carlisle	Coldpla	Chicago
240.0	481.0	270.0	user_000709	Abba	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatra	Pet Shop Boys
481.0	270.0	210.0	user_000709	Bishop Paul S. Morton, Sr. & T	Trashcan Sinatras	Pet Shop Boy	The Pretenders
5827.0	17131.0	3155.0	user_000871	Sui Generis	Oasis	Catupecu Mach	Evanescence
270.0	210.0	200.0	user_000709	Trashcan Sinatras	Pet Shop Boys	The Pretender	Jewel
881.0	265.0	2524.0	user_000235	Fatlip	The Boy Least Likely To	Frou Fro	Himalayans
210.0	200.0	240.0	user_000709	Pet Shop Boys	The Pretenders	Jewe	Erasure
276.0	291.0	896.0	user_000961	Belinda Carlisle	Coldplay	Chicag	Gaudi
17131.0	3155.0	467.0	user_000871	Oasis	Catupecu Machu	Evanescenc	Ryan Adams
200.0	240.0	210.0	user_000709	The Pretenders	Jewel	Erasur	Rockapella
291.0	896.0	280.0	user_000961	Coldplay	Chicago	Gaud	Tabula Rasa
3155.0	467.0	474.0	user_000871	Catupecu Machu	Evanescence	Ryan Adam	Lustra
896.0	280.0	326.0	user_000961	Chicago	Gaudi	Tabula Ras	B-Tribe
240.0	210.0	510.0	user_000709	Jewel	Erasure	Rockapell	Bryan Adams
265.0	2524.0	856.0	user_000235	The Boy Least Likely To	Frou Frou	Himalayan	Over The Rhine
280.0	326.0	302.0	user_000961	Gaudi	Tabula Rasa	B-Trib	David Visan & Carlos Campos
467.0	474.0	384.0	user_000871	Evanescence	Ryan Adams	Lustr	Jason Mraz
210.0	510.0	270.0	user_000709	Erasure	Rockapella	Bryan Adam	Army Of Lovers
19248.0	7987.0	129.0	user_000525	Muse	Taking Back Sunday	Alkaline Tri	Alkaline Trio/Hot Water Music
474.0	384.0	251.0	user_000871	Ryan Adams	Lustra	Jason Mra	The Cure
326.0	302.0	293.0	user_000961	Tabula Rasa	B-Tribe	David Visan & Carlos Campo	Ziroq
510.0	270.0	230.0	user_000709	Rockapella	Bryan Adams	Army Of Lover	Peter, Paul & Mary
384.0	251.0	205.0	user_000871	Lustra	Jason Mraz	The Cur	Frank Sinatra
270.0	230.0	210.0	user_000709	Bryan Adams	Army Of Lovers	Peter, Paul & Mar	Lionel Richie
302.0	293.0	247.0	user_000961	B-Tribe	David Visan & Carlos Campos	Ziro	Jad Rahbani
7987.0	129.0	493.0	user_000525	Taking Back Sunday	Alkaline Trio	Alkaline Trio/Hot Water Musi	Taking Back Sunday
384.0	274.0	21573.0	user_000391	John Frusciante	Dinosaur Jr.	Counting Crow	Neil Young
129.0	493.0	147.0	user_000525	Alkaline Trio	Alkaline Trio/Hot Water Music	Taking Back Sunda	Matt Damon
230.0	210.0	240.0	user_000709	Army Of Lovers	Peter, Paul & Mary	Lionel Richi	The Jackson 5
293.0	247.0	243.0	user_000961	David Visan & Carlos Campos	Ziroq	Jad Rahban	Gipsyland
493.0	147.0	136.0	user_000525	Alkaline Trio/Hot Water Music	Taking Back Sunday	Matt Damo	Copeland
210.0	240.0	230.0	user_000709	Peter, Paul & Mary	Lionel Richie	The Jackson 	Sheryl Crow
274.0	21573.0	348.0	user_000391	Dinosaur Jr.	Counting Crows	Neil Youn	Matchbox Twenty
147.0	136.0	219.0	user_000525	Taking Back Sunday	Matt Damon	Copelan	Dave Matthews Band
247.0	243.0	316.0	user_000961	Ziroq	Jad Rahbani	Gipsylan	Humate
240.0	230.0	280.0	user_000709	Lionel Richie	The Jackson 5	Sheryl Cro	Céline Dion
136.0	219.0	217.0	user_000525	Matt Damon	Copeland	Dave Matthews Ban	The Beatles
243.0	316.0	327.0	user_000961	Jad Rahbani	Gipsyland	Humat	Hidden Id
241.0	262.0	238.0	user_000575	Jack'S Mannequin	Brand New	Jimmy Eat Worl	Rascal Flatts
219.0	217.0	154.0	user_000525	Copeland	Dave Matthews Band	The Beatle	Dashboard Confessional
230.0	280.0	200.0	user_000709	The Jackson 5	Sheryl Crow	Céline Dio	Peter, Paul & Mary
251.0	205.0	1001.0	user_000871	Jason Mraz	The Cure	Frank Sinatr	Beck
280.0	200.0	210.0	user_000709	Sheryl Crow	Céline Dion	Peter, Paul & Mar	Max Raabe & Palast Orchester
217.0	154.0	242.0	user_000525	Dave Matthews Band	The Beatles	Dashboard Confessiona	Jason Mraz
205.0	1001.0	227.0	user_000871	The Cure	Frank Sinatra	Bec	Natasha Thomas
316.0	327.0	308.0	user_000961	Gipsyland	Humate	Hidden I	Horns Of Plenty
262.0	238.0	353.0	user_000575	Brand New	Jimmy Eat World	Rascal Flatt	Something Corporate
21573.0	348.0	786.0	user_000391	Counting Crows	Neil Young	Matchbox Twent	Tori Amos
200.0	210.0	200.0	user_000709	Céline Dion	Peter, Paul & Mary	Max Raabe & Palast Orcheste	Gladys Knight & The Pips
154.0	242.0	272.0	user_000525	The Beatles	Dashboard Confessional	Jason Mra	Something Corporate
210.0	200.0	160.0	user_000709	Peter, Paul & Mary	Max Raabe & Palast Orchester	Gladys Knight & The Pip	The Byrds
931.0	2793.0	5016.0	user_000285	Acceptance	Weezer	Switchfoo	The Shins
348.0	786.0	270.0	user_000391	Neil Young	Matchbox Twenty	Tori Amo	Gary Jules
327.0	308.0	395.0	user_000961	Humate	Hidden Id	Horns Of Plent	Chicane
242.0	272.0	248.0	user_000525	Dashboard Confessional	Jason Mraz	Something Corporat	Alkaline Trio/Hot Water Music
200.0	160.0	200.0	user_000709	Max Raabe & Palast Orchester	Gladys Knight & The Pips	The Byrd	Gloria Estefan
308.0	395.0	339.0	user_000961	Hidden Id	Horns Of Plenty	Chican	Willie Bobo
160.0	200.0	270.0	user_000709	Gladys Knight & The Pips	The Byrds	Gloria Estefa	Amy Grant
786.0	270.0	473.0	user_000391	Matchbox Twenty	Tori Amos	Gary Jule	The Righteous Brothers
395.0	339.0	255.0	user_000961	Horns Of Plenty	Chicane	Willie Bob	Frédérick Rousseau
1001.0	227.0	1057.0	user_000871	Frank Sinatra	Beck	Natasha Thoma	Nancy Sinatra
270.0	473.0	225.0	user_000391	Tori Amos	Gary Jules	The Righteous Brother	The Delfonics
200.0	270.0	310.0	user_000709	The Byrds	Gloria Estefan	Amy Gran	The Wyrd Sisters
